AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID
6644,2637,Srinivas Siddi,22,1,A2
6645,2637,Santosh Nayak,31,1,A3
6646,2638,Bharath Hegde,35,1,A1
6647,2638,Santosh Nayak,31,1,A2
6648,2638,Srinivas Siddi,22,1,A3
6649,2638,Chandrika Bhat,29,2,A4
6650,2639,Srinivas Gowda,20,1,A1
6651,2639,Bharath Hegde,35,1,A2
6652,2639,Shivakumar Hegde,42,1,A3
6653,2639,Srinivas Siddi,22,1,A4
6654,2640,Anand Naikar,31,1,A1
6655,2640,Srinivas Siddi,22,1,A2
6656,2641,Chandrika Bhat,29,2,A1
6657,2641,Chandrika Angadi,29,2,A2
6658,2641,Vidya Raju,54,2,A3
6659,2642,Indira Rao,27,2,A1
6660,2642,Vidya Raju,54,2,A2
6661,2643,Santosh Nayak,31,1,A1
6662,2644,Chandrika Bhat,29,2,A1
6663,2644,Srinivas Siddi,22,1,A2
6664,2645,Chandrika Angadi,29,2,A1
6665,2645,Srinivas Siddi,22,1,A2
6666,2645,Santosh Nayak,31,1,A3
6667,2646,Vidya Raju,54,2,A1
6668,2646,Srinivas Siddi,22,1,A2
6669,2647,Anand Naikar,31,1,A1
6670,2648,Shivakumar Hegde,42,1,A1
6671,2648,Srinivas Gowda,20,1,A2
6672,2648,Srinivas Siddi,22,1,A3
6673,2649,Srinivas Siddi,22,1,A1
6674,2650,Vidya Shankar,32,2,A1
6675,2650,Srinivas Gowda,20,1,A2
6676,2650,Rajesh Kattimani,20,1,A3
6677,2650,Indira Rao,27,2,A4
6678,2651,Indira Rao,27,2,A1
6679,2651,Vidya Shankar,32,2,A2
6680,2651,Shivakumar Hegde,42,1,A3
6681,2651,Srinivas Siddi,22,1,A4
6682,2652,Rajesh Kattimani,20,1,A1
6683,2652,Shivakumar Hegde,42,1,A2
6684,2652,Bharath Hegde,35,1,A3
6685,2653,Chandrika Angadi,29,2,A1
6686,2653,Srinivas Gowda,20,1,A2
6687,2654,Rajesh Kattimani,20,1,A1
6688,2654,Chandrika Bhat,29,2,A2
6689,2654,Shivakumar Hegde,42,1,A3
6690,2655,Srinivas Siddi,22,1,A1
6691,2656,Shivakumar Hegde,42,1,A1
6692,2656,Srinivas Gowda,20,1,A2
6693,2656,Chandrika Angadi,29,2,A3
6694,2656,Vidya Raju,54,2,A4
6695,2657,Rajesh Kattimani,20,1,A1
6696,2657,Bharath Hegde,35,1,A2
6697,2658,Indira Rao,27,2,A1
6698,2658,Shivakumar Hegde,42,1,A2
6699,2658,Vidya Raju,54,2,A3
6700,2659,Santosh Nayak,31,1,A1
6701,2659,Chandrika Angadi,29,2,A2
6702,2660,Srinivas Gowda,20,1,A1
6703,2660,Rajesh Kattimani,20,1,A2
6704,2661,Rajesh Kattimani,20,1,A1
6705,2661,Vidya Shankar,32,2,A2
6706,2662,Shivakumar Hegde,42,1,A1
6707,2662,Vidya Raju,54,2,A2
6708,2662,Srinivas Gowda,20,1,A3
6709,2663,Chandrika Bhat,29,2,A1
6710,2663,Chandrika Angadi,29,2,A2
6711,2664,Chandrika Angadi,29,2,A1
6712,2664,Vidya Raju,54,2,A2
6713,2664,Shivakumar Hegde,42,1,A3
6714,2664,Bharath Hegde,35,1,A4
6715,2665,Chandrika Bhat,29,2,A1
6716,2665,Shivakumar Hegde,42,1,A2
6717,2665,Vidya Shankar,32,2,A3
6718,2665,Rajesh Kattimani,20,1,A4
6719,2666,Srinivas Siddi,22,1,A1
6720,2666,Chandrika Angadi,29,2,A2
6721,2667,Shivakumar Hegde,42,1,A1
6722,2667,Rajesh Kattimani,20,1,A2
6723,2667,Srinivas Gowda,20,1,A3
6724,2668,Anand Naikar,31,1,A1
6725,2668,Rajesh Kattimani,20,1,A2
6726,2668,Srinivas Gowda,20,1,A3
6727,2668,Santosh Nayak,31,1,A4
6728,2669,Indira Rao,27,2,A1
6729,2670,Bharath Hegde,35,1,A1
6730,2671,Rajesh Kattimani,20,1,A1
6731,2671,Srinivas Gowda,20,1,A2
6732,2671,Chandrika Bhat,29,2,A3
6733,2671,Vidya Raju,54,2,A4
6734,2672,Srinivas Siddi,22,1,A1
6735,2673,Rajesh Kattimani,20,1,A1
6736,2674,Vidya Raju,54,2,A1
6737,2675,Chandrika Bhat,29,2,A1
6738,2676,Chandrika Angadi,29,2,A1
6739,2676,Shivakumar Hegde,42,1,A2
6740,2677,Bharath Hegde,35,1,A1
6741,2677,Srinivas Siddi,22,1,A2
6742,2677,Shivakumar Hegde,42,1,A3
6743,2678,Chandrika Bhat,29,2,A1
6744,2679,Chandrika Angadi,29,2,A1
6745,2679,Srinivas Gowda,20,1,A2
6746,2679,Indira Rao,27,2,A3
6747,2680,Santosh Nayak,31,1,A1
6748,2680,Anand Naikar,31,1,A2
6749,2680,Chandrika Angadi,29,2,A3
6750,2681,Bharath Hegde,35,1,A1
6751,2681,Chandrika Angadi,29,2,A2
6752,2681,Srinivas Siddi,22,1,A3
6753,2682,Srinivas Gowda,20,1,A1
6754,2682,Indira Rao,27,2,A2
6755,2683,Bharath Hegde,35,1,A1
6756,2683,Chandrika Bhat,29,2,A2
6757,2684,Bharath Hegde,35,1,A1
6758,2685,Chandrika Bhat,29,2,A1
6759,2685,Chandrika Angadi,29,2,A2
6760,2685,Santosh Nayak,31,1,A3
6761,2685,Srinivas Siddi,22,1,A4
6762,2686,Srinivas Siddi,22,1,A1
6763,2686,Bharath Hegde,35,1,A2
6764,2687,Bharath Hegde,35,1,A1
6765,2687,Indira Rao,27,2,A2
6766,2688,Anand Naikar,31,1,A1
6767,2689,Vidya Raju,54,2,A1
6768,2689,Santosh Nayak,31,1,A2
6769,2689,Indira Rao,27,2,A3
6770,2689,Rajesh Kattimani,20,1,A4
6771,2690,Srinivas Siddi,22,1,A1
6772,2690,Rajesh Kattimani,20,1,A2
6773,2690,Chandrika Angadi,29,2,A3
6774,2690,Shivakumar Hegde,42,1,A4
6775,2691,Chandrika Bhat,29,2,A1
6776,2691,Vidya Raju,54,2,A2
6777,2691,Srinivas Gowda,20,1,A3
6778,2691,Shivakumar Hegde,42,1,A4
6779,2692,Vidya Shankar,32,2,A1
6780,2692,Rajesh Kattimani,20,1,A2
6781,2692,Srinivas Gowda,20,1,A3
6782,2693,Shivakumar Hegde,42,1,A1
6783,2694,Vidya Raju,54,2,A1
6784,2694,Shivakumar Hegde,42,1,A2
6785,2695,Chandrika Angadi,29,2,A1
6786,2695,Indira Rao,27,2,A2
6787,2696,Srinivas Gowda,20,1,A1
6788,2696,Rajesh Kattimani,20,1,A2
6789,2697,Vidya Raju,54,2,A1
6790,2697,Santosh Nayak,31,1,A2
6791,2697,Srinivas Siddi,22,1,A3
6792,2697,Anand Naikar,31,1,A4
6793,2698,Chandrika Angadi,29,2,A1
6794,2698,Shivakumar Hegde,42,1,A2
6795,2699,Shivakumar Hegde,42,1,A1
6796,2699,Chandrika Bhat,29,2,A2
6797,2699,Indira Rao,27,2,A3
6798,2700,Anand Naikar,31,1,A1
6799,2700,Srinivas Siddi,22,1,A2
6800,2701,Shilpa Hiremath,31,2,A1
6801,2701,Basavaraj Prasad,22,1,A2
6802,2701,Krishna Yadav,39,1,A3
6803,2702,Priya Kumari,25,2,A1
6804,2703,Hanumanthappa Bai,28,1,A1
6805,2704,Krishna Yadav,39,1,A1
6806,2705,Swathi Bhat,15,2,A1
6807,2705,Vishwanath Acharya,51,1,A2
6808,2705,Priya Kumari,25,2,A3
6809,2706,Meena Hiremath,19,2,A1
6810,2707,Chandrika Gupta,42,2,A1
6811,2707,Gopal Gowda,37,1,A2
6812,2708,Girish Kumar,28,1,A1
6813,2708,Priya Kumari,25,2,A2
6814,2708,Swathi Bhat,15,2,A3
6815,2709,Girish Kumar,28,1,A1
6816,2709,Priya Kumari,25,2,A2
6817,2709,Krishna Yadav,39,1,A3
6818,2709,Sunitha Patil,15,2,A4
6819,2710,Umesh Savanur,48,1,A1
6820,2710,Hanumanthappa Bai,28,1,A2
6821,2711,Gopal Gowda,37,1,A1
6822,2711,Umesh Savanur,48,1,A2
6823,2712,Umesh Savanur,48,1,A1
6824,2713,Gopal Gowda,37,1,A1
6825,2713,Basavaraj Prasad,22,1,A2
6826,2714,Priya Kumari,25,2,A1
6827,2714,Sunitha Patil,15,2,A2
6828,2715,Meena Hiremath,19,2,A1
6829,2715,Shilpa Hiremath,31,2,A2
6830,2716,Sunitha Patil,15,2,A1
6831,2716,Meena Hiremath,19,2,A2
6832,2716,Basavaraj Prasad,22,1,A3
6833,2716,Gopal Gowda,37,1,A4
6834,2717,Ramesh Kumar,34,1,A1
6835,2717,Ambika Yadav,22,2,A2
6836,2717,Vishwanath Acharya,51,1,A3
6837,2718,Chandrika Gupta,42,2,A1
6838,2718,Umesh Savanur,48,1,A2
6839,2719,Umesh Savanur,48,1,A1
6840,2719,Sunitha Patil,15,2,A2
6841,2719,Ramesh Kumar,34,1,A3
6842,2720,Yogesh Yadav,39,1,A1
6843,2720,Chandrika Gupta,42,2,A2
6844,2721,Gopal Gowda,37,1,A1
6845,2721,Ramesh Kumar,34,1,A2
6846,2721,Basavaraj Prasad,22,1,A3
6847,2721,Meena Hiremath,19,2,A4
6848,2722,Gopal Gowda,37,1,A1
6849,2722,Priya Kumari,25,2,A2
6850,2723,Krishna Yadav,39,1,A1
6851,2724,Vishwanath Acharya,51,1,A1
6852,2724,Bharath Swamy,23,1,A2
6853,2724,Girish Kumar,28,1,A3
6854,2725,Girish Kumar,28,1,A1
6855,2725,Hanumanthappa Bai,28,1,A2
6856,2726,Bharath Swamy,23,1,A1
6857,2726,Swathi Bhat,15,2,A2
6858,2726,Ramesh Kumar,34,1,A3
6859,2726,Girish Kumar,28,1,A4
6860,2727,Chandrika Gupta,42,2,A1
6861,2727,Yogesh Yadav,39,1,A2
6862,2728,Ambika Yadav,22,2,A1
6863,2728,Gopal Gowda,37,1,A2
6864,2729,Swathi Bhat,15,2,A1
6865,2729,Hanumanthappa Bai,28,1,A2
6866,2729,Bharath Swamy,23,1,A3
6867,2730,Hanumanthappa Bai,28,1,A1
6868,2730,Chandrika Gupta,42,2,A2
6869,2730,Vishwanath Acharya,51,1,A3
6870,2730,Meena Hiremath,19,2,A4
6871,2731,Shilpa Hiremath,31,2,A1
6872,2731,Meena Hiremath,19,2,A2
6873,2732,Ramesh Kumar,34,1,A1
6874,2732,Priya Kumari,25,2,A2
6875,2733,Hanumanthappa Bai,28,1,A1
6876,2734,Hanumanthappa Bai,28,1,A1
6877,2735,Ambika Yadav,22,2,A1
6878,2736,Girish Kumar,28,1,A1
6879,2736,Ramesh Kumar,34,1,A2
6880,2736,Yogesh Yadav,39,1,A3
6881,2736,Gopal Gowda,37,1,A4
6882,2737,Ramesh Kumar,34,1,A1
6883,2738,Vishwanath Acharya,51,1,A1
6884,2738,Shilpa Hiremath,31,2,A2
6885,2738,Hanumanthappa Bai,28,1,A3
6886,2739,Bharath Swamy,23,1,A1
6887,2739,Yogesh Yadav,39,1,A2
6888,2739,Gopal Gowda,37,1,A3
6889,2740,Vishwanath Acharya,51,1,A1
6890,2740,Ambika Yadav,22,2,A2
6891,2740,Girish Kumar,28,1,A3
6892,2741,Sunitha Patil,15,2,A1
6893,2741,Priya Kumari,25,2,A2
6894,2741,Umesh Savanur,48,1,A3
6895,2741,Bharath Swamy,23,1,A4
6896,2742,Chandrika Gupta,42,2,A1
6897,2742,Yogesh Yadav,39,1,A2
6898,2742,Hanumanthappa Bai,28,1,A3
6899,2743,Chandrika Gupta,42,2,A1
6900,2743,Krishna Yadav,39,1,A2
6901,2743,Gopal Gowda,37,1,A3
6902,2744,Priya Kumari,25,2,A1
6903,2744,Hanumanthappa Bai,28,1,A2
6904,2744,Vishwanath Acharya,51,1,A3
6905,2744,Sunitha Patil,15,2,A4
6906,2745,Girish Kumar,28,1,A1
6907,2746,Ambika Yadav,22,2,A1
6908,2746,Girish Kumar,28,1,A2
6909,2746,Bharath Swamy,23,1,A3
6910,2746,Yogesh Yadav,39,1,A4
6911,2747,Hanumanthappa Bai,28,1,A1
6912,2748,Gopal Gowda,37,1,A1
6913,2749,Shilpa Hiremath,31,2,A1
6914,2749,Ramesh Kumar,34,1,A2
6915,2750,Umesh Savanur,48,1,A1
6916,2750,Bharath Swamy,23,1,A2
6917,2750,Swathi Bhat,15,2,A3
6918,2751,Yogesh Yadav,39,1,A1
6919,2752,Sunitha Patil,15,2,A1
6920,2752,Umesh Savanur,48,1,A2
6921,2753,Krishna Yadav,39,1,A1
6922,2754,Swathi Bhat,15,2,A1
6923,2754,Ambika Yadav,22,2,A2
6924,2754,Gopal Gowda,37,1,A3
6925,2755,Vishwanath Acharya,51,1,A1
6926,2755,Shilpa Hiremath,31,2,A2
6927,2755,Hanumanthappa Bai,28,1,A3
6928,2756,Umesh Savanur,48,1,A1
6929,2757,Shilpa Hiremath,31,2,A1
6930,2757,Meena Hiremath,19,2,A2
6931,2758,Hanumanthappa Bai,28,1,A1
6932,2758,Swathi Bhat,15,2,A2
6933,2758,Ramesh Kumar,34,1,A3
6934,2758,Ambika Yadav,22,2,A4
6935,2759,Umesh Savanur,48,1,A1
6936,2759,Chandrika Gupta,42,2,A2
6937,2760,Priya Kumari,25,2,A1
6938,2760,Sunitha Patil,15,2,A2
6939,2760,Shilpa Hiremath,31,2,A3
6940,2761,Priya Kumari,25,2,A1
6941,2761,Ramesh Kumar,34,1,A2
6942,2762,Hanumanthappa Bai,28,1,A1
6943,2762,Umesh Savanur,48,1,A2
6944,2763,Priya Kumari,25,2,A1
6945,2763,Krishna Yadav,39,1,A2
6946,2763,Ambika Yadav,22,2,A3
6947,2763,Gopal Gowda,37,1,A4
6948,2764,Sunitha Patil,15,2,A1
6949,2764,Shilpa Hiremath,31,2,A2
6950,2764,Basavaraj Prasad,22,1,A3
6951,2765,Basavaraj Prasad,22,1,A1
6952,2765,Ambika Yadav,22,2,A2
6953,2765,Sunitha Patil,15,2,A3
6954,2766,Sunitha Patil,15,2,A1
6955,2766,Yogesh Yadav,39,1,A2
6956,2766,Gopal Gowda,37,1,A3
6957,2767,Umesh Savanur,48,1,A1
6958,2767,Girish Kumar,28,1,A2
6959,2767,Chandrika Gupta,42,2,A3
6960,2768,Sunitha Patil,15,2,A1
6961,2768,Vishwanath Acharya,51,1,A2
6962,2769,Chandrika Gupta,42,2,A1
6963,2770,Ramesh Kumar,34,1,A1
6964,2770,Vishwanath Acharya,51,1,A2
6965,2771,Hanumanthappa Bai,28,1,A1
6966,2771,Chandrika Gupta,42,2,A2
6967,2772,Meena Hiremath,19,2,A1
6968,2772,Yogesh Yadav,39,1,A2
6969,2773,Priya Kumari,25,2,A1
6970,2774,Bharath Swamy,23,1,A1
6971,2774,Ramesh Kumar,34,1,A2
6972,2774,Hanumanthappa Bai,28,1,A3
6973,2774,Umesh Savanur,48,1,A4
6974,2775,Ramesh Kumar,34,1,A1
6975,2776,Basavaraj Prasad,22,1,A1
6976,2776,Gopal Gowda,37,1,A2
6977,2776,Swathi Bhat,15,2,A3
6978,2776,Krishna Yadav,39,1,A4
6979,2777,Krishna Yadav,39,1,A1
6980,2778,Ambika Yadav,22,2,A1
6981,2778,Basavaraj Prasad,22,1,A2
6982,2779,Gopal Gowda,37,1,A1
6983,2779,Vishwanath Acharya,51,1,A2
6984,2779,Umesh Savanur,48,1,A3
6985,2780,Shilpa Hiremath,31,2,A1
6986,2780,Meena Hiremath,19,2,A2
6987,2780,Krishna Yadav,39,1,A3
6988,2781,Hanumanthappa Bai,28,1,A1
6989,2781,Chandrika Gupta,42,2,A2
6990,2782,Ambika Yadav,22,2,A1
6991,2782,Shilpa Hiremath,31,2,A2
6992,2782,Priya Kumari,25,2,A3
6993,2783,Hanumanthappa Bai,28,1,A1
6994,2783,Krishna Yadav,39,1,A2
6995,2784,Gopal Gowda,37,1,A1
6996,2784,Ramesh Kumar,34,1,A2
6997,2784,Priya Kumari,25,2,A3
6998,2785,Gopal Gowda,37,1,A1
6999,2785,Priya Kumari,25,2,A2
7000,2786,Girish Kumar,28,1,A1
7001,2787,Ambika Yadav,22,2,A1
7002,2787,Ramesh Kumar,34,1,A2
7003,2787,Umesh Savanur,48,1,A3
7004,2788,Basavaraj Prasad,22,1,A1
7005,2788,Krishna Yadav,39,1,A2
7006,2788,Sunitha Patil,15,2,A3
7007,2788,Yogesh Yadav,39,1,A4
7008,2789,Swathi Bhat,15,2,A1
7009,2789,Ramesh Kumar,34,1,A2
7010,2790,Hanumanthappa Bai,28,1,A1
7011,2790,Krishna Yadav,39,1,A2
7012,2790,Shilpa Hiremath,31,2,A3
7013,2791,Vishwanath Acharya,51,1,A1
7014,2791,Krishna Yadav,39,1,A2
7015,2791,Priya Kumari,25,2,A3
7016,2792,Shilpa Hiremath,31,2,A1
7017,2793,Girish Kumar,28,1,A1
7018,2793,Ambika Yadav,22,2,A2
7019,2793,Umesh Savanur,48,1,A3
7020,2793,Swathi Bhat,15,2,A4
7021,2794,Yogesh Yadav,39,1,A1
7022,2794,Hanumanthappa Bai,28,1,A2
7023,2795,Bharath Swamy,23,1,A1
7024,2795,Ambika Yadav,22,2,A2
7025,2795,Vishwanath Acharya,51,1,A3
7026,2795,Sunitha Patil,15,2,A4
7027,2796,Gopal Gowda,37,1,A1
7028,2797,Bharath Swamy,23,1,A1
7029,2797,Chandrika Gupta,42,2,A2
7030,2798,Girish Kumar,28,1,A1
7031,2798,Umesh Savanur,48,1,A2
7032,2798,Vishwanath Acharya,51,1,A3
7033,2798,Swathi Bhat,15,2,A4
7034,2799,Krishna Yadav,39,1,A1
7035,2799,Chandrika Gupta,42,2,A2
7036,2800,Hanumanthappa Bai,28,1,A1
7037,2800,Krishna Yadav,39,1,A2
7038,2800,Girish Kumar,28,1,A3
7039,2800,Ambika Yadav,22,2,A4
7040,2801,Gopal Gowda,37,1,A1
7041,2801,Ambika Yadav,22,2,A2
7042,2801,Priya Kumari,25,2,A3
7043,2801,Swathi Bhat,15,2,A4
7044,2802,Swathi Bhat,15,2,A1
7045,2802,Girish Kumar,28,1,A2
7046,2802,Meena Hiremath,19,2,A3
7047,2803,Hanumanthappa Bai,28,1,A1
7048,2803,Bharath Swamy,23,1,A2
7049,2804,Vishwanath Acharya,51,1,A1
7050,2804,Bharath Swamy,23,1,A2
7051,2805,Krishna Yadav,39,1,A1
7052,2806,Sunitha Patil,15,2,A1
7053,2806,Chandrika Gupta,42,2,A2
7054,2806,Krishna Yadav,39,1,A3
7055,2806,Basavaraj Prasad,22,1,A4
7056,2807,Basavaraj Prasad,22,1,A1
7057,2807,Shilpa Hiremath,31,2,A2
7058,2808,Gopal Gowda,37,1,A1
7059,2808,Bharath Swamy,23,1,A2
7060,2808,Umesh Savanur,48,1,A3
7061,2808,Vishwanath Acharya,51,1,A4
7062,2809,Umesh Savanur,48,1,A1
7063,2809,Krishna Yadav,39,1,A2
7064,2809,Vishwanath Acharya,51,1,A3
7065,2810,Basavaraj Prasad,22,1,A1
7066,2810,Swathi Bhat,15,2,A2
7067,2810,Ambika Yadav,22,2,A3
7068,2811,Ramesh Kumar,34,1,A1
7069,2811,Shilpa Hiremath,31,2,A2
7070,2811,Gopal Gowda,37,1,A3
7071,2812,Krishna Yadav,39,1,A1
7072,2812,Bharath Swamy,23,1,A2
7073,2813,Vishwanath Acharya,51,1,A1
7074,2813,Chandrika Gupta,42,2,A2
7075,2813,Umesh Savanur,48,1,A3
7076,2814,Bharath Swamy,23,1,A1
7077,2814,Yogesh Yadav,39,1,A2
7078,2814,Ramesh Kumar,34,1,A3
7079,2815,Ambika Yadav,22,2,A1
7080,2815,Ramesh Kumar,34,1,A2
7081,2815,Meena Hiremath,19,2,A3
7082,2815,Priya Kumari,25,2,A4
7083,2816,Hanumanthappa Bai,28,1,A1
7084,2816,Bharath Swamy,23,1,A2
7085,2816,Umesh Savanur,48,1,A3
7086,2816,Ambika Yadav,22,2,A4
7087,2817,Meena Hiremath,19,2,A1
7088,2818,Meena Hiremath,19,2,A1
7089,2818,Umesh Savanur,48,1,A2
7090,2818,Basavaraj Prasad,22,1,A3
7091,2818,Krishna Yadav,39,1,A4
7092,2819,Gopal Gowda,37,1,A1
7093,2819,Priya Kumari,25,2,A2
7094,2819,Ramesh Kumar,34,1,A3
7095,2820,Priya Kumari,25,2,A1
7096,2820,Gopal Gowda,37,1,A2
7097,2821,Umesh Savanur,48,1,A1
7098,2821,Yogesh Yadav,39,1,A2
7099,2822,Girish Kumar,28,1,A1
7100,2823,Sunitha Patil,15,2,A1
7101,2823,Vishwanath Acharya,51,1,A2
7102,2823,Basavaraj Prasad,22,1,A3
7103,2824,Girish Kumar,28,1,A1
7104,2824,Yogesh Yadav,39,1,A2
7105,2824,Vishwanath Acharya,51,1,A3
7106,2824,Priya Kumari,25,2,A4
7107,2825,Swathi Bhat,15,2,A1
7108,2825,Umesh Savanur,48,1,A2
7109,2825,Ambika Yadav,22,2,A3
7110,2826,Ramesh Kumar,34,1,A1
7111,2827,Hanumanthappa Bai,28,1,A1
7112,2827,Basavaraj Prasad,22,1,A2
7113,2827,Chandrika Gupta,42,2,A3
7114,2827,Swathi Bhat,15,2,A4
7115,2828,Meena Hiremath,19,2,A1
7116,2829,Chandrika Gupta,42,2,A1
7117,2829,Gopal Gowda,37,1,A2
7118,2829,Umesh Savanur,48,1,A3
7119,2829,Shilpa Hiremath,31,2,A4
7120,2830,Gopal Gowda,37,1,A1
7121,2830,Priya Kumari,25,2,A2
7122,2830,Ambika Yadav,22,2,A3
7123,2831,Umesh Savanur,48,1,A1
7124,2831,Chandrika Gupta,42,2,A2
7125,2832,Meena Hiremath,19,2,A1
7126,2833,Basavaraj Prasad,22,1,A1
7127,2833,Umesh Savanur,48,1,A2
7128,2834,Bharath Swamy,23,1,A1
7129,2835,Ramesh Kumar,34,1,A1
7130,2836,Chandrika Gupta,42,2,A1
7131,2836,Priya Kumari,25,2,A2
7132,2837,Swathi Bhat,15,2,A1
7133,2837,Vishwanath Acharya,51,1,A2
7134,2837,Krishna Yadav,39,1,A3
7135,2837,Basavaraj Prasad,22,1,A4
7136,2838,Ambika Yadav,22,2,A1
7137,2838,Umesh Savanur,48,1,A2
7138,2838,Priya Kumari,25,2,A3
7139,2839,Bharath Swamy,23,1,A1
7140,2839,Basavaraj Prasad,22,1,A2
7141,2839,Ambika Yadav,22,2,A3
7142,2839,Sunitha Patil,15,2,A4
7143,2840,Ambika Yadav,22,2,A1
7144,2840,Chandrika Gupta,42,2,A2
7145,2840,Bharath Swamy,23,1,A3
7146,2840,Sunitha Patil,15,2,A4
7147,2841,Gopal Gowda,37,1,A1
7148,2841,Krishna Yadav,39,1,A2
7149,2842,Sunitha Patil,15,2,A1
7150,2843,Umesh Savanur,48,1,A1
7151,2843,Ramesh Kumar,34,1,A2
7152,2844,Gopal Gowda,37,1,A1
7153,2845,Yogesh Yadav,39,1,A1
7154,2845,Ambika Yadav,22,2,A2
7155,2846,Girish Kumar,28,1,A1
7156,2846,Swathi Bhat,15,2,A2
7157,2846,Gopal Gowda,37,1,A3
7158,2847,Vishwanath Acharya,51,1,A1
7159,2847,Ramesh Kumar,34,1,A2
7160,2847,Swathi Bhat,15,2,A3
7161,2847,Sunitha Patil,15,2,A4
7162,2848,Krishna Yadav,39,1,A1
7163,2848,Girish Kumar,28,1,A2
7164,2848,Shilpa Hiremath,31,2,A3
7165,2848,Ramesh Kumar,34,1,A4
7166,2849,Bharath Swamy,23,1,A1
7167,2849,Krishna Yadav,39,1,A2
7168,2850,Ambika Yadav,22,2,A1
7169,2851,Chetan Poojary,33,1,A1
7170,2851,Basavaraj Swamy,34,1,A2
7171,2852,Renuka Swamy,16,2,A1
7172,2852,Divya Kumari,15,2,A2
7173,2852,Vishwanath Desai,25,1,A3
7174,2852,Chandrika Shankar,41,2,A4
7175,2853,Chetan Poojary,33,1,A1
7176,2853,Renuka Swamy,16,2,A2
7177,2853,Santosh Angadi,31,1,A3
7178,2854,Saraswathi Patil,59,2,A1
7179,2855,Mohan Lamani,44,1,A1
7180,2855,Nagesh Ganiger,16,1,A2
7181,2855,Divya Kumari,15,2,A3
7182,2856,Santosh Angadi,31,1,A1
7183,2856,Jyothi Desai,35,2,A2
7184,2857,Vasantha Bai,18,2,A1
7185,2857,Santosh Angadi,31,1,A2
7186,2858,Chetan Poojary,33,1,A1
7187,2858,Nagesh Ganiger,16,1,A2
7188,2859,Santosh Angadi,31,1,A1
7189,2859,Renuka Swamy,16,2,A2
7190,2860,Jyothi Desai,35,2,A1
7191,2860,Saraswathi Patil,59,2,A2
7192,2860,Vasantha Bai,18,2,A3
7193,2861,Santosh Angadi,31,1,A1
7194,2861,Chandrika Shankar,41,2,A2
7195,2861,Basavaraj Swamy,34,1,A3
7196,2862,Jyothi Desai,35,2,A1
7197,2862,Mohan Lamani,44,1,A2
7198,2862,Chandrika Shankar,41,2,A3
7199,2863,Vishwanath Desai,25,1,A1
7200,2863,Mohan Lamani,44,1,A2
7201,2863,Renuka Swamy,16,2,A3
7202,2863,Saraswathi Patil,59,2,A4
7203,2864,Chetan Poojary,33,1,A1
7204,2865,Santosh Angadi,31,1,A1
7205,2866,Chetan Poojary,33,1,A1
7206,2867,Basavaraj Swamy,34,1,A1
7207,2867,Vasantha Bai,18,2,A2
7208,2868,Divya Kumari,15,2,A1
7209,2869,Jyothi Desai,35,2,A1
7210,2870,Chandrika Shankar,41,2,A1
7211,2870,Saraswathi Patil,59,2,A2
7212,2870,Mohan Lamani,44,1,A3
7213,2870,Basavaraj Swamy,34,1,A4
7214,2871,Saraswathi Patil,59,2,A1
7215,2871,Chetan Poojary,33,1,A2
7216,2871,Basavaraj Swamy,34,1,A3
7217,2872,Chandrika Shankar,41,2,A1
7218,2872,Vasantha Bai,18,2,A2
7219,2872,Saraswathi Patil,59,2,A3
7220,2872,Meena Murthy,15,2,A4
7221,2873,Meena Murthy,15,2,A1
7222,2873,Renuka Swamy,16,2,A2
7223,2873,Santosh Angadi,31,1,A3
7224,2873,Vasantha Bai,18,2,A4
7225,2874,Divya Kumari,15,2,A1
7226,2874,Santosh Angadi,31,1,A2
7227,2874,Meena Murthy,15,2,A3
7228,2874,Chetan Poojary,33,1,A4
7229,2875,Renuka Swamy,16,2,A1
7230,2875,Santosh Angadi,31,1,A2
7231,2876,Saraswathi Patil,59,2,A1
7232,2876,Vasantha Bai,18,2,A2
7233,2876,Divya Kumari,15,2,A3
7234,2877,Santosh Angadi,31,1,A1
7235,2878,Saraswathi Patil,59,2,A1
7236,2878,Basavaraj Swamy,34,1,A2
7237,2879,Vasantha Bai,18,2,A1
7238,2879,Chetan Poojary,33,1,A2
7239,2880,Chandrika Shankar,41,2,A1
7240,2880,Santosh Angadi,31,1,A2
7241,2880,Divya Kumari,15,2,A3
7242,2880,Basavaraj Swamy,34,1,A4
7243,2881,Santosh Angadi,31,1,A1
7244,2882,Meena Murthy,15,2,A1
7245,2882,Renuka Swamy,16,2,A2
7246,2883,Renuka Swamy,16,2,A1
7247,2883,Basavaraj Swamy,34,1,A2
7248,2884,Saraswathi Patil,59,2,A1
7249,2884,Mohan Lamani,44,1,A2
7250,2885,Chandrika Shankar,41,2,A1
7251,2885,Mohan Lamani,44,1,A2
7252,2885,Vishwanath Desai,25,1,A3
7253,2886,Vishwanath Desai,25,1,A1
7254,2886,Meena Murthy,15,2,A2
7255,2886,Divya Kumari,15,2,A3
7256,2887,Basavaraj Swamy,34,1,A1
7257,2887,Meena Murthy,15,2,A2
7258,2888,Renuka Swamy,16,2,A1
7259,2888,Chetan Poojary,33,1,A2
7260,2888,Vishwanath Desai,25,1,A3
7261,2889,Saraswathi Patil,59,2,A1
7262,2889,Divya Kumari,15,2,A2
