VictimMasterID,CaseMasterID,VictimName,AgeYear,GenderID,VictimPolice
4585,2872,Nagaraj Bangera,25,1,0
4586,2872,Bharathi Kattimani,41,2,0
4587,2873,Prasad Bai,29,1,0
4588,2874,Chandrashekar Naik,15,1,0
4589,2874,Saraswathi Bagewadi,28,2,0
4590,2875,Gopal Lamani,39,1,0
4591,2875,Kavitha Yadav,44,2,0
4592,2876,Shivakumar Hiremath,44,1,0
4593,2876,Nagesh Poojary,49,1,0
4594,2876,Kiran Yadav,25,1,0
4595,2877,Sagar Gupta,35,1,0
4596,2878,Prakash Murthy,36,1,0
4597,2879,Shobha Raju,50,2,0
4598,2879,Shilpa Kulkarni,36,2,0
4599,2879,Basavaraj Bangera,22,1,0
4600,2880,Vasantha Kulkarni,46,2,0
4601,2881,Nandini Swamy,25,2,0
4602,2882,Priya Kulkarni,48,2,0
4603,2883,Jyothi Meti,19,2,0
4604,2884,Latha Yadav,38,2,0
4605,2885,Sneha Gupta,36,2,0
4606,2886,Jyothi Hegde,43,2,0
4607,2887,Vidya Bangera,15,2,0
4608,2887,Girish Savanur,46,1,0
4609,2887,Ambika Nayak,37,2,1
4610,2888,Parvathi Yadav,19,2,0
4611,2889,Kamala Swamy,15,2,0
4612,2890,Mahesh Bagewadi,45,1,0
4613,2891,Rajesh Kumar,22,1,0
4614,2892,Pushpa Ganiger,45,2,0
4615,2892,Sharada Savanur,41,2,0
4616,2893,Pooja Reddy,30,2,0
4617,2893,Sagar Shankar,37,1,0
4618,2894,Ravi Swamy,30,1,0
4619,2894,Venkatesh Naikar,39,1,0
4620,2895,Shivakumar Kattimani,44,1,0
4621,2896,Asha Kulkarni,24,2,0
4622,2896,Padma Angadi,33,2,0
4623,2896,Roopa Bagewadi,31,2,0
4624,2897,Mohan Lamani,43,1,0
4625,2897,Vinay Joshi,31,1,0
4626,2898,Priya Kulkarni,48,2,0
4627,2898,Surya Kumar,25,1,0
4628,2898,Geetha Hiremath,29,2,0
4629,2899,Gopal Nayak,21,1,0
4630,2900,Anil Rao,38,1,0
4631,2901,Savitha Savanur,25,2,1
4632,2901,Pushpa Murthy,18,2,0
4633,2902,Renuka Gupta,30,2,0
4634,2903,Deepa Kambli,35,2,0
4635,2904,Nandini Hosamani,37,2,0
4636,2905,Rashmi Ganiger,30,2,0
4637,2905,Arun Bhat,27,1,0
4638,2905,Roopa Bangera,45,2,0
4639,2906,Shilpa Bangera,34,2,0
4640,2906,Sachin Hiremath,25,1,0
4641,2906,Vidya Devi,17,2,0
4642,2907,Nandini Hosamani,37,2,0
4643,2908,Shobha Naikar,25,2,0
4644,2909,Hanumanthappa Siddi,17,1,0
4645,2909,Nandish Desai,27,1,0
4646,2910,Meena Naikar,26,2,0
4647,2910,Sneha Shetty,43,2,0
4648,2910,Ashok Bai,35,1,0
4649,2911,Deepak Joshi,17,1,0
4650,2912,Lakshman Bai,36,1,0
4651,2913,Bharath Angadi,50,1,0
4652,2914,Darshan Naikar,20,1,0
4653,2915,Anitha Shetty,28,2,0
4654,2915,Chetan Lamani,47,1,0
4655,2916,Ashok Hiremath,43,1,0
4656,2917,Bharathi Murthy,21,2,0
4657,2918,Jagadish Rao,47,1,0
4658,2919,Renuka Bagewadi,27,2,0
4659,2919,Roopa Kambli,42,2,0
4660,2920,Gopal Lamani,28,1,0
4661,2921,Siddaraju Shetty,28,1,0
4662,2921,Mahesh Gupta,34,1,0
4663,2921,Madhu Savanur,37,1,0
4664,2922,Savitha Hosamani,30,2,0
4665,2923,Manoj Hiremath,24,1,0
4666,2923,Mohan Naik,15,1,0
4667,2924,Divya Patil,38,2,0
4668,2925,Kiran Angadi,15,1,0
4669,2926,Bharath Bai,57,1,0
4670,2926,Shobha Nayak,35,2,1
4671,2927,Vinay Patil,28,1,0
4672,2927,Mahesh Savanur,29,1,0
4673,2928,Padma Hosamani,15,2,0
4674,2929,Rekha Naikar,37,2,0
4675,2929,Siddaraju Bai,45,1,0
4676,2929,Girish Gupta,15,1,0
4677,2930,Venkatesh Hosamani,38,1,0
4678,2931,Shankar Desai,35,1,0
4679,2932,Rekha Lamani,43,2,0
4680,2933,Shivanand Kambli,16,1,0
4681,2934,Lakshman Bai,36,1,0
4682,2935,Ganesh Kulkarni,19,1,0
4683,2936,Saraswathi Naikar,35,2,0
4684,2937,Vidya Savanur,19,2,0
4685,2937,Srinivas Desai,19,1,0
4686,2938,Latha Hiremath,27,2,0
4687,2939,Saraswathi Naikar,35,2,0
4688,2939,Meena Prasad,34,2,0
4689,2940,Priya Kulkarni,48,2,0
4690,2941,Srinivas Reddy,36,1,0
4691,2942,Ashok Savanur,31,1,0
4692,2942,Shilpa Bai,20,2,0
4693,2942,Ashok Shetty,22,1,0
4694,2943,Sagar Gupta,35,1,0
4695,2944,Prakash Joshi,50,1,0
4696,2945,Nagesh Hegde,37,1,0
4697,2945,Darshan Poojary,22,1,0
4698,2946,Deepa Angadi,28,2,0
4699,2947,Padma Desai,41,2,0
4700,2947,Gopal Murthy,37,1,0
4701,2948,Latha Bangera,47,2,0
4702,2949,Shankar Reddy,28,1,0
4703,2950,Pushpa Kambli,39,2,0
4704,2951,Renuka Gupta,26,2,0
4705,2952,Manoj Bagewadi,28,1,1
4706,2952,Pushpa Meti,45,2,0
4707,2952,Sagar Siddi,27,1,0
4708,2953,Venkatesh Prasad,50,1,0
4709,2954,Chetan Gupta,27,1,0
4710,2955,Priya Bangera,45,2,0
4711,2956,Anand Gowda,18,1,0
4712,2957,Ashok Naikar,26,1,0
4713,2957,Kamala Bhat,21,2,0
4714,2957,Anand Murthy,37,1,0
4715,2958,Geetha Siddi,36,2,0
4716,2958,Santosh Siddi,30,3,0
4717,2958,Sunitha Murthy,42,2,0
4718,2959,Gopal Acharya,23,1,0
4719,2960,Prasad Bai,29,1,0
4720,2960,Ganesh Shetty,44,1,0
4721,2961,Krishna Bagewadi,24,1,0
4722,2962,Mahesh Gowda,36,1,0
4723,2963,Bharathi Siddi,15,2,0
4724,2964,Chandrika Desai,16,2,0
4725,2964,Kavitha Raju,19,2,0
4726,2965,Siddaraju Hegde,53,1,0
4727,2966,Lakshmi Hosamani,15,2,0
4728,2966,Shankar Kattimani,40,1,0
4729,2967,Hanumanthappa Bagewadi,24,1,0
4730,2968,Hanumanthappa Prasad,25,1,0
4731,2968,Naveen Hegde,33,1,0
4732,2969,Padma Angadi,33,2,0
4733,2969,Indira Gupta,31,2,0
4734,2970,Krishna Rao,27,1,0
4735,2971,Prakash Prasad,29,1,0
4736,2971,Latha Gupta,32,2,0
4737,2971,Nagesh Bhat,28,1,0
4738,2972,Saraswathi Raju,27,2,0
4739,2973,Shilpa Kulkarni,36,2,0
4740,2973,Vishwanath Naikar,39,1,1
4741,2974,Sagar Meti,18,1,0
4742,2974,Shobha Hosamani,15,2,0
4743,2975,Kiran Rao,41,1,0
4744,2976,Santosh Meti,49,1,0
4745,2977,Renuka Gupta,26,2,0
4746,2977,Yogesh Joshi,29,1,0
4747,2978,Divya Yadav,30,2,0
4748,2979,Umesh Meti,29,1,0
4749,2980,Srinivas Shankar,56,1,0
4750,2981,Chetan Angadi,32,1,0
4751,2982,Priya Shankar,48,2,0
4752,2982,Latha Gowda,31,2,0
4753,2982,Nandini Savanur,46,2,0
4754,2983,Krishna Acharya,35,1,0
4755,2984,Roopa Nayak,37,2,0
4756,2984,Sachin Bangera,43,1,0
4757,2984,Mahesh Kambli,17,1,0
4758,2985,Chandrika Poojary,49,2,0
4759,2985,Jagadish Kumar,27,1,0
4760,2985,Arun Shankar,33,1,0
4761,2986,Srinivas Shankar,56,1,0
4762,2987,Anitha Shetty,28,2,0
4763,2988,Kamala Swamy,15,2,0
4764,2988,Surya Swamy,28,1,0
4765,2988,Surya Patil,70,1,0
4766,2989,Santosh Acharya,32,1,0
4767,2989,Ambika Kattimani,22,2,0
4768,2990,Hanumanthappa Naik,15,1,0
4769,2990,Shankar Reddy,30,1,0
4770,2991,Ashok Raju,47,1,0
4771,2992,Manjunath Bhat,24,1,0
4772,2993,Sachin Kambli,25,1,0
4773,2993,Latha Naik,15,2,0
4774,2994,Kumaraswamy Kulkarni,15,1,0
4775,2995,Arun Kulkarni,15,1,0
4776,2996,Mohan Ganiger,18,1,0
4777,2996,Prasad Raju,22,1,0
4778,2997,Rajesh Naikar,34,1,0
4779,2997,Mahesh Bangera,32,1,0
4780,2998,Nandish Salian,37,1,0
4781,2999,Nandish Gupta,32,1,0
4782,3000,Basavaraj Hosamani,26,1,0
4783,3001,Surya Swamy,29,1,0
4784,3002,Radha Murthy,15,2,0
4785,3002,Rajesh Kumar,22,1,0
4786,3002,Jagadish Yadav,37,1,0
4787,3003,Vishwanath Swamy,30,1,0
4788,3003,Deepa Hegde,54,2,0
4789,3003,Surya Rao,20,1,0
4790,3004,Krishna Naik,21,1,0
4791,3005,Chandrika Devi,15,2,0
4792,3006,Basavaraj Ganiger,31,1,0
4793,3006,Girish Bagewadi,43,1,0
4794,3007,Lakshmi Meti,33,2,0
4795,3008,Kumaraswamy Hiremath,44,1,0
4796,3008,Asha Kumar,17,2,0
4797,3009,Radha Kattimani,35,2,0
4798,3009,Sachin Bai,57,1,0
4799,3010,Nagesh Bai,19,1,0
4800,3010,Sagar Ganiger,25,1,0
4801,3011,Latha Hiremath,46,2,0
4802,3012,Rekha Siddi,33,2,0
4803,3013,Bharathi Siddi,41,2,0
4804,3014,Chandrika Shankar,41,2,0
4805,3014,Kumaraswamy Salian,26,1,0
4806,3015,Vishwanath Rao,47,1,0
4807,3015,Kiran Raju,50,1,0
4808,3016,Deepak Bangera,49,1,0
4809,3016,Chetan Ganiger,28,1,0
4810,3017,Kumaraswamy Swamy,27,1,0
4811,3017,Kamala Ganiger,39,2,0
4812,3018,Sagar Reddy,21,1,0
4813,3018,Divya Hegde,34,2,0
4814,3019,Manjunath Ganiger,33,1,0
4815,3020,Hanumanthappa Savanur,26,1,0
4816,3021,Renuka Rao,31,2,0
4817,3021,Manjunath Bagewadi,25,1,0
4818,3022,Krishna Rao,39,1,0
4819,3023,Gopal Angadi,19,1,0
4820,3023,Chandrika Ganiger,15,2,0
4821,3024,Latha Kumar,31,2,0
4822,3024,Rajesh Kulkarni,34,1,0
4823,3025,Pavan Nayak,26,1,0
4824,3025,Srinivas Reddy,36,1,0
4825,3025,Jyothi Gowda,23,2,0
4826,3026,Pooja Shetty,44,2,0
4827,3027,Nagesh Bhat,28,1,0
4828,3028,Rekha Patil,28,2,0
4829,3029,Prakash Ganiger,23,1,0
4830,3030,Suma Gowda,35,2,0
4831,3031,Ashok Patil,31,1,0
4832,3032,Shivanand Bangera,39,3,0
4833,3032,Siddaraju Kumari,15,1,0
4834,3032,Roopa Lamani,30,2,0
4835,3033,Sagar Murthy,34,1,0
4836,3033,Nagaraj Angadi,48,1,0
4837,3034,Lakshman Kumari,46,1,0
4838,3034,Indira Kambli,17,2,0
4839,3035,Yogesh Desai,35,1,0
4840,3036,Harish Kumari,30,1,0
4841,3037,Shivakumar Kumari,21,1,0
4842,3037,Manoj Shankar,21,1,0
4843,3038,Deepa Kattimani,33,2,0
4844,3039,Lakshman Angadi,38,1,0
4845,3040,Vasantha Naik,55,2,0
4846,3041,Rajeshwari Siddi,36,3,0
4847,3042,Gopal Gowda,58,1,0
4848,3042,Savitha Naik,24,2,0
4849,3042,Harish Devi,15,1,0
4850,3043,Padma Hiremath,43,2,0
4851,3043,Hanumanthappa Devi,21,1,0
4852,3044,Yogesh Rao,47,1,0
4853,3044,Madhu Acharya,32,1,0
4854,3045,Basavaraj Swamy,34,1,0
4855,3046,Rashmi Salian,30,2,1
4856,3046,Prakash Kulkarni,32,1,0
4857,3047,Chandrashekar Naikar,34,1,0
4858,3048,Srinivas Murthy,47,1,0
4859,3049,Priya Hiremath,50,2,0
4860,3049,Pooja Hosamani,43,2,0
4861,3050,Siddaraju Hosamani,25,1,0
4862,3051,Manjunath Hosamani,48,1,0
4863,3052,Harish Hiremath,45,1,0
4864,3052,Vasantha Reddy,41,2,0
4865,3052,Vishwanath Poojary,39,1,0
4866,3053,Rajeshwari Kambli,33,2,0
4867,3054,Latha Kumar,41,2,0
4868,3055,Nandish Hiremath,27,1,0
4869,3055,Renuka Savanur,45,2,0
4870,3055,Nagesh Shetty,30,1,0
4871,3056,Vidya Bagewadi,42,2,0
4872,3057,Yashodha Poojary,34,2,0
4873,3057,Pushpa Yadav,15,2,0
4874,3057,Shivakumar Hegde,33,1,0
4875,3058,Ashok Reddy,15,1,0
4876,3059,Anand Desai,27,1,0
4877,3060,Shivanand Reddy,33,1,0
4878,3060,Manjunath Bagewadi,31,1,0
4879,3061,Chandrashekar Kumari,19,1,0
4880,3062,Shobha Kumar,62,2,0
4881,3062,Girish Lamani,55,1,0
4882,3063,Yogesh Rao,47,1,0
4883,3063,Umesh Joshi,15,1,0
4884,3064,Mahesh Patil,47,1,0
4885,3065,Girish Ganiger,15,1,0
4886,3065,Sagar Naik,20,1,0
4887,3066,Rajeshwari Shetty,26,2,0
4888,3067,Harish Naik,26,1,1
4889,3068,Gopal Angadi,39,1,0
4890,3069,Latha Nayak,15,2,0
4891,3069,Anand Kattimani,31,1,0
4892,3069,Kamala Raju,42,2,0
4893,3070,Ashok Reddy,34,1,0
4894,3070,Chandrika Naikar,43,2,0
4895,3071,Harish Naik,26,1,0
4896,3072,Manjunath Shankar,28,1,0
4897,3072,Anil Gowda,29,1,0
4898,3073,Chandrika Joshi,29,2,0
4899,3073,Siddaraju Bhat,32,1,0
4900,3073,Gopal Shetty,42,1,0
4901,3074,Krishna Devi,32,1,0
4902,3074,Priya Hiremath,45,2,0
4903,3075,Lakshman Ganiger,39,1,0
4904,3076,Sharada Gupta,40,2,0
4905,3077,Lakshmi Bangera,25,2,0
4906,3078,Girish Kumar,37,1,0
4907,3079,Chandrika Yadav,15,2,0
4908,3080,Vasantha Gowda,31,2,0
4909,3081,Shilpa Raju,25,2,0
4910,3081,Saraswathi Kulkarni,22,2,0
4911,3081,Nandini Shetty,15,2,0
4912,3082,Divya Swamy,44,2,1
4913,3082,Renuka Kulkarni,36,2,0
4914,3083,Saraswathi Hosamani,46,2,0
4915,3083,Bharathi Rao,26,2,0
4916,3084,Siddaraju Bangera,36,1,0
4917,3085,Rekha Shetty,41,2,0
4918,3085,Mohan Joshi,33,1,0
4919,3086,Latha Yadav,42,2,0
4920,3086,Renuka Gupta,26,2,0
4921,3086,Rajeshwari Nayak,33,2,0
4922,3087,Nagaraj Salian,18,1,0
4923,3087,Swathi Hegde,33,2,0
4924,3088,Shilpa Raju,25,2,0
4925,3088,Shilpa Raju,20,2,0
4926,3089,Venkatesh Lamani,33,1,0
4927,3090,Ganesh Shankar,32,1,0
4928,3090,Vasantha Siddi,39,2,0
4929,3090,Siddaraju Desai,21,1,0
4930,3091,Priya Meti,22,2,0
4931,3092,Savitha Meti,28,2,0
4932,3093,Siddaraju Shankar,54,1,0
4933,3094,Prakash Kumar,31,1,0
4934,3094,Vishwanath Meti,15,1,0
4935,3094,Vasantha Nayak,38,2,0
4936,3095,Harish Bagewadi,15,1,0
4937,3095,Vinay Kumari,33,1,0
4938,3096,Harish Joshi,41,1,0
4939,3097,Arun Angadi,52,1,0
4940,3098,Anitha Meti,34,2,0
4941,3098,Shivakumar Kattimani,32,1,0
4942,3098,Parvathi Bangera,31,2,0
4943,3099,Sneha Ganiger,21,2,0
4944,3100,Mahesh Joshi,26,1,0
4945,3101,Shankar Shankar,28,1,0
4946,3101,Yashodha Murthy,32,2,0
4947,3102,Kiran Devi,43,1,0
4948,3102,Nandini Naik,22,2,0
4949,3102,Ashok Bai,29,1,0
4950,3103,Shilpa Shankar,21,2,0
4951,3104,Harish Joshi,16,1,0
4952,3104,Bharath Hosamani,19,1,0
4953,3105,Chetan Lamani,42,1,0
4954,3105,Prasad Hegde,29,1,0
4955,3106,Suma Ganiger,34,2,0
4956,3107,Geetha Raju,35,2,0
4957,3108,Vasantha Rao,34,2,0
4958,3109,Bharath Reddy,36,1,0
4959,3110,Ambika Swamy,38,2,0
4960,3111,Chetan Reddy,35,1,1
4961,3112,Suresh Murthy,24,1,0
4962,3113,Vishwanath Naik,15,1,0
4963,3113,Anil Kattimani,21,1,0
4964,3113,Sachin Bhat,27,1,0
4965,3114,Shilpa Bai,15,2,0
4966,3114,Sagar Hegde,17,1,0
4967,3115,Krishna Savanur,29,1,0
4968,3116,Lakshmi Kulkarni,39,2,0
4969,3117,Lakshmi Bagewadi,40,2,0
4970,3117,Parvathi Devi,37,2,0
4971,3117,Parvathi Kumari,16,2,0
4972,3118,Nagesh Kambli,30,1,0
4973,3119,Chandrika Joshi,39,2,0
4974,3119,Deepa Patil,15,2,0
4975,3120,Radha Swamy,23,2,0
4976,3120,Surya Siddi,30,1,0
4977,3120,Venkatesh Gowda,53,1,0
4978,3121,Rajeshwari Kambli,33,2,0
4979,3122,Shivakumar Lamani,44,1,0
4980,3123,Venkatesh Desai,32,1,1
4981,3123,Umesh Angadi,38,1,0
4982,3124,Sachin Shetty,25,1,0
4983,3124,Ambika Yadav,22,2,0
4984,3125,Suma Bhat,31,2,0
4985,3125,Prakash Hegde,37,1,0
4986,3125,Shivanand Bai,29,1,0
4987,3126,Deepa Murthy,37,2,0
4988,3126,Mahesh Acharya,20,1,0
4989,3127,Yashodha Kattimani,56,2,0
4990,3127,Nagesh Rao,34,1,0
4991,3127,Saraswathi Bangera,61,2,0
4992,3128,Umesh Bai,47,1,0
4993,3129,Vasantha Kumar,35,2,0
4994,3129,Naveen Shankar,41,1,0
4995,3130,Gopal Salian,32,1,0
4996,3130,Pushpa Naikar,44,2,0
4997,3131,Latha Kulkarni,15,2,1
4998,3132,Manoj Kambli,30,3,0
4999,3132,Manjunath Joshi,33,1,0
5000,3133,Manjunath Shetty,15,1,1
5001,3134,Yashodha Angadi,20,2,0
5002,3134,Mahesh Raju,42,1,0
5003,3135,Roopa Prasad,61,3,0
5004,3136,Parvathi Poojary,44,2,0
5005,3136,Sachin Lamani,15,1,0
5006,3137,Shivanand Meti,32,1,0
5007,3137,Shilpa Bai,44,2,0
5008,3138,Bharath Prasad,25,1,0
5009,3138,Arun Reddy,26,1,0
5010,3138,Nagesh Savanur,23,1,0
5011,3139,Saraswathi Devi,15,2,0
5012,3140,Nandish Savanur,32,1,0
5013,3141,Chetan Hosamani,31,1,0
5014,3141,Rekha Joshi,45,2,0
5015,3142,Chetan Ganiger,28,1,0
5016,3143,Gopal Nayak,24,1,0
5017,3144,Sagar Yadav,29,1,0
5018,3144,Vinay Acharya,29,1,0
5019,3145,Prasad Swamy,51,1,0
5020,3146,Umesh Lamani,28,1,0
5021,3146,Anil Joshi,27,1,0
5022,3147,Hanumanthappa Patil,54,1,0
5023,3148,Swathi Devi,33,2,0
5024,3149,Mahesh Patil,43,1,0
5025,3149,Lakshmi Meti,27,2,0
5026,3149,Sneha Naik,15,2,0
5027,3150,Surya Prasad,38,1,0
5028,3151,Jagadish Reddy,36,1,0
5029,3152,Mohan Kattimani,34,1,0
5030,3153,Indira Gowda,19,2,0
5031,3154,Kumaraswamy Gowda,60,1,0
5032,3154,Gopal Siddi,19,1,0
5033,3155,Rajesh Acharya,27,1,0
5034,3156,Nagesh Poojary,40,1,0
5035,3157,Manoj Kambli,30,3,0
5036,3158,Deepak Ganiger,43,1,0
5037,3159,Mahesh Desai,31,1,0
5038,3159,Yashodha Prasad,33,2,0
5039,3160,Venkatesh Lamani,50,1,0
5040,3161,Kavitha Kumar,44,2,0
5041,3161,Yashodha Kumar,39,2,0
5042,3162,Mahesh Angadi,52,1,0
5043,3163,Suma Patil,30,2,0
5044,3163,Basavaraj Hosamani,42,1,0
5045,3163,Sharada Swamy,45,2,0
5046,3164,Mangala Kumari,33,2,0
5047,3165,Rashmi Prasad,52,2,0
5048,3166,Yogesh Bai,50,1,0
5049,3166,Suma Raju,29,2,0
5050,3167,Nandini Meti,32,2,0
5051,3167,Ramesh Yadav,33,1,0
5052,3168,Harish Devi,39,1,0
5053,3168,Santosh Kumari,20,1,0
5054,3168,Indira Hegde,40,2,0
5055,3169,Kamala Reddy,29,2,0
5056,3169,Sneha Gowda,31,2,0
5057,3170,Rashmi Bai,43,2,0
5058,3171,Savitha Hegde,43,2,0
5059,3172,Anitha Hegde,40,2,0
5060,3173,Vasantha Poojary,25,2,0
5061,3173,Rashmi Savanur,38,2,0
5062,3173,Anil Gupta,27,1,0
5063,3174,Ashok Savanur,15,1,0
5064,3174,Shobha Hiremath,29,2,0
5065,3175,Santosh Angadi,42,1,0
5066,3175,Hanumanthappa Shetty,26,1,0
5067,3176,Mangala Rao,32,2,0
5068,3176,Kavitha Acharya,31,2,0
5069,3177,Vishwanath Meti,32,1,0
5070,3177,Savitha Naikar,16,2,0
5071,3177,Krishna Poojary,41,1,0
5072,3178,Madhu Bangera,43,1,0
5073,3179,Arun Kulkarni,34,1,0
5074,3179,Rajesh Kumar,28,1,0
5075,3180,Deepak Savanur,56,1,0
5076,3180,Shivakumar Desai,26,1,0
5077,3181,Sagar Angadi,44,1,0
5078,3182,Radha Prasad,21,2,0
5079,3182,Madhu Kumar,21,1,0
5080,3182,Nandish Naikar,27,1,0
5081,3183,Renuka Kumar,42,2,0
5082,3184,Arun Shankar,40,1,0
5083,3185,Ashok Patil,31,1,0
5084,3185,Renuka Bangera,23,2,0
5085,3186,Radha Joshi,16,2,0
5086,3187,Kumaraswamy Naikar,38,1,0
5087,3187,Hanumanthappa Bangera,41,1,0
5088,3188,Shobha Nayak,29,2,1
5089,3188,Arun Bangera,26,1,0
5090,3189,Pavan Naikar,26,1,0
5091,3189,Naveen Siddi,45,1,0
5092,3190,Chetan Kattimani,29,1,0
5093,3190,Mohan Gupta,37,1,1
5094,3191,Srinivas Hiremath,24,1,1
5095,3191,Yogesh Bagewadi,25,1,0
5096,3192,Jyothi Yadav,19,2,0
5097,3193,Chetan Naikar,35,1,0
5098,3193,Santosh Bhat,19,1,0
5099,3194,Shobha Shetty,32,2,0
5100,3194,Bharath Shetty,29,1,0
5101,3195,Indira Salian,25,2,0
5102,3196,Ramesh Kumar,34,1,0
5103,3197,Parvathi Hegde,28,2,0
5104,3198,Pooja Bhat,17,2,0
5105,3199,Girish Bai,49,1,0
5106,3199,Kumaraswamy Acharya,48,1,0
5107,3200,Suma Prasad,49,2,0
5108,3201,Yogesh Angadi,24,1,0
5109,3202,Lakshman Angadi,19,1,0
5110,3203,Gopal Hegde,42,1,0
5111,3203,Kavitha Naikar,27,2,0
5112,3203,Parvathi Patil,43,2,0
5113,3204,Venkatesh Acharya,23,1,0
5114,3204,Jagadish Murthy,15,1,0
5115,3205,Rajeshwari Shetty,26,2,0
5116,3205,Jyothi Gupta,26,2,0
5117,3206,Parvathi Kumari,16,2,0
5118,3207,Ganesh Kumari,41,1,0
5119,3207,Geetha Angadi,15,2,0
5120,3208,Basavaraj Nayak,33,1,0
5121,3209,Anil Lamani,37,1,0
5122,3210,Lakshman Angadi,19,1,0
5123,3211,Ramesh Joshi,40,1,0
5124,3212,Sharada Bai,26,2,0
5125,3212,Sunitha Patil,15,2,0
5126,3213,Sneha Rao,63,2,0
5127,3214,Srinivas Bagewadi,51,1,0
5128,3215,Sagar Reddy,15,1,0
5129,3216,Jagadish Naik,33,1,1
5130,3217,Ambika Lamani,34,2,0
5131,3217,Bharath Shankar,23,1,0
5132,3218,Gopal Poojary,36,1,0
5133,3218,Harish Poojary,28,1,0
5134,3219,Krishna Meti,19,1,0
5135,3220,Arun Bai,30,1,0
5136,3221,Asha Prasad,23,2,0
5137,3222,Parvathi Bagewadi,51,2,0
5138,3222,Rashmi Nayak,40,2,0
5139,3223,Naveen Lamani,25,1,0
5140,3224,Suma Meti,43,2,0
5141,3225,Nandini Swamy,29,2,0
5142,3225,Vishwanath Devi,29,1,0
5143,3226,Madhu Acharya,32,1,0
5144,3227,Umesh Lamani,41,1,0
5145,3228,Srinivas Shankar,15,1,0
5146,3229,Yogesh Salian,43,1,0
5147,3229,Ambika Rao,20,2,0
5148,3229,Asha Naikar,42,2,0
5149,3230,Latha Kambli,41,2,0
5150,3231,Anand Bhat,27,1,0
5151,3232,Girish Bai,25,1,0
5152,3232,Mahesh Bangera,36,1,0
5153,3233,Santosh Ganiger,29,1,0
5154,3234,Vinay Bai,70,1,0
5155,3235,Lakshmi Bangera,47,2,0
5156,3236,Pavan Hosamani,18,1,0
5157,3236,Chetan Angadi,38,1,0
5158,3237,Indira Devi,23,2,0
5159,3237,Shilpa Desai,24,2,0
5160,3238,Nandish Lamani,43,1,0
5161,3239,Santosh Savanur,17,1,0
5162,3239,Vasantha Shetty,15,3,0
5163,3239,Naveen Kumar,21,1,0
5164,3240,Anitha Kattimani,15,2,0
5165,3241,Hanumanthappa Gowda,25,1,1
5166,3242,Vishwanath Murthy,27,1,0
5167,3243,Mahesh Raju,42,1,0
5168,3244,Siddaraju Prasad,40,1,0
5169,3245,Shilpa Kattimani,15,2,0
5170,3246,Naveen Bai,46,1,0
5171,3247,Latha Gowda,36,2,0
5172,3248,Chandrika Shetty,36,2,0
5173,3249,Girish Kumar,29,1,0
5174,3249,Surya Kulkarni,33,1,0
5175,3249,Kiran Kulkarni,26,1,0
5176,3250,Nandini Desai,17,2,0
5177,3251,Manoj Hiremath,21,1,0
5178,3252,Asha Raju,33,2,0
5179,3252,Manoj Devi,15,1,0
5180,3253,Venkatesh Angadi,31,1,0
5181,3253,Basavaraj Salian,34,1,0
5182,3254,Yogesh Bagewadi,25,1,0
5183,3255,Vasantha Rao,34,2,0
5184,3255,Anil Prasad,30,1,0
5185,3256,Kamala Kattimani,32,2,0
5186,3256,Arun Bhat,42,1,0
5187,3257,Rajesh Murthy,24,1,0
5188,3257,Madhu Meti,26,1,0
5189,3258,Darshan Devi,28,1,0
5190,3258,Vidya Bagewadi,43,2,0
5191,3259,Kamala Hegde,34,2,0
5192,3259,Harish Bai,21,1,0
5193,3260,Sneha Gowda,30,2,0
5194,3260,Indira Bai,44,2,0
5195,3261,Sachin Angadi,28,1,0
5196,3261,Anitha Hegde,30,2,0
5197,3262,Deepak Shankar,56,1,0
5198,3262,Jyothi Patil,20,2,0
5199,3263,Anil Murthy,57,1,0
5200,3264,Darshan Naik,34,1,0
5201,3265,Naveen Hosamani,47,1,0
5202,3265,Vasantha Kumari,42,2,0
5203,3266,Srinivas Lamani,24,1,0
5204,3267,Madhu Hosamani,28,1,0
5205,3268,Girish Salian,25,1,0
5206,3269,Nagesh Raju,30,1,0
5207,3269,Kamala Hosamani,27,2,0
5208,3269,Jagadish Devi,15,1,0
5209,3270,Lakshman Poojary,41,1,0
5210,3271,Mahesh Joshi,26,1,0
5211,3272,Shankar Yadav,28,1,0
5212,3272,Bharathi Reddy,43,2,0
5213,3273,Santosh Kambli,32,1,0
5214,3274,Nandini Gowda,35,2,0
5215,3274,Yashodha Shankar,53,2,0
5216,3275,Pushpa Kumar,31,2,0
5217,3275,Rajesh Swamy,23,1,0
5218,3276,Hanumanthappa Angadi,36,1,0
5219,3276,Arun Nayak,33,1,0
5220,3276,Sagar Murthy,26,1,0
5221,3277,Yogesh Kattimani,22,1,0
5222,3278,Sachin Kambli,25,1,1
5223,3278,Harish Poojary,28,1,0
5224,3279,Geetha Yadav,27,2,0
5225,3280,Shivanand Acharya,25,1,0
5226,3281,Saraswathi Poojary,15,2,0
5227,3281,Renuka Swamy,28,2,0
5228,3281,Divya Murthy,46,2,0
5229,3282,Pavan Poojary,15,1,0
5230,3283,Saraswathi Swamy,40,2,1
5231,3283,Hanumanthappa Shetty,36,3,0
5232,3284,Chetan Gupta,44,1,0
5233,3284,Jyothi Bangera,28,2,0
5234,3285,Shilpa Raju,37,2,0
