cdr_id,caller_name,receiver_name,call_date,call_duration_seconds,tower_district_id,linked_accused_id,linked_case_id
2770,Basavaraj Desai,Basavaraj Gowda,2023-08-09,245,13,788,328
2771,Anitha Kulkarni,Shivakumar Joshi,2024-07-20,72,23,,
2772,Ramesh Angadi,Shilpa Devi,2023-10-15,458,12,3240,1291
2773,Suresh Acharya,Pushpa Poojary,2023-08-24,299,18,3566,1422
2774,Santosh Angadi,Priya Kattimani,2023-03-15,522,23,7234,2877
2775,Mohan Lamani,Basavaraj Desai,2023-08-16,39,23,7352,2925
2776,Renuka Kumari,Ganesh Ganiger,2023-08-31,256,3,490,210
2777,Rajesh Lamani,Darshan Bhat,2023-12-14,353,6,5908,2356
2778,Padma Hosamani,Basavaraj Swamy,2023-07-12,392,20,14531,6439
2779,Ganesh Murthy,Anand Savanur,2023-12-06,301,24,4907,1950
2780,Anand Bagewadi,Jagadish Naik,2023-10-17,229,25,,
2781,Girish Raju,Latha Gupta,2023-06-17,381,3,3770,1501
2782,Meena Murthy,Shivanand Gowda,2024-08-21,348,1,7220,2872
2783,Santosh Gowda,Krishna Yadav,2024-08-30,401,13,792,329
2784,Asha Hosamani,Siddaraju Joshi,2023-06-26,83,29,,
2785,Renuka Swamy,Chandrika Bhat,2023-07-01,465,23,7301,2903
2786,Darshan Poojary,Asha Bagewadi,2024-07-03,420,16,,
2787,Sunitha Poojary,Vinay Angadi,2023-03-15,100,11,,
2788,Manjunath Angadi,Latha Poojary,2024-11-21,453,22,,
2789,Sunitha Patil,Krishna Bagewadi,2023-09-02,151,17,6953,2765
2790,Basavaraj Gowda,Nandini Gowda,2023-02-14,413,2,336,147
2791,Indira Rao,Shobha Murthy,2024-07-13,167,28,4980,1979
2792,Chandrashekar Salian,Kavitha Nayak,2024-12-11,110,21,632,265
2793,Vasantha Bagewadi,Umesh Kulkarni,2024-05-17,53,7,2566,1031
2794,Yogesh Desai,Meena Joshi,2024-06-24,440,10,,
2795,Shivakumar Hegde,Ramesh Salian,2023-01-13,90,7,,
2796,Ashok Hiremath,Nagesh Kumari,2024-07-04,34,4,2188,877
2797,Anil Nayak,Mahesh Desai,2023-11-02,588,9,,
2798,Rashmi Savanur,Kiran Siddi,2023-02-17,429,20,,
2799,Deepak Hegde,Deepa Reddy,2024-04-13,157,13,3990,1594
2800,Deepa Kattimani,Deepa Kattimani,2024-01-31,566,1,4506,1798
2801,Pavan Siddi,Jyothi Nayak,2023-04-05,541,3,,
2802,Sachin Nayak,Bharath Bangera,2024-08-14,265,22,,
2803,Bharath Kattimani,Ravi Rao,2024-03-10,506,1,136,55
2804,Prasad Poojary,Lakshman Ganiger,2024-10-08,412,8,9051,3733
2805,Pooja Meti,Deepak Kattimani,2023-12-20,79,12,,
2806,Prasad Kumar,Ashok Poojary,2023-08-22,375,3,406,177
2807,Arun Raju,Indira Lamani,2023-04-09,435,28,,
2808,Girish Lamani,Darshan Poojary,2024-02-24,268,7,,
2809,Rashmi Poojary,Surya Patil,2023-10-07,560,17,,
2810,Shankar Hosamani,Ambika Kattimani,2023-01-28,162,19,6388,2541
2811,Kumaraswamy Raju,Deepa Patil,2023-07-17,75,20,,
2812,Basavaraj Bangera,Kiran Naik,2024-04-07,112,7,,
2813,Lakshmi Angadi,Harish Naik,2023-09-17,81,29,,
2814,Manjunath Bagewadi,Srinivas Kulkarni,2024-05-19,598,1,176,74
2815,Yashodha Ganiger,Srinivas Siddi,2023-03-27,258,29,1466,585
2816,Vasantha Desai,Sunitha Salian,2023-07-29,64,7,18090,8213
2817,Girish Kumar,Santosh Desai,2023-09-11,304,17,7038,2800
2818,Shivakumar Hiremath,Chetan Poojary,2023-08-09,193,29,,
2819,Shobha Kulkarni,Saraswathi Poojary,2023-10-11,553,30,2289,916
2820,Gopal Gowda,Manjunath Yadav,2023-06-06,533,16,6833,2716
2821,Venkatesh Bagewadi,Kumaraswamy Salian,2024-04-04,159,8,,
2822,Bharath Kattimani,Prasad Rao,2024-05-26,533,1,49,22
2823,Jagadish Acharya,Hanumanthappa Bangera,2023-09-13,250,13,,
2824,Vishwanath Meti,Vasantha Hegde,2023-09-03,202,3,,
2825,Bharathi Bangera,Venkatesh Nayak,2024-04-06,73,14,,
2826,Roopa Hegde,Prasad Kambli,2023-04-29,486,12,3198,1275
2827,Anil Hiremath,Roopa Rao,2024-06-28,543,13,,
2828,Venkatesh Poojary,Ganesh Murthy,2024-06-09,159,18,3401,1357
2829,Prakash Hiremath,Ashok Bai,2023-12-28,413,21,,
2830,Lakshmi Bagewadi,Lakshman Kumari,2024-04-18,597,8,,
2831,Kumaraswamy Hegde,Pavan Naikar,2023-07-13,79,14,3921,1563
2832,Mahesh Desai,Shankar Hosamani,2023-12-05,526,6,5089,2027
2833,Harish Kumari,Kumaraswamy Hegde,2024-06-03,389,2,5618,2237
2834,Jagadish Gupta,Ashok Hiremath,2024-09-21,367,10,,
2835,Manjunath Savanur,Nandini Joshi,2024-11-17,287,25,,
2836,Hanumanthappa Bai,Srinivas Kulkarni,2024-11-09,443,17,7083,2816
2837,Chetan Kumari,Siddaraju Reddy,2024-07-21,37,27,2626,1054
2838,Krishna Yadav,Gopal Gowda,2024-10-02,407,17,7162,2848
2839,Mangala Lamani,Manjunath Yadav,2023-06-21,63,27,2881,1154
2840,Pushpa Naikar,Prasad Rao,2023-09-23,466,14,4091,1638
2841,Nandini Gowda,Sunitha Savanur,2024-07-12,251,30,,
2842,Priya Kulkarni,Kamala Shankar,2023-01-02,433,23,,
2843,Priya Poojary,Kumaraswamy Siddi,2024-03-18,32,26,,
2844,Shivanand Bangera,Santosh Gowda,2023-06-10,578,23,,
2845,Mahesh Gupta,Anitha Kattimani,2023-05-15,204,17,,
2846,Prasad Salian,Shivanand Gowda,2023-01-24,443,20,6376,2536
2847,Sneha Reddy,Hanumanthappa Nayak,2023-02-20,467,17,,
2848,Pooja Shetty,Jyothi Meti,2024-05-27,537,29,,
2849,Swathi Bangera,Jagadish Naikar,2023-05-16,493,27,,
2850,Prakash Kattimani,Chandrashekar Murthy,2023-02-09,446,10,,
2851,Prasad Salian,Mohan Lamani,2024-07-20,322,20,6045,2408
2852,Saraswathi Patil,Bharath Shankar,2023-09-02,344,23,7322,2912
2853,Sneha Joshi,Vidya Shankar,2024-01-31,397,6,6015,2398
2854,Prasad Salian,Chetan Gupta,2024-06-21,454,20,6066,2416
2855,Roopa Hosamani,Kavitha Salian,2023-05-19,138,20,,
2856,Bharathi Rao,Yashodha Kumar,2023-06-16,417,20,,
2857,Sharada Hosamani,Pooja Kulkarni,2024-12-29,467,29,6723,2667
2858,Surya Hosamani,Nagesh Ganiger,2024-05-24,468,25,5369,2134
2859,Yashodha Reddy,Yogesh Acharya,2023-04-14,229,25,,
2860,Arun Raju,Mohan Lamani,2024-03-22,402,28,4930,1957
2861,Radha Ganiger,Venkatesh Salian,2024-01-19,340,29,,
2862,Shankar Hosamani,Shankar Hosamani,2024-12-03,351,25,5436,2164
2863,Shivakumar Hegde,Gopal Gowda,2024-10-11,384,21,6447,2563
2864,Arun Prasad,Jyothi Desai,2024-05-23,265,5,16644,7473
2865,Bharath Hegde,Mahesh Bhat,2023-05-12,41,3,6441,2560
2866,Lakshman Meti,Rajesh Kattimani,2024-07-29,274,26,2853,1145
2867,Shivakumar Hegde,Suma Meti,2024-02-27,167,3,6794,2698
2868,Umesh Acharya,Shivanand Nayak,2023-09-13,51,2,,
2869,Yogesh Bagewadi,Vidya Bagewadi,2023-07-18,394,1,,
2870,Prasad Kumar,Mahesh Poojary,2024-02-06,83,3,702,293
2871,Siddaraju Prasad,Naveen Raju,2023-09-01,580,13,3805,1516
2872,Meena Murthy,Pooja Shetty,2024-04-12,93,23,7480,2975
2873,Suresh Ganiger,Shankar Hosamani,2024-12-11,298,6,5898,2352
2874,Siddaraju Prasad,Yogesh Bhat,2024-04-29,397,13,4074,1632
2875,Pavan Naikar,Nandini Gowda,2024-08-31,376,18,3502,1398
2876,Divya Reddy,Mahesh Ganiger,2024-06-02,91,2,5393,2145
2877,Indira Bagewadi,Hanumanthappa Savanur,2024-12-09,466,21,555,235
2878,Pavan Rao,Priya Swamy,2024-12-06,330,13,1057,427
2879,Prakash Kulkarni,Suma Gowda,2024-05-14,521,13,1110,444
2880,Vidya Raju,Suresh Angadi,2023-04-01,504,3,6736,2674
2881,Shivakumar Kumar,Ashok Hiremath,2023-06-24,565,2,1885,752
2882,Rajeshwari Raju,Swathi Gowda,2024-12-13,270,22,6730,2671
2883,Ambika Kulkarni,Mahesh Gowda,2023-03-29,331,29,1150,461
2884,Shivanand Gowda,Shilpa Kattimani,2024-08-01,493,14,3829,1525
2885,Pavan Naik,Sunitha Hegde,2024-02-19,148,19,,
2886,Chandrika Bhat,Mahesh Gupta,2023-08-08,543,21,6561,2606
2887,Renuka Bangera,Ganesh Murthy,2024-04-08,529,25,4768,1896
2888,Latha Murthy,Siddaraju Kumari,2024-06-08,127,8,,
2889,Pavan Acharya,Pushpa Yadav,2024-06-14,457,18,5859,2337
2890,Madhu Reddy,Srinivas Kumar,2023-03-25,170,10,,
2891,Naveen Raju,Ravi Rao,2024-03-25,242,5,852,352
2892,Gopal Angadi,Indira Poojary,2023-01-21,260,28,,
2893,Prasad Salian,Arun Shetty,2024-01-11,190,20,6184,2460
2894,Prasad Bagewadi,Deepak Hegde,2024-06-25,534,28,5020,1995
2895,Manjunath Bagewadi,Ramesh Kumar,2024-02-09,252,2,218,94
2896,Asha Kumari,Lakshman Savanur,2024-08-03,578,13,,
2897,Shobha Murthy,Shivanand Hosamani,2023-03-21,213,25,5621,2238
2898,Deepa Kambli,Mangala Raju,2023-01-27,511,6,1427,572
2899,Suresh Nayak,Vasantha Kulkarni,2023-07-07,152,1,9630,4019
2900,Ganesh Ganiger,Radha Prasad,2023-09-27,547,25,4675,1863
2901,Surya Raju,Siddaraju Shetty,2023-01-05,300,12,,
2902,Latha Gupta,Basavaraj Swamy,2023-03-10,180,24,4455,1782
2903,Harish Kumari,Chetan Gupta,2023-05-15,307,25,5311,2113
2904,Chandrashekar Salian,Santosh Desai,2023-04-19,102,3,687,286
2905,Vinay Shetty,Priya Kumari,2023-04-25,146,6,,
2906,Naveen Raju,Bharath Swamy,2024-04-01,152,15,1073,433
2907,Sachin Shankar,Savitha Hiremath,2024-03-18,338,6,,
2908,Nandish Salian,Basavaraj Prasad,2024-12-12,166,6,5933,2365
2909,Santosh Gowda,Shivakumar Hegde,2023-03-27,206,5,762,315
2910,Bharathi Meti,Geetha Bai,2024-06-21,215,20,6068,2416
2911,Suresh Ganiger,Latha Hosamani,2024-09-08,449,29,5941,2369
2912,Deepa Kambli,Kiran Poojary,2023-07-08,418,25,,
2913,Ravi Savanur,Nandish Kattimani,2024-04-30,76,20,11363,4841
2914,Renuka Kumari,Ganesh Joshi,2024-02-19,390,2,,
2915,Chandrika Joshi,Prasad Salian,2023-08-13,564,11,3087,1234
2916,Prakash Savanur,Vishwanath Siddi,2024-05-28,292,1,17706,8021
2917,Renuka Swamy,Ambika Patil,2024-06-14,482,1,7283,2897
2918,Nagesh Ganiger,Ramesh Naik,2024-03-19,592,23,7180,2855
2919,Ravi Rao,Suma Ganiger,2023-02-15,135,2,337,147
2920,Chetan Kumari,Vasantha Kulkarni,2024-08-24,209,6,,
2921,Basavaraj Bhat,Jagadish Joshi,2023-05-09,490,26,,
2922,Divya Kumari,Girish Kumar,2023-10-04,388,23,7521,2990
2923,Nagaraj Lamani,Renuka Swamy,2024-01-10,531,29,5868,2340
2924,Priya Gupta,Saraswathi Kulkarni,2023-02-28,174,20,,
2925,Santosh Nayak,Shivakumar Bagewadi,2024-12-16,490,2,6980,2778
2926,Parvathi Hosamani,Sachin Prasad,2024-11-08,338,23,,
2927,Savitha Murthy,Manjunath Ganiger,2023-10-31,241,3,,
2928,Renuka Kumar,Naveen Raju,2023-08-07,390,7,1655,658
2929,Manoj Lamani,Rekha Raju,2023-08-13,314,22,1237,498
2930,Krishna Meti,Divya Reddy,2024-01-21,181,14,4096,1640
2931,Nagaraj Naik,Jyothi Desai,2024-01-12,250,3,638,267
2932,Kumaraswamy Hegde,Sachin Bhat,2024-04-13,141,14,4014,1606
2933,Rekha Naik,Meena Naikar,2023-01-16,585,19,6335,2521
2934,Priya Hiremath,Nandini Swamy,2024-12-15,464,29,5999,2392
2935,Savitha Kattimani,Shivanand Hosamani,2023-02-06,217,6,5173,2059
2936,Manjunath Shankar,Chandrika Joshi,2024-07-19,287,9,2251,901
2937,Ramesh Bagewadi,Pooja Murthy,2023-08-25,316,17,,
2938,Pooja Salian,Yashodha Kattimani,2024-02-15,184,19,,
2939,Shivanand Ganiger,Shivakumar Lamani,2023-09-25,34,23,,
2940,Srinivas Gowda,Girish Bai,2023-03-30,519,3,6486,2578
2941,Saraswathi Poojary,Priya Devi,2023-06-08,242,15,2252,902
2942,Chandrashekar Kattimani,Chandrika Angadi,2023-12-30,220,18,3442,1373
2943,Priya Shankar,Bharath Hegde,2023-10-12,480,24,,
2944,Jagadish Yadav,Shobha Murthy,2023-03-06,590,14,4115,1647
2945,Pavan Shetty,Sneha Joshi,2024-02-02,312,15,2384,954
2946,Nandish Kattimani,Mohan Lamani,2024-03-16,152,25,4703,1872
2947,Hanumanthappa Bai,Ramesh Angadi,2024-09-28,361,17,6820,2710
2948,Prasad Kambli,Suresh Ganiger,2024-05-20,485,2,291,127
2949,Hanumanthappa Nayak,Indira Kattimani,2024-03-04,315,14,19718,9023
2950,Asha Hosamani,Ganesh Hegde,2023-06-20,510,2,11818,5067
2951,Anil Raju,Sunitha Lamani,2023-08-18,526,11,,
2952,Harish Hiremath,Parvathi Bagewadi,2023-03-28,355,10,17947,8141
2953,Venkatesh Ganiger,Vidya Raju,2024-10-17,446,28,1404,564
2954,Ramesh Devi,Chandrika Joshi,2024-04-10,443,21,680,283
2955,Manjunath Bagewadi,Ganesh Kambli,2023-05-02,204,2,322,142
2956,Siddaraju Murthy,Gopal Shetty,2023-09-11,499,8,20150,9239
2957,Jyothi Joshi,Chetan Lamani,2023-12-16,179,28,5085,2023
2958,Santosh Desai,Girish Kumar,2024-01-31,594,25,4886,1942
2959,Rajeshwari Shetty,Bharathi Lamani,2023-01-23,296,30,,
2960,Srinivas Yadav,Renuka Kumari,2023-02-27,350,20,6291,2503
2961,Madhu Naikar,Prakash Rao,2024-04-09,400,12,,
2962,Manjunath Ganiger,Rashmi Hegde,2023-01-10,79,28,1486,592
2963,Basavaraj Desai,Nagesh Kambli,2024-06-28,457,13,836,347
2964,Bharathi Salian,Nagaraj Devi,2023-02-06,457,2,,
2965,Rajeshwari Kumar,Anil Shankar,2024-04-24,307,4,,
2966,Gopal Naik,Meena Naikar,2024-12-19,533,10,2920,1170
2967,Renuka Bangera,Shilpa Hiremath,2023-05-04,142,25,4829,1920
2968,Nandish Hiremath,Shivanand Angadi,2023-01-18,467,2,2195,880
2969,Deepa Poojary,Pushpa Meti,2024-07-16,515,30,17985,8159
2970,Shobha Murthy,Prasad Salian,2024-05-11,587,26,,
2971,Sachin Bai,Basavaraj Kambli,2023-09-19,422,21,,
2972,Jyothi Gupta,Bharathi Bagewadi,2023-07-23,503,24,,
2973,Latha Gowda,Mangala Swamy,2024-06-26,256,21,,
2974,Suresh Nayak,Radha Kumari,2024-06-05,235,3,592,249
2975,Jagadish Swamy,Savitha Meti,2024-02-14,45,28,,
2976,Rajesh Kulkarni,Manoj Bai,2024-02-08,600,12,3015,1205
2977,Manjunath Bagewadi,Gopal Savanur,2024-03-12,339,26,4403,1761
2978,Asha Kumari,Sagar Joshi,2023-04-04,541,27,8407,3419
2979,Nandini Swamy,Nandish Salian,2024-04-10,315,12,3033,1213
2980,Kumaraswamy Hegde,Manjunath Shankar,2024-04-13,298,13,3991,1594
2981,Shobha Murthy,Basavaraj Desai,2024-02-25,484,25,5409,2151
2982,Mangala Kambli,Surya Hiremath,2024-10-08,243,12,,
2983,Anand Kattimani,Bharathi Raju,2023-01-21,579,15,,
2984,Shilpa Kattimani,Venkatesh Ganiger,2024-12-28,170,1,86,36
2985,Mahesh Raju,Manoj Kambli,2023-05-21,471,18,,
2986,Yashodha Acharya,Mangala Desai,2024-07-05,37,25,,
2987,Kumaraswamy Angadi,Madhu Desai,2024-09-10,84,25,,
2988,Manjunath Bagewadi,Sachin Bhat,2024-03-27,420,1,26,12
2989,Naveen Raju,Suma Ganiger,2023-01-21,364,15,1113,445
2990,Gopal Desai,Suresh Meti,2023-04-14,328,12,,
2991,Sachin Shetty,Girish Bagewadi,2023-12-06,255,15,2369,949
2992,Yogesh Raju,Prasad Kumar,2023-02-27,107,4,1946,778
2993,Pushpa Salian,Padma Bagewadi,2024-12-12,561,11,3233,1289
2994,Jagadish Yadav,Naveen Raju,2023-06-05,483,13,3816,1521
2995,Nandish Salian,Ravi Rao,2024-12-11,225,6,5933,2365
2996,Madhu Kulkarni,Vidya Kumari,2023-03-11,123,15,2392,959
2997,Gopal Savanur,Rashmi Angadi,2024-01-19,356,18,,
2998,Harish Bagewadi,Shilpa Poojary,2024-07-18,390,2,,
2999,Saraswathi Poojary,Bharath Shankar,2023-06-08,499,15,2252,902
3000,Parvathi Bagewadi,Sunitha Savanur,2024-09-02,592,23,,
3001,Saraswathi Patil,Mahesh Ganiger,2024-09-03,385,1,7421,2950
3002,Ganesh Kattimani,Jyothi Desai,2023-03-01,344,24,5510,2193
3003,Vinay Nayak,Kiran Prasad,2023-04-30,81,22,,
3004,Vasantha Swamy,Suma Patil,2023-11-29,553,5,,
3005,Ramesh Acharya,Nagesh Kulkarni,2024-05-28,425,3,,
3006,Mangala Swamy,Anitha Patil,2024-06-05,531,13,960,393
3007,Yogesh Devi,Bharath Swamy,2024-03-11,236,1,277,119
3008,Nandini Gowda,Ramesh Naik,2024-02-06,116,1,4353,1742
3009,Renuka Bagewadi,Kiran Patil,2024-03-16,494,1,158,65
3010,Renuka Kumar,Chandrashekar Kattimani,2024-02-27,135,7,1562,620
3011,Shivanand Nayak,Ashok Raju,2024-02-21,145,8,,
3012,Yogesh Desai,Chetan Bangera,2024-06-18,374,6,,
3013,Parvathi Naikar,Venkatesh Bhat,2024-03-02,400,13,,
3014,Venkatesh Lamani,Nagaraj Gowda,2024-02-07,152,20,,
3015,Prasad Bagewadi,Nandini Gowda,2023-08-27,479,28,4947,1964
3016,Meena Gowda,Ganesh Ganiger,2024-05-06,282,24,4492,1793
3017,Ambika Kattimani,Vidya Kattimani,2023-05-28,369,27,5101,2031
3018,Surya Kulkarni,Ravi Gowda,2024-05-23,364,14,,
3019,Vidya Shankar,Basavaraj Prasad,2024-04-22,558,21,6498,2581
3020,Ramesh Siddi,Pavan Joshi,2024-01-17,296,23,,
3021,Pushpa Poojary,Radha Kumar,2023-03-06,371,18,3628,1447
3022,Radha Raju,Lakshman Shetty,2023-05-29,150,21,525,224
3023,Ganesh Kattimani,Radha Kumari,2023-12-19,412,24,5471,2178
3024,Yashodha Ganiger,Basavaraj Ganiger,2023-01-09,565,29,1136,455
3025,Geetha Bai,Yogesh Devi,2024-03-25,177,29,5861,2338
3026,Suma Hiremath,Jyothi Ganiger,2024-09-12,472,15,5989,2388
3027,Mahesh Gowda,Jagadish Yadav,2024-02-11,93,18,3417,1364
3028,Rajesh Devi,Nagesh Kumari,2023-11-09,196,28,5253,2091
3029,Vasantha Bai,Umesh Savanur,2024-04-15,540,23,7325,2913
3030,Lakshmi Hosamani,Vasantha Angadi,2023-12-10,486,15,,
3031,Mohan Hegde,Prasad Kumar,2023-10-22,212,9,,
3032,Jyothi Poojary,Swathi Murthy,2024-04-30,398,25,,
3033,Manjunath Kumar,Ganesh Angadi,2024-01-12,478,7,,
3034,Nandish Salian,Ashok Poojary,2024-10-22,274,29,5989,2388
3035,Anil Bhat,Ambika Patil,2023-12-28,517,24,4896,1946
3036,Sachin Naik,Anand Naikar,2024-07-13,41,24,,
3037,Chandrashekar Bangera,Rajesh Kambli,2024-05-30,282,16,,
3038,Suma Patil,Mangala Raju,2024-09-20,280,25,20198,9263
3039,Chetan Prasad,Jyothi Murthy,2023-10-18,566,6,,
3040,Geetha Nayak,Saraswathi Patil,2024-03-16,90,3,448,193
3041,Nandini Bangera,Shivakumar Hegde,2024-10-16,579,21,,
3042,Hanumanthappa Savanur,Chetan Gupta,2024-02-25,75,25,5407,2151
3043,Divya Siddi,Umesh Bangera,2023-08-09,257,13,18216,8277
3044,Ramesh Raju,Prakash Kulkarni,2024-01-05,288,12,,
3045,Ashok Patil,Santosh Angadi,2023-03-27,390,19,6170,2455
3046,Bharath Kumar,Harish Kumari,2023-08-12,177,15,,
3047,Rajesh Kulkarni,Anitha Kulkarni,2024-09-12,41,12,3086,1233
3048,Gopal Rao,Pavan Bhat,2024-04-27,393,23,9876,4137
3049,Arun Yadav,Saraswathi Hosamani,2023-05-11,386,30,2296,920
3050,Srinivas Gowda,Suresh Nayak,2024-09-01,378,3,6781,2692
3051,Chandrika Hiremath,Sneha Gupta,2023-04-22,335,1,,
3052,Ashok Shetty,Madhu Kulkarni,2023-12-23,112,8,3531,1408
3053,Renuka Bagewadi,Nagesh Kambli,2024-01-20,333,19,6374,2535
3054,Ramesh Naikar,Deepa Kambli,2024-01-19,308,6,6213,2472
3055,Prasad Kumar,Chandrashekar Bagewadi,2024-02-08,43,3,532,226
3056,Nagesh Kumari,Manjunath Shankar,2023-02-04,445,2,2200,881
3057,Chandrika Shankar,Krishna Lamani,2024-12-04,88,1,7174,2852
3058,Jyothi Kambli,Kumaraswamy Meti,2024-02-27,371,17,,
3059,Ashok Hosamani,Meena Joshi,2024-08-24,442,13,,
3060,Anil Rao,Chandrika Gupta,2024-12-27,453,13,4032,1614
3061,Hanumanthappa Naikar,Santosh Poojary,2023-11-25,136,3,,
3062,Harish Gupta,Yashodha Gowda,2024-12-17,480,6,,
3063,Suresh Acharya,Latha Kumar,2023-10-22,314,8,3743,1490
3064,Ashok Nayak,Prakash Hiremath,2024-10-19,444,24,,
3065,Pushpa Naikar,Divya Reddy,2024-02-26,162,13,4055,1624
3066,Geetha Swamy,Rashmi Ganiger,2024-05-03,219,12,,
3067,Indira Rao,Prasad Salian,2023-12-27,422,6,5223,2078
3068,Rajesh Hegde,Renuka Savanur,2023-12-07,371,11,,
3069,Jyothi Bangera,Kavitha Acharya,2024-06-27,122,3,,
3070,Shobha Meti,Kumaraswamy Hosamani,2024-09-06,318,1,,
3071,Manjunath Desai,Shivanand Savanur,2024-12-22,549,18,20042,9189
3072,Geetha Bai,Girish Kumar,2023-02-17,351,6,5843,2331
3073,Venkatesh Hosamani,Deepak Kumari,2023-06-05,511,10,,
3074,Yashodha Naik,Vidya Raju,2024-03-15,377,29,1340,538
3075,Prasad Devi,Siddaraju Prasad,2023-07-24,483,25,,
3076,Lakshman Prasad,Pavan Bagewadi,2024-10-13,54,9,,
3077,Siddaraju Poojary,Pooja Shetty,2023-12-20,435,15,8490,3456
3078,Hanumanthappa Gupta,Ravi Desai,2024-12-28,471,3,,
3079,Kamala Raju,Lakshmi Angadi,2023-06-30,36,12,14235,6278
3080,Kamala Bai,Basavaraj Meti,2024-06-09,179,14,10100,4247
3081,Mangala Swamy,Chandrika Bhat,2023-08-08,91,13,865,356
3082,Suresh Nayak,Jyothi Joshi,2024-07-22,107,3,565,240
3083,Darshan Bhat,Indira Rao,2024-01-23,55,24,4517,1803
3084,Nandini Swamy,Pushpa Poojary,2024-03-19,379,11,3295,1318
3085,Swathi Bhat,Mohan Lamani,2024-06-13,80,17,7132,2837
3086,Manjunath Yadav,Basavaraj Prasad,2023-10-24,501,30,2261,905
3087,Indira Kattimani,Shilpa Shankar,2023-05-01,248,29,,
3088,Krishna Poojary,Rekha Rao,2024-01-19,230,29,,
3089,Latha Kumari,Shivanand Kumar,2023-03-30,554,19,6357,2529
3090,Bharath Hegde,Meena Naikar,2023-05-12,473,3,6441,2560
3091,Deepak Bhat,Kavitha Kumar,2024-03-23,95,11,,
3092,Krishna Patil,Suresh Shetty,2024-02-07,115,13,11869,5093
3093,Mahesh Desai,Divya Rao,2023-10-09,397,28,5229,2081
3094,Umesh Savanur,Rekha Kumar,2024-08-27,427,3,,
3095,Basavaraj Prasad,Suresh Ganiger,2024-01-22,163,25,4730,1881
3096,Chandrashekar Bagewadi,Santosh Angadi,2024-08-20,284,28,1501,598
3097,Kiran Hegde,Umesh Savanur,2024-11-17,205,11,,
3098,Ramesh Devi,Darshan Shankar,2024-11-02,154,3,19917,9122
3099,Rekha Rao,Pavan Kambli,2024-07-07,263,11,10440,4403
3100,Nagaraj Naik,Manjunath Kumar,2024-04-11,207,16,,
3101,Srinivas Gowda,Venkatesh Ganiger,2023-07-31,155,3,6692,2656
3102,Girish Bai,Basavaraj Swamy,2023-04-03,309,27,2887,1156
3103,Chandrika Hosamani,Vidya Kumari,2024-08-11,275,5,,
3104,Swathi Murthy,Divya Murthy,2023-10-08,144,14,,
3105,Shankar Shankar,Surya Devi,2023-07-28,391,9,5759,2296
3106,Mangala Rao,Mohan Joshi,2023-05-24,222,20,,
3107,Kavitha Nayak,Anil Naikar,2023-08-31,346,30,2486,998
3108,Madhu Kulkarni,Anil Naikar,2023-07-24,125,30,2539,1021
3109,Vishwanath Bagewadi,Sagar Ganiger,2023-03-18,554,15,,
3110,Shilpa Kattimani,Ambika Kattimani,2024-08-06,437,1,172,72
3111,Priya Kumari,Suma Gowda,2023-07-18,361,17,6940,2761
3112,Shivanand Desai,Pushpa Naikar,2023-09-10,190,1,4363,1746
3113,Kiran Patil,Renuka Bagewadi,2024-09-28,103,2,2225,891
3114,Siddaraju Poojary,Vasantha Ganiger,2024-12-20,436,24,,
3115,Shivakumar Reddy,Sunitha Bangera,2023-04-23,296,8,,
3116,Ramesh Bagewadi,Vidya Kumari,2023-05-31,199,29,5958,2376
3117,Manjunath Desai,Shivanand Gowda,2023-10-01,430,10,2844,1141
3118,Basavaraj Prasad,Prasad Kumar,2023-07-29,331,24,4859,1932
3119,Harish Kumari,Sneha Joshi,2024-03-07,155,25,5553,2210
3120,Hanumanthappa Savanur,Radha Bagewadi,2024-12-01,429,2,5557,2213
3121,Sharada Yadav,Suresh Bangera,2024-11-08,402,16,,
3122,Meena Gowda,Priya Kumari,2023-12-28,130,1,4509,1800
3123,Lakshmi Joshi,Asha Kumari,2024-04-03,163,16,,
3124,Venkatesh Bagewadi,Sagar Yadav,2024-12-09,166,25,,
3125,Lakshmi Kulkarni,Srinivas Shetty,2023-12-24,568,9,,
3126,Shivanand Kumar,Chetan Lamani,2023-02-03,328,3,493,211
3127,Nagesh Meti,Siddaraju Prasad,2023-09-07,300,17,,
3128,Suma Gowda,Siddaraju Prasad,2023-11-08,416,12,3111,1245
3129,Anil Naikar,Anitha Kulkarni,2024-08-13,574,29,1453,582
3130,Naveen Raju,Bharath Swamy,2024-05-28,431,19,6160,2450
3131,Anand Bhat,Krishna Devi,2023-01-04,301,9,,
3132,Vishwanath Hegde,Rashmi Bai,2023-05-27,567,8,,
3133,Ramesh Angadi,Nagesh Hegde,2024-05-19,502,17,,
3134,Ramesh Hosamani,Prasad Kambli,2024-04-13,271,14,4017,1606
3135,Divya Swamy,Girish Meti,2023-12-15,181,23,,
3136,Sachin Shetty,Padma Bangera,2024-10-01,43,9,2321,929
3137,Radha Bhat,Siddaraju Hosamani,2023-11-14,549,16,,
3138,Asha Prasad,Kumaraswamy Naik,2023-06-07,483,3,,
3139,Sharada Desai,Pooja Shetty,2024-03-03,462,17,1570,623
3140,Mangala Raju,Padma Bagewadi,2023-10-13,252,27,3001,1200
3141,Hanumanthappa Bai,Pooja Shetty,2024-11-20,532,17,6867,2730
3142,Ganesh Prasad,Madhu Hegde,2023-10-12,278,30,,
