txn_id,sender_name,receiver_name,amount,txn_date,txn_type,linked_case_id,linked_accused_id,is_suspicious
2157,Shivakumar Kattimani,Chandrika Bai,1628.55,2023-05-29,NEFT,,,0
2158,Srinivas Yadav,Srinivas Lamani,500,2023-07-13,Cash,,,1
2159,Mohan Lamani,Ramesh Bagewadi,33868.12,2024-04-14,IMPS,2967,7466,1
2160,Geetha Bai,Pavan Rao,10218.6,2024-08-17,IMPS,2384,5978,0
2161,Shankar Hosamani,Pushpa Salian,500,2024-09-25,UPI,2112,5310,0
2162,Vasantha Patil,Asha Swamy,3296.51,2024-09-30,IMPS,,,0
2163,Shivanand Reddy,Harish Raju,8124.38,2024-03-01,NEFT,,,0
2164,Jagadish Kulkarni,Surya Naikar,102316.57,2023-02-26,Cash,,,1
2165,Hanumanthappa Salian,Mahesh Gupta,5000000,2024-08-21,NEFT,1029,2561,0
2166,Asha Bai,Ramesh Kumar,4344.94,2024-10-07,NEFT,,,0
2167,Rajesh Kattimani,Rajesh Naikar,78722.35,2024-09-09,IMPS,,,0
2168,Manjunath Kumari,Arun Desai,2335.12,2023-08-13,NEFT,,,1
2169,Kumaraswamy Rao,Deepa Patil,11017.45,2023-07-31,Cash,,,0
2170,Shankar Murthy,Naveen Hiremath,2610.09,2024-05-11,NEFT,,,0
2171,Chandrika Acharya,Rashmi Gowda,1442.61,2023-08-19,IMPS,,,0
2172,Ravi Rao,Lakshman Shetty,2632.51,2023-11-06,UPI,64,157,1
2173,Manoj Hosamani,Shivakumar Hiremath,1022.04,2023-01-17,IMPS,,,0
2174,Lakshman Hosamani,Harish Raju,500,2024-08-04,NEFT,,,0
2175,Mahesh Poojary,Ramesh Angadi,500,2023-02-18,IMPS,696,1753,0
2176,Shobha Murthy,Pavan Rao,7411.04,2024-08-18,UPI,2166,5443,1
2177,Vasantha Bai,Chetan Kumari,9751.25,2023-01-31,Cash,2980,7492,0
2178,Mangala Swamy,Rajesh Kulkarni,9597.0,2024-07-25,NEFT,303,731,0
2179,Rekha Joshi,Roopa Rao,4724.14,2024-05-21,Cash,6014,13722,0
2180,Ganesh Kattimani,Umesh Savanur,192488.35,2023-12-15,Cash,2191,5502,0
2181,Rekha Naik,Madhu Kulkarni,10615.51,2023-09-24,NEFT,2545,6402,0
2182,Arun Shetty,Shivanand Shankar,2473.87,2024-02-14,Cash,8533,18706,0
2183,Renuka Kumar,Deepa Kambli,7396.67,2023-08-25,UPI,620,1562,1
2184,Ramesh Poojary,Ambika Hosamani,28805.15,2023-03-12,NEFT,,,0
2185,Lakshman Bangera,Darshan Hegde,2667.5,2024-11-05,Cash,,,0
2186,Darshan Ganiger,Arun Kulkarni,3015.96,2023-08-18,IMPS,752,1885,0
2187,Mangala Swamy,Latha Kumari,6004.35,2024-06-27,Cash,368,891,0
2188,Manjunath Bai,Nandini Hosamani,500,2023-05-24,IMPS,738,1853,1
2189,Darshan Poojary,Venkatesh Hegde,9558.76,2024-07-06,IMPS,690,1739,0
2190,Ashok Salian,Mahesh Nayak,51216.2,2024-03-13,Cash,,,0
2191,Shobha Lamani,Suma Hegde,3447.2,2023-11-14,NEFT,2104,5287,1
2192,Prasad Kambli,Mangala Angadi,2377.89,2024-02-27,UPI,6072,13833,0
2193,Anil Bhat,Gopal Naik,9999.53,2024-12-18,NEFT,1814,4542,1
2194,Pavan Hegde,Prasad Salian,2917.19,2024-06-03,Cash,1642,4101,0
2195,Anand Savanur,Deepa Kambli,2899.2,2023-07-22,IMPS,430,1066,0
2196,Divya Rao,Jagadish Kumari,7355.11,2023-07-25,IMPS,658,1654,0
2197,Asha Bangera,Nandish Patil,500,2023-10-14,NEFT,,,0
2198,Renuka Bagewadi,Kavitha Nayak,14457.44,2024-11-28,UPI,2518,6326,0
2199,Yashodha Salian,Sagar Gupta,2952.04,2023-06-30,UPI,8738,19146,0
2200,Darshan Hegde,Harish Desai,1970.76,2023-11-24,Cash,1555,3902,0
2201,Shankar Hosamani,Basavaraj Swamy,19461.71,2024-05-12,IMPS,2527,6351,0
2202,Shivanand Acharya,Ramesh Bagewadi,3704.37,2024-04-21,Cash,1096,2735,1
2203,Krishna Meti,Shobha Ganiger,4591.0,2024-08-30,Cash,,,0
2204,Anil Rao,Chetan Salian,9743.26,2023-12-21,NEFT,1591,3981,0
2205,Prakash Siddi,Shivanand Bhat,1187.32,2023-03-23,UPI,5900,13486,0
2206,Anand Yadav,Pavan Rao,41753.3,2023-11-24,NEFT,2056,5164,0
2207,Arun Kulkarni,Vinay Ganiger,6280.97,2024-07-29,NEFT,1177,2939,0
2208,Chandrashekar Salian,Sharada Kumari,185945.46,2023-04-09,NEFT,,,0
2209,Surya Raju,Jagadish Nayak,54030.4,2023-07-24,Cash,8406,18462,0
2210,Pooja Shetty,Vidya Prasad,4810.55,2023-08-26,Cash,,,0
2211,Shankar Hosamani,Saraswathi Bagewadi,500,2024-02-07,Cash,,,0
2212,Anand Savanur,Madhu Prasad,500,2023-03-12,UPI,1045,2600,0
2213,Krishna Lamani,Priya Devi,51918.62,2023-06-28,Cash,187,435,1
2214,Girish Hosamani,Prasad Hegde,8054.7,2024-09-23,Cash,45,106,0
2215,Ganesh Nayak,Pavan Raju,11798.18,2023-05-30,Cash,,,0
2216,Shankar Prasad,Meena Naik,1098.91,2023-05-02,IMPS,2567,6456,0
2217,Ambika Kumari,Shobha Desai,107711.71,2024-08-17,IMPS,,,1
2218,Vasantha Ganiger,Padma Kattimani,136976.15,2023-02-25,Cash,,,0
2219,Ramesh Hosamani,Shivakumar Hegde,6788.75,2024-11-05,Cash,1632,4072,0
2220,Jagadish Yadav,Yogesh Bhat,7982.44,2023-11-07,IMPS,1572,3943,1
2221,Indira Rao,Padma Gowda,1204.3,2023-07-16,NEFT,2573,6472,1
2222,Sneha Joshi,Kumaraswamy Acharya,125375.13,2023-04-06,Cash,2256,5662,0
2223,Suresh Acharya,Divya Rao,6746.69,2024-09-17,Cash,1352,3390,0
2224,Anand Savanur,Santosh Salian,8015.19,2023-03-14,NEFT,308,744,0
2225,Deepak Kattimani,Prakash Swamy,298185.58,2024-12-08,IMPS,7952,17557,1
2226,Shankar Bangera,Vishwanath Swamy,298638.01,2024-02-02,UPI,,,0
2227,Mahesh Raju,Parvathi Ganiger,12502.22,2024-03-04,IMPS,4157,9914,1
2228,Parvathi Reddy,Yogesh Naikar,28478.21,2023-05-13,Cash,,,1
2229,Bharathi Bagewadi,Ambika Patil,3998.82,2023-07-13,Cash,,,0
2230,Yashodha Kattimani,Ambika Devi,100224.65,2023-03-23,IMPS,,,1
2231,Basavaraj Nayak,Madhu Poojary,1031.21,2023-08-01,Cash,,,0
2232,Saraswathi Swamy,Krishna Shetty,68520.48,2024-03-11,UPI,,,0
2233,Santosh Reddy,Mahesh Gupta,1262.33,2024-10-03,UPI,8509,18662,1
2234,Savitha Kumar,Suresh Hiremath,6739.58,2024-01-30,IMPS,,,0
2235,Vidya Raju,Yashodha Ganiger,2637.01,2024-10-05,UPI,2588,6519,1
2236,Siddaraju Angadi,Girish Kumari,1783.73,2024-03-24,Cash,9760,21238,0
2237,Nandini Swamy,Nandini Gowda,27738.65,2023-06-07,IMPS,1349,3380,1
2238,Pavan Lamani,Prakash Bagewadi,618.25,2024-11-16,Cash,,,0
2239,Chetan Kattimani,Shivanand Acharya,114077.07,2024-07-01,Cash,2190,5497,1
2240,Priya Devi,Jyothi Kambli,2978.71,2024-08-31,NEFT,514,1277,1
2241,Surya Acharya,Shankar Salian,187451.51,2024-06-06,IMPS,,,0
2242,Saraswathi Hosamani,Ambika Yadav,1220.35,2023-01-01,NEFT,1688,4214,0
2243,Shivanand Kumar,Manjunath Ganiger,2581.16,2024-03-02,NEFT,281,674,1
2244,Vasantha Devi,Priya Kumar,9298.55,2024-10-10,NEFT,,,0
2245,Umesh Savanur,Vasantha Kumar,7683.7,2024-01-23,Cash,2829,7118,0
2246,Saraswathi Naikar,Surya Kattimani,555770.68,2023-01-19,Cash,,,0
2247,Manjunath Bagewadi,Darshan Bhat,8120.7,2024-03-22,UPI,107,248,0
2248,Suresh Shetty,Ashok Shankar,618760.71,2024-01-18,NEFT,8616,18879,0
2249,Indira Raju,Girish Lamani,25971.7,2023-03-09,Cash,,,1
2250,Kiran Poojary,Jyothi Gowda,19980.43,2023-04-03,UPI,2623,6610,1
2251,Ambika Kattimani,Indira Rao,16785.51,2024-03-04,Cash,2009,5052,0
2252,Vinay Desai,Kiran Shetty,3353.46,2023-04-18,IMPS,,,1
2253,Anil Kattimani,Kiran Hosamani,3608.28,2023-07-15,UPI,,,0
2254,Ravi Kambli,Manjunath Nayak,586257.95,2023-05-17,IMPS,8948,19565,0
2255,Kumaraswamy Acharya,Mohan Lamani,4914.3,2024-04-23,UPI,531,1321,0
2256,Kiran Patil,Anand Savanur,4658.29,2023-08-13,IMPS,830,2078,1
2257,Sneha Prasad,Santosh Salian,12145.44,2024-04-06,IMPS,129,297,0
2258,Shivakumar Hegde,Kiran Ganiger,26104.09,2024-07-10,NEFT,2556,6427,0
2259,Vidya Shankar,Mohan Bagewadi,4483.7,2023-08-17,NEFT,2631,6630,1
2260,Sachin Bhat,Nandini Naik,78020.85,2024-03-11,NEFT,,,0
2261,Pooja Kambli,Hanumanthappa Shankar,9315.45,2024-04-08,NEFT,,,0
2262,Latha Kumar,Lakshmi Savanur,20898.23,2023-09-24,UPI,,,0
2263,Mahesh Gupta,Ganesh Kambli,10948.37,2023-10-31,IMPS,605,1527,0
2264,Basavaraj Kulkarni,Sunitha Bai,778.64,2023-06-03,Cash,,,0
2265,Rajesh Poojary,Prasad Bagewadi,3057.97,2024-11-15,Cash,,,1
2266,Shobha Murthy,Shobha Kulkarni,240939.62,2024-03-12,UPI,2239,5622,0
2267,Jagadish Yadav,Prasad Salian,500,2023-03-26,IMPS,1504,3780,1
2268,Pavan Acharya,Jagadish Nayak,9634.7,2023-07-14,Cash,4591,10841,0
2269,Prasad Lamani,Harish Swamy,6725.55,2024-06-02,IMPS,3783,9159,0
2270,Pavan Meti,Latha Desai,89040.48,2023-10-07,IMPS,,,0
2271,Sneha Joshi,Renuka Bagewadi,6809.16,2024-11-21,IMPS,2400,6020,0
2272,Manjunath Yadav,Geetha Bai,23203.61,2024-09-07,UPI,961,2398,0
2273,Hanumanthappa Savanur,Shilpa Kattimani,5266.0,2023-10-19,Cash,2105,5291,1
2274,Anitha Siddi,Jyothi Kambli,71743.13,2024-09-02,Cash,205,480,1
2275,Jyothi Poojary,Indira Naik,4084.69,2023-03-09,Cash,,,0
2276,Mohan Bagewadi,Shivanand Acharya,11254.24,2024-07-22,NEFT,1414,3547,0
2277,Mohan Ganiger,Hanumanthappa Bagewadi,80622.48,2024-05-01,UPI,,,1
2278,Indira Bagewadi,Nagesh Kambli,11917.23,2023-09-01,IMPS,203,475,1
2279,Anand Gupta,Suresh Meti,2708.35,2023-12-17,NEFT,,,0
2280,Prasad Naikar,Padma Bagewadi,1641.73,2023-01-01,IMPS,822,2058,1
2281,Chandrika Angadi,Ravi Rao,29034.24,2023-04-02,NEFT,2614,6587,0
2282,Kumaraswamy Rao,Harish Nayak,8484.91,2024-07-02,NEFT,,,0
2283,Sunitha Shetty,Suma Joshi,7296.03,2024-04-28,Cash,,,0
2284,Nandini Swamy,Renuka Bagewadi,1933.73,2023-01-18,Cash,1283,3220,0
2285,Srinivas Gupta,Pooja Hosamani,687.74,2024-11-18,NEFT,,,0
2286,Bharath Hegde,Sneha Joshi,11672.81,2023-04-08,Cash,2670,6729,0
2287,Sneha Joshi,Ganesh Ganiger,4072.58,2023-07-24,IMPS,2280,5719,1
2288,Anand Bai,Manoj Rao,2780.85,2024-01-30,IMPS,,,0
2289,Nandini Hosamani,Shilpa Devi,1925.25,2023-07-06,Cash,349,842,1
2290,Suma Kumar,Priya Hosamani,11850.59,2023-03-15,Cash,9606,20915,0
2291,Mahesh Hosamani,Suma Acharya,7669.45,2024-11-24,UPI,,,0
2292,Anitha Hiremath,Deepa Reddy,14374.86,2023-03-19,NEFT,,,0
2293,Kavitha Ganiger,Ganesh Joshi,47595.92,2024-12-19,UPI,,,0
2294,Yogesh Raju,Rajesh Lamani,569.73,2024-09-20,UPI,832,2084,0
2295,Srinivas Kulkarni,Pushpa Raju,38353.58,2024-12-27,NEFT,,,0
2296,Sunitha Yadav,Bharath Salian,8752.61,2023-06-13,Cash,25,58,1
2297,Radha Prasad,Kamala Ganiger,13321.65,2024-03-19,Cash,,,0
2298,Geetha Savanur,Sneha Reddy,1695.39,2024-07-15,UPI,9889,21497,0
2299,Ashok Shetty,Siddaraju Prasad,500,2023-10-14,IMPS,1418,3555,1
2300,Mangala Swamy,Venkatesh Ganiger,3789.98,2023-10-05,Cash,358,868,1
2301,Shivakumar Siddi,Manjunath Patil,80169.47,2023-03-25,Cash,8742,19155,0
2302,Priya Siddi,Ravi Gowda,788.26,2023-11-07,IMPS,442,1102,1
2303,Renuka Bangera,Arun Shetty,30595.09,2024-09-11,IMPS,1896,4768,1
2304,Chetan Poojary,Pavan Hegde,46988.81,2023-06-06,Cash,2989,7516,0
2305,Prasad Hegde,Deepa Kambli,20552.91,2024-03-21,UPI,798,2002,0
2306,Suresh Yadav,Lakshmi Kambli,183527.68,2024-02-29,Cash,,,0
2307,Sachin Desai,Mohan Ganiger,62008.02,2023-10-07,NEFT,,,0
2308,Naveen Meti,Nandish Prasad,9380.39,2023-09-17,IMPS,,,0
2309,Priya Devi,Ramesh Lamani,77996.33,2023-11-02,NEFT,452,1133,0
2310,Renuka Bagewadi,Venkatesh Ganiger,76053.07,2023-05-05,UPI,2460,6187,1
2311,Mahesh Gupta,Girish Kumar,246520.97,2024-08-06,Cash,2185,5481,1
2312,Saraswathi Bagewadi,Ravi Shankar,5582.02,2024-08-23,UPI,9052,19775,0
2313,Ramesh Kumar,Anand Bai,153937.7,2024-04-22,UPI,,,0
2314,Deepa Devi,Anand Joshi,500,2023-04-21,IMPS,,,0
2315,Jagadish Yadav,Mohan Joshi,56329.78,2023-02-22,Cash,,,0
2316,Kumaraswamy Acharya,Arun Kulkarni,75117.77,2024-01-23,UPI,,,1
2317,Hanumanthappa Reddy,Sneha Meti,24323.92,2023-02-17,Cash,4944,11565,0
2318,Chetan Poojary,Jyothi Poojary,18947.8,2023-06-04,UPI,2934,7378,0
2319,Rashmi Prasad,Suresh Shetty,10155.3,2024-04-03,IMPS,2250,5649,0
2320,Geetha Nayak,Deepa Kambli,500,2024-07-19,NEFT,,,0
2321,Mohan Ganiger,Shilpa Bai,5610.11,2023-08-04,UPI,2231,5605,0
2322,Gopal Gowda,Ramesh Bagewadi,4604.07,2024-12-10,Cash,2776,6976,0
2323,Shilpa Hiremath,Ramesh Angadi,27831.41,2023-05-05,UPI,2807,7057,0
2324,Pushpa Gowda,Latha Hosamani,18544.85,2024-02-13,NEFT,639,1605,1
2325,Sneha Naik,Lakshman Rao,500,2024-03-19,IMPS,5383,12462,0
2326,Roopa Hegde,Savitha Kattimani,500,2024-10-27,NEFT,1243,3109,0
2327,Yashodha Kumar,Parvathi Kambli,10771.26,2024-06-18,UPI,,,0
2328,Basavaraj Swamy,Anand Naikar,27881.01,2024-09-19,UPI,2935,7384,0
2329,Asha Acharya,Chandrika Kumari,24332.14,2024-07-16,Cash,8557,18755,0
2330,Renuka Gupta,Girish Bagewadi,500,2024-10-28,IMPS,192,446,1
2331,Basavaraj Joshi,Meena Angadi,999.79,2024-10-08,Cash,,,1
2332,Yashodha Raju,Shankar Yadav,6116.18,2023-01-04,Cash,3990,9573,0
2333,Ganesh Ganiger,Rajesh Acharya,533.18,2024-05-21,UPI,7614,16910,0
2334,Nagesh Poojary,Sagar Devi,500,2024-12-25,IMPS,2793,7017,0
2335,Chandrika Bhat,Divya Reddy,19264.84,2023-08-26,Cash,2699,6796,1
2336,Kumaraswamy Naikar,Venkatesh Bai,137927.58,2024-01-17,UPI,,,0
2337,Darshan Bhat,Kiran Patil,20799.57,2023-04-04,UPI,1903,4786,1
2338,Mahesh Gowda,Madhu Kulkarni,15286.4,2023-06-24,Cash,1364,3417,0
2339,Radha Prasad,Girish Nayak,3129.39,2023-04-06,NEFT,1562,3918,1
2340,Renuka Kulkarni,Vishwanath Desai,11102.02,2023-03-30,UPI,1470,3693,0
2341,Jagadish Joshi,Asha Gowda,104679.97,2024-06-13,UPI,,,0
2342,Harish Nayak,Harish Hegde,40165.6,2024-01-10,UPI,,,0
2343,Shilpa Shankar,Vinay Bai,659.13,2023-08-13,IMPS,,,0
2344,Suma Meti,Basavaraj Prasad,13082.97,2023-12-27,IMPS,2013,5060,1
2345,Mangala Meti,Sagar Acharya,29962.38,2023-11-12,NEFT,,,0
2346,Vidya Murthy,Suma Raju,6391.34,2023-02-23,Cash,,,0
2347,Sachin Bhat,Ganesh Ganiger,13209.2,2024-10-18,Cash,534,1329,1
2348,Gopal Joshi,Priya Kambli,10559.3,2023-03-25,UPI,,,0
2349,Umesh Bai,Suma Hiremath,500,2024-04-06,IMPS,,,0
2350,Ganesh Bagewadi,Manoj Bagewadi,84452.37,2024-03-23,IMPS,,,0
2351,Umesh Poojary,Shivanand Raju,1306.69,2024-07-08,Cash,5929,13548,0
2352,Naveen Shetty,Girish Joshi,608187.39,2024-08-27,UPI,5492,12677,1
2353,Indira Rao,Anitha Kulkarni,50685.01,2024-02-13,UPI,2689,6769,1
2354,Girish Kambli,Swathi Hiremath,500,2024-06-18,UPI,,,0
2355,Shankar Prasad,Vishwanath Angadi,55799.07,2024-08-04,UPI,,,0
2356,Ashok Kumari,Mahesh Poojary,3643.2,2023-12-14,Cash,75,178,1
2357,Nagesh Hiremath,Rajeshwari Yadav,500,2023-03-02,NEFT,,,0
2358,Basavaraj Kattimani,Madhu Hiremath,212368.3,2024-09-13,IMPS,,,0
2359,Divya Raju,Lakshmi Hegde,30225.2,2023-02-02,UPI,,,0
2360,Chetan Desai,Chandrika Hosamani,76822.52,2024-06-24,UPI,1811,4534,0
2361,Shivanand Raju,Nandini Meti,65525.08,2024-06-14,UPI,,,0
2362,Rajesh Kattimani,Sneha Siddi,10163.05,2024-04-05,NEFT,,,1
2363,Chandrika Gupta,Mahesh Gowda,498322.79,2023-04-29,Cash,2806,7053,0
2364,Shivakumar Patil,Pooja Ganiger,17674.98,2023-11-28,UPI,,,0
2365,Ramesh Lamani,Ganesh Murthy,5038.21,2024-05-01,UPI,2504,6294,1
2366,Ashok Reddy,Rajeshwari Acharya,137770.04,2023-07-31,Cash,,,0
2367,Shivanand Hosamani,Hanumanthappa Bai,171914.52,2023-01-18,NEFT,795,1990,1
2368,Kumaraswamy Hegde,Rajesh Lamani,11200.42,2023-09-14,NEFT,1576,3953,1
2369,Yashodha Shankar,Ambika Bhat,158382.07,2024-12-13,NEFT,9072,19821,0
2370,Yogesh Raju,Vidya Raju,500,2023-08-15,IMPS,755,1895,1
2371,Deepa Reddy,Latha Kumar,9532.26,2023-01-09,UPI,1390,3481,1
2372,Savitha Poojary,Jyothi Poojary,4251.53,2023-11-23,NEFT,9761,21241,0
2373,Mohan Naik,Anand Acharya,500,2024-02-20,Cash,,,1
2374,Santosh Angadi,Kiran Ganiger,41528.14,2024-07-24,IMPS,2907,7312,1
2375,Yogesh Rao,Rashmi Poojary,138825.53,2023-09-06,NEFT,,,0
2376,Jagadish Prasad,Divya Hiremath,60652.19,2024-01-12,Cash,,,0
2377,Ashok Patil,Padma Gowda,182183.96,2024-05-29,NEFT,2497,6273,1
2378,Anand Bagewadi,Mangala Salian,1806.96,2024-11-21,NEFT,,,1
2379,Yogesh Ganiger,Indira Murthy,5208.31,2023-12-25,UPI,,,0
2380,Nagaraj Swamy,Prasad Gowda,170601.53,2024-09-15,IMPS,,,0
2381,Ambika Devi,Pushpa Kulkarni,23521.34,2024-08-15,NEFT,7932,17508,0
2382,Krishna Poojary,Girish Bai,41217.84,2024-09-02,Cash,2235,5612,0
2383,Ganesh Kulkarni,Savitha Swamy,39357.09,2023-12-17,UPI,,,0
2384,Asha Yadav,Nandini Naikar,20488.51,2024-06-25,NEFT,,,1
2385,Shankar Bagewadi,Ashok Prasad,1700.29,2024-01-10,NEFT,3457,8494,0
2386,Nagesh Bai,Anil Kumari,51312.19,2023-09-15,NEFT,,,0
2387,Bharath Shankar,Prakash Raju,19273.39,2024-02-10,NEFT,,,0
2388,Mahesh Gowda,Rekha Murthy,535.4,2023-02-12,UPI,1368,3429,1
2389,Mahesh Hosamani,Shankar Swamy,4337.71,2023-06-25,IMPS,,,0
2390,Harish Naik,Manoj Joshi,14568.64,2023-01-25,Cash,1640,4096,0
2391,Lakshman Yadav,Sneha Reddy,47474.52,2023-11-12,IMPS,,,1
2392,Priya Devi,Priya Swamy,26006.88,2024-09-02,UPI,546,1359,1
2393,Harish Bangera,Divya Gowda,686.39,2023-02-05,IMPS,,,0
2394,Renuka Savanur,Pavan Shetty,1468.32,2024-11-15,Cash,1158,2891,0
2395,Kiran Ganiger,Suma Ganiger,2345.57,2024-05-31,UPI,1748,4368,0
2396,Divya Kulkarni,Harish Swamy,10659.47,2024-08-18,NEFT,,,1
2397,Renuka Kumar,Parvathi Savanur,149437.42,2023-12-13,NEFT,,,1
2398,Divya Bai,Gopal Naikar,119959.9,2024-09-04,IMPS,,,0
2399,Divya Yadav,Vasantha Desai,3283.17,2023-11-08,NEFT,,,0
2400,Kumaraswamy Hegde,Anand Yadav,12026.87,2024-08-05,NEFT,1575,3952,0
2401,Manoj Gupta,Sagar Prasad,1630.46,2024-09-25,IMPS,,,1
2402,Latha Kumar,Radha Bagewadi,40915.84,2023-12-18,Cash,194,451,0
2403,Manjunath Shankar,Shivanand Gowda,69851.89,2024-03-11,NEFT,960,2395,1
2404,Nagesh Kambli,Manjunath Desai,21145.84,2024-03-01,Cash,1837,4605,1
2405,Madhu Raju,Ramesh Siddi,37970.58,2023-08-13,UPI,,,0
2406,Kiran Patil,Chetan Poojary,5067.42,2023-02-17,UPI,817,2049,1
2407,Anil Kumari,Nagesh Ganiger,125781.12,2023-08-11,Cash,,,0
2408,Ravi Hiremath,Sunitha Hosamani,500,2024-10-03,NEFT,,,0
2409,Girish Bai,Mahesh Gupta,4414.16,2024-12-29,IMPS,1186,2957,0
2410,Deepak Prasad,Manjunath Murthy,130490.02,2023-09-28,IMPS,,,0
2411,Kiran Patil,Yogesh Raju,500,2024-11-23,IMPS,830,2078,1
2412,Girish Bagewadi,Gopal Naik,300186.35,2023-03-26,IMPS,1082,2694,0
2413,Shivakumar Patil,Shivanand Savanur,30616.6,2024-08-15,IMPS,1474,3703,0
2414,Manoj Angadi,Sneha Lamani,3060.52,2024-02-05,NEFT,,,0
2415,Renuka Kulkarni,Anand Yadav,19028.36,2024-04-11,IMPS,1499,3762,0
2416,Shivanand Kattimani,Manjunath Bagewadi,49510.65,2023-12-16,UPI,,,0
2417,Anitha Kattimani,Indira Devi,582.71,2023-03-18,NEFT,,,0
2418,Chetan Prasad,Lakshman Yadav,3336.17,2024-09-04,UPI,554,1378,0
2419,Jagadish Yadav,Renuka Gupta,500,2024-10-20,UPI,1626,4059,0
2420,Yogesh Salian,Yashodha Shetty,29488.28,2024-10-15,Cash,,,0
2421,Santosh Salian,Yogesh Yadav,6104.22,2024-09-23,Cash,2450,6161,0
2422,Yogesh Yadav,Latha Gupta,4995.83,2024-03-24,UPI,2739,6887,0
2423,Pooja Salian,Mohan Devi,500,2024-08-10,NEFT,170,385,0
2424,Swathi Gupta,Padma Reddy,2368.45,2023-04-30,Cash,7083,15866,0
2425,Vasantha Kumar,Anil Kattimani,7806.26,2023-11-23,UPI,8806,19282,0
2426,Pavan Shetty,Ashok Poojary,21919.48,2024-04-03,Cash,928,2318,0
2427,Anil Gupta,Madhu Kambli,53885.99,2024-10-03,UPI,9553,20807,0
2428,Mangala Angadi,Meena Kumar,2355.84,2023-01-19,Cash,,,0
2429,Sharada Kulkarni,Srinivas Reddy,2079.9,2024-10-16,NEFT,,,0
2430,Nandish Kulkarni,Vidya Meti,13310.65,2024-03-29,IMPS,,,1
2431,Manjunath Bagewadi,Shilpa Hiremath,35356.79,2023-02-09,UPI,106,244,1
2432,Srinivas Siddi,Prasad Salian,22632.62,2024-06-26,NEFT,2558,6434,0
2433,Swathi Swamy,Anitha Naik,1464.63,2024-01-10,IMPS,3671,8924,0
2434,Sagar Bhat,Mahesh Bagewadi,30648.65,2023-02-20,IMPS,,,0
2435,Pooja Bhat,Anil Salian,1058621.08,2024-11-07,Cash,6125,13947,0
2436,Darshan Bhat,Radha Prasad,13490.81,2024-01-06,UPI,1872,4702,0
2437,Prasad Hiremath,Shilpa Meti,3847.29,2023-01-15,Cash,,,0
2438,Nandish Swamy,Savitha Shankar,7150.49,2023-05-29,IMPS,,,0
2439,Santosh Desai,Radha Bagewadi,500,2024-01-07,IMPS,1870,4695,1
2440,Shankar Hosamani,Pushpa Poojary,781.86,2023-04-11,Cash,2248,5644,1
2441,Nandish Joshi,Meena Gowda,1499.33,2024-04-04,IMPS,2090,5248,0
2442,Srinivas Kumar,Priya Hiremath,10480.19,2023-09-13,IMPS,,,0
2443,Ambika Naik,Latha Bagewadi,4437.42,2023-02-21,IMPS,,,0
2444,Mohan Joshi,Yashodha Salian,11181.37,2023-01-30,UPI,7109,15915,0
2445,Anil Naikar,Gopal Naik,10890.99,2023-09-13,IMPS,569,1416,1
2446,Chandrika Meti,Lakshman Poojary,35929.29,2023-03-15,NEFT,,,0
2447,Nagaraj Desai,Manjunath Naik,28094.38,2024-11-27,Cash,6268,14217,0
2448,Krishna Acharya,Nagesh Hiremath,23615.04,2024-02-23,UPI,4222,10043,1
2449,Ashok Hiremath,Nagesh Kambli,22314.29,2023-01-18,NEFT,884,2209,0
2450,Harish Bagewadi,Vidya Devi,1013.28,2024-03-27,Cash,,,1
2451,Anand Naikar,Ambika Kulkarni,2812.43,2024-12-30,NEFT,2668,6724,1
2452,Naveen Patil,Radha Reddy,10186.15,2023-11-03,UPI,7611,16906,0
2453,Shankar Hosamani,Shobha Murthy,388267.72,2023-12-04,UPI,2450,6158,1
2454,Basavaraj Ganiger,Padma Bagewadi,627.47,2024-06-01,UPI,301,726,0
2455,Shivanand Gowda,Shilpa Hiremath,158914.67,2023-10-20,UPI,1546,3882,0
2456,Gopal Naik,Sagar Joshi,45834.05,2024-02-10,NEFT,1108,2761,0
2457,Sachin Naik,Vinay Bai,10275.21,2024-05-10,UPI,,,0
2458,Shivakumar Angadi,Priya Gupta,8464.97,2024-07-01,IMPS,,,0
2459,Meena Murthy,Ashok Poojary,1727.97,2023-03-23,Cash,2917,7333,0
2460,Anand Nayak,Ramesh Naik,500,2024-08-15,Cash,888,2218,0
2461,Bharath Swamy,Basavaraj Prasad,55561.94,2024-07-13,IMPS,2849,7166,1
2462,Shilpa Devi,Vishwanath Nayak,1143.16,2024-04-15,IMPS,923,2305,0
2463,Kamala Salian,Anand Devi,500,2024-08-16,Cash,2680,6747,0
2464,Renuka Kumar,Santosh Desai,500,2024-05-02,IMPS,689,1736,0
2465,Jyothi Kumar,Srinivas Siddi,2120.19,2023-05-14,Cash,643,1609,0
2466,Santosh Kambli,Vishwanath Bagewadi,66086.46,2023-06-08,UPI,2406,6037,0
2467,Rajesh Acharya,Mohan Salian,500,2024-01-04,NEFT,,,0
2468,Parvathi Hiremath,Prasad Angadi,1335.68,2023-09-22,Cash,,,0
2469,Vishwanath Desai,Prasad Bagewadi,832.04,2023-09-15,Cash,2951,7426,1
2470,Darshan Ganiger,Deepa Kulkarni,2534.31,2024-04-18,IMPS,,,0
2471,Chandrika Shankar,Chetan Gupta,628.52,2023-09-06,Cash,2964,7458,0
2472,Shilpa Bhat,Geetha Savanur,1238.81,2024-05-09,NEFT,4040,9670,0
