CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
3065,800140137202303065,202301568,2023-05-26,167,137,3,1,7,21,2,,2023-05-25 16:50:32,2023-05-25 18:50:32,2023-05-25 17:50:32,15.3748,75.6299,"On 25-05-2023, during a raid at Town Center, Gadag, accused Girish Patil was found in possession of ganja weighing 14 kgs. Seizure effected under NDPS Act. Complaint by Girish Ganiger (PSI)."
3066,100240250202303066,202301569,2023-09-26,1667,250,1,2,4,8,3,,2023-09-24 15:53:58,2023-09-24 15:53:58,2023-09-24 20:53:58,13.4049,77.8014,"Complainant Rajeshwari Shetty reported that on 24-09-2023, accused Anil Shankar committed theft of valuables worth Rs.153,552 from the residence/vehicle at Housing Colony, Chikkaballapura. Investigation initiated."
3067,100200208202403067,202401498,2024-02-22,1669,208,1,1,2,3,3,,2024-02-22 12:34:33,2024-02-22 13:34:33,2024-02-23 00:34:33,12.3932,75.8949,"On 22-02-2024, at Ring Road, Kodagu, accused Venkatesh Bagewadi attempted to murder Harish Naik by attacking with a lethal weapon. Victim sustained serious injuries and was admitted to Taluk Hospital. Case registered on complaint of Harish Naik."
3068,100290308202303068,202301570,2023-09-16,2379,308,1,1,7,21,2,,2023-09-13 17:44:11,2023-09-13 21:44:11,2023-09-13 19:44:11,17.7127,77.5606,"On 13-09-2023, during a raid at Temple Road, Bidar, accused Vinay Naikar was found in possession of hashish weighing 39 kgs. Seizure effected under NDPS Act. Complaint by Gopal Angadi (PSI)."
3069,100270291202403069,202401499,2024-07-09,261,291,1,1,1,1,2,,2024-07-08 00:35:49,2024-07-08 01:35:49,2024-07-08 02:35:49,16.2825,77.1844,"The complainant Shivanand Rao reported that on 08-07-2024, the accused Yogesh Meti stabbed Latha Nayak during a quarrel at Main Road, Raichur. Victim succumbed to injuries at Manipal Hospital."
3070,100230245202403070,202401500,2024-03-17,699,245,1,2,4,11,1,,2024-03-17 18:11:11,2024-03-17 21:11:11,2024-03-18 01:11:11,12.8602,77.2704,"Complainant Ashok Reddy reported that on 17-03-2024, accused Krishna Shetty committed theft of valuables worth Rs.51,066 from the residence/vehicle at Market Area, Ramanagara. Investigation initiated."
3071,100160160202403071,202401501,2024-11-29,1291,160,1,2,4,11,1,,2024-11-27 21:50:10,2024-11-28 00:50:10,2024-11-28 05:50:10,14.7678,74.5555,"On 27-11-2024, a two-wheeler bearing registration KA-XX-XXXX was stolen from Railway Station Area, Uttara Kannada. Complainant Anitha Meti suspects involvement of Pavan Naik and gang based on CCTV footage."
3072,100140140202303072,202301571,2023-06-14,454,140,1,2,6,16,3,,2023-06-13 06:00:20,2023-06-13 09:00:20,2023-06-13 17:00:20,15.266,75.5678,"On 13-06-2023, complainant Manjunath Shankar from Temple Road, Gadag was defrauded via a fake investment scheme online. Accused Shivakumar Hegde siphoned Rs.307,334 through multiple UPI transactions."
3073,100280300202403073,202401502,2024-04-16,965,300,1,2,6,16,3,,2024-04-16 18:23:10,2024-04-16 22:23:10,2024-04-17 03:23:10,16.701,77.0376,"On 16-04-2024, complainant Parvathi Hosamani from Old Town, Yadgir was defrauded via a fake investment scheme online. Accused Yashodha Swamy siphoned Rs.105,017 through multiple UPI transactions."
3074,400020016202303074,202301572,2023-06-03,151,16,4,1,7,20,2,,2023-06-01 23:47:38,2023-06-02 03:47:38,2023-06-02 02:47:38,13.1521,77.4701,"On 01-06-2023, during a raid at JP Nagar, Bengaluru Rural, accused Jagadish Salian was found in possession of hashish weighing 14 kgs. Seizure effected under NDPS Act. Complaint by Krishna Devi (PSI)."
3075,100030027202303075,202301573,2023-06-08,2274,27,1,2,5,12,2,,2023-06-05 22:13:06,2023-06-06 00:13:06,2023-06-06 04:13:06,12.4387,76.7474,"Complainant Lakshman Ganiger reported that accused Mohan Kumar cheated by posing as a government official and fraudulently obtained Rs.1,579,575 through fake documents at Railway Station Area, Mysuru on 05-06-2023. Total loss: Rs.740,939."
3076,800270292202403076,202401503,2024-02-03,2151,292,3,2,6,19,3,,2024-02-01 07:24:44,2024-02-01 07:24:44,2024-02-01 16:24:44,16.3287,77.3029,"Complainant Sharada Gupta reported receiving a call from accused posing as bank official on 01-02-2024. Accused Arun Poojary fraudulently obtained OTP and transferred Rs.45,072 from complainant's account. Cyber cell investigation initiated from Bus Stand Area, Raichur."
3077,100060053202403077,202401504,2024-02-20,447,53,1,1,8,25,2,,2024-02-17 05:15:18,2024-02-17 05:15:18,2024-02-17 13:15:18,17.3934,76.6539,"Victim Lakshmi Bangera reported that on 17-02-2024, accused Lakshmi Prasad committed sexual assault at Lake View Area, Kalaburagi. Medical examination conducted at Apollo Hospital. Case registered under relevant sections."
3078,400080078202403078,202401505,2024-05-07,600,78,4,1,7,20,4,18,2024-05-06 12:19:29,2024-05-06 14:19:29,2024-05-06 17:19:29,13.878,75.4038,"On 06-05-2024, during a raid at Railway Station Area, Shivamogga, accused Vidya Hosamani was found in possession of ganja weighing 26 kgs. Seizure effected under NDPS Act. Complaint by Girish Kumar (PSI)."
3079,100210220202303079,202301574,2023-03-17,1925,220,1,2,4,9,2,,2023-03-17 18:01:24,2023-03-17 22:01:24,2023-03-18 03:01:24,12.5188,76.8442,"On 17-03-2023, a two-wheeler bearing registration KA-XX-XXXX was stolen from Hospital Road, Mandya. Complainant Chandrika Yadav suspects involvement of Kiran Raju and gang based on CCTV footage."
3080,100240249202303080,202301575,2023-06-15,2423,249,1,1,1,2,2,,2023-06-14 19:02:55,2023-06-14 23:02:55,2023-06-15 02:02:55,13.4797,77.8253,"On 14-06-2023 at Market Area, Chikkaballapura, accused Vishwanath Acharya allegedly attacked victim Vasantha Gowda with a sharp weapon following a dispute over property. The victim sustained fatal injuries and was declared dead at Bowring Hospital. FIR registered based on complaint by Sharada Hegde."
3081,100080082202303081,202301576,2023-12-11,1142,82,1,1,3,6,1,,2023-12-10 10:57:08,2023-12-10 10:57:08,2023-12-10 21:57:08,13.8772,75.3859,"On 10-12-2023, a group of accused led by Mohan Lamani committed robbery at Bypass Road, Shivamogga, threatening Shilpa Raju with weapons and looting Rs.433,050. Complaint filed by Sunitha Bhat."
3082,100190192202403082,202401506,2024-08-23,1547,192,1,2,5,12,2,,2024-08-23 17:57:50,2024-08-23 18:57:50,2024-08-23 20:57:50,12.9673,76.1977,"Complainant Divya Swamy reported that accused Nagaraj Devi cheated by posing as a government official and fraudulently obtained Rs.621,242 through fake documents at College Road, Hassan on 23-08-2024. Total loss: Rs.1,250,401."
3083,100130130202303083,202301577,2023-04-12,259,130,1,1,7,21,1,,2023-04-12 02:51:43,2023-04-12 02:51:43,2023-04-12 13:51:43,15.3753,74.8635,"On 12-04-2023, during a raid at Main Road, Dharwad, accused Nandish Shankar was found in possession of hashish weighing 34 kgs. Seizure effected under NDPS Act. Complaint by Saraswathi Hosamani (PSI)."
3084,100240248202303084,202301578,2023-05-18,1926,248,1,1,1,2,1,,2023-05-15 02:21:58,2023-05-15 04:21:58,2023-05-15 03:21:58,13.4508,77.7969,"The complainant Siddaraju Bangera reported that on 15-05-2023, the accused Bharathi Meti stabbed Siddaraju Bangera during a quarrel at Ring Road, Chikkaballapura. Victim succumbed to injuries at St. John's Hospital."
3085,100120120202403085,202401507,2024-01-10,1895,120,1,2,6,18,3,,2024-01-08 05:21:30,2024-01-08 08:21:30,2024-01-08 06:21:30,16.1625,75.8609,"Complainant Rekha Shetty reported receiving a call from accused posing as bank official on 08-01-2024. Accused Deepak Kattimani fraudulently obtained OTP and transferred Rs.430,816 from complainant's account. Cyber cell investigation initiated from College Road, Bagalkote."
3086,100240248202303086,202301579,2023-02-16,1901,248,1,2,5,13,3,,2023-02-13 11:04:45,2023-02-13 15:04:45,2023-02-13 22:04:45,13.3089,77.7117,"Complainant Latha Yadav reported that accused Darshan Ganiger cheated by posing as a government official and fraudulently obtained Rs.188,923 through fake documents at Bypass Road, Chikkaballapura on 13-02-2023. Total loss: Rs.1,752,431."
3087,100010006202303087,202301580,2023-07-29,63,6,1,2,6,19,3,,2023-07-28 22:00:34,2023-07-28 22:00:34,2023-07-29 05:00:34,12.9253,77.7744,"Complainant Nagaraj Salian reported receiving a call from accused posing as bank official on 28-07-2023. Accused Girish Gupta fraudulently obtained OTP and transferred Rs.243,170 from complainant's account. Cyber cell investigation initiated from Indiranagar, Bengaluru Urban."
3088,400020015202403088,202401508,2024-09-04,1548,15,4,2,6,17,2,,2024-09-04 08:25:05,2024-09-04 12:25:05,2024-09-04 13:25:05,13.083,77.1761,"Complainant Shilpa Raju reported receiving a call from accused posing as bank official on 04-09-2024. Accused Roopa Kambli fraudulently obtained OTP and transferred Rs.662,606 from complainant's account. Cyber cell investigation initiated from Marathahalli, Bengaluru Rural."
3089,100230243202303089,202301581,2023-12-17,1868,243,1,1,7,22,1,,2023-12-15 14:47:35,2023-12-15 16:47:35,2023-12-15 18:47:35,12.5904,77.1769,"On 15-12-2023, during a raid at Ring Road, Ramanagara, accused Vinay Hegde was found in possession of ganja weighing 19 kgs. Seizure effected under NDPS Act. Complaint by Venkatesh Lamani (PSI)."
3090,800040035202303090,202301582,2023-04-23,266,35,3,2,4,8,3,,2023-04-20 16:51:56,2023-04-20 18:51:56,2023-04-21 03:51:56,13.4478,77.0804,"Complainant Vinay Desai reported that on 20-04-2023, accused Hanumanthappa Devi committed theft of valuables worth Rs.158,941 from the residence/vehicle at Housing Colony, Tumakuru. Investigation initiated."
3091,100100103202403091,202401509,2024-05-05,531,103,1,2,11,32,2,,2024-05-05 01:53:36,2024-05-05 04:53:36,2024-05-05 08:53:36,15.0284,77.0455,"During a search operation on 05-05-2024 at Lake View Area, Ballari, accused Sharada Salian was found in illegal possession of a country-made pistol without valid licence. Seized and case registered under Arms Act."
3092,100060057202403092,202401510,2024-09-07,486,57,1,1,1,1,2,,2024-09-04 11:56:06,2024-09-04 15:56:06,2024-09-04 19:56:06,17.3891,76.9865,"On 04-09-2024 at Lake View Area, Kalaburagi, accused Prakash Siddi allegedly attacked victim Savitha Meti with a sharp weapon following a dispute over property. The victim sustained fatal injuries and was declared dead at K.C. General Hospital. FIR registered based on complaint by Siddaraju Nayak."
3093,300070064202303093,202301583,2023-01-15,1669,64,2,2,6,17,1,,2023-01-14 22:52:25,2023-01-15 01:52:25,2023-01-15 09:52:25,12.9355,75.0433,"Complainant Siddaraju Shankar reported receiving a call from accused posing as bank official on 14-01-2023. Accused Surya Reddy fraudulently obtained OTP and transferred Rs.757,723 from complainant's account. Cyber cell investigation initiated from Temple Road, Mangaluru."
3094,300030027202303094,202301584,2023-05-25,1669,27,2,2,12,36,2,,2023-05-23 18:32:06,2023-05-23 22:32:06,2023-05-23 23:32:06,12.4288,76.4582,"On 23-05-2023, accused Arun Shetty driving a bus rashly and negligently caused accident at Housing Colony, Mysuru, resulting in grievous injuries of Prakash Kumar. Complaint by Prakash Kumar."
3095,300150147202303095,202301585,2023-01-28,1255,147,2,2,6,19,1,,2023-01-27 21:50:30,2023-01-28 00:50:30,2023-01-28 01:50:30,14.7446,75.3829,"On 27-01-2023, complainant Harish Bagewadi from Railway Station Area, Haveri was defrauded via a fake investment scheme online. Accused Suma Raju siphoned Rs.2,118,347 through multiple UPI transactions."
3096,400160155202403096,202401511,2024-09-14,1320,155,4,1,3,7,2,,2024-09-14 21:52:42,2024-09-15 00:52:42,2024-09-15 03:52:42,14.6441,74.6035,"On 14-09-2024, a group of accused led by Pooja Kulkarni committed robbery at Main Road, Uttara Kannada, threatening Harish Joshi with weapons and looting Rs.123,082. Complaint filed by Harish Joshi."
3097,300180186202303097,202301586,2023-06-27,1480,186,2,1,8,26,3,,2023-06-24 19:04:24,2023-06-24 21:04:24,2023-06-25 03:04:24,13.4915,75.6393,"Complainant Shivakumar Siddi reported that her husband Geetha Desai and in-laws have been subjecting her to cruelty and demanding additional dowry of Rs.764,191 at College Road, Chikkamagaluru. Complaint filed on 24-06-2023."
3098,100240253202303098,202301587,2023-06-08,1947,253,1,2,6,18,3,,2023-06-06 05:55:00,2023-06-06 07:55:00,2023-06-06 12:55:00,13.2642,77.5602,"On 06-06-2023, complainant Vasantha Murthy from Lake View Area, Chikkaballapura was defrauded via a fake investment scheme online. Accused Shivakumar Savanur siphoned Rs.3,938,249 through multiple UPI transactions."
3099,100120124202403099,202401512,2024-12-16,968,124,1,2,6,19,1,,2024-12-15 04:59:46,2024-12-15 05:59:46,2024-12-15 12:59:46,16.3332,75.8114,"Complainant Vinay Ganiger reported receiving a call from accused posing as bank official on 15-12-2024. Accused Sachin Devi fraudulently obtained OTP and transferred Rs.570,864 from complainant's account. Cyber cell investigation initiated from Bypass Road, Bagalkote."
3100,300120123202303100,202301588,2023-06-01,964,123,2,2,4,10,5,,2023-06-01 17:12:58,2023-06-01 18:12:58,2023-06-02 04:12:58,16.0328,75.5713,"Complainant Mahesh Joshi reported that on 01-06-2023, accused Prasad Savanur committed theft of valuables worth Rs.139,264 from the residence/vehicle at Housing Colony, Bagalkote. Investigation initiated."
3101,100110110202403101,202401513,2024-06-20,895,110,1,2,14,39,1,,2024-06-18 22:30:12,2024-06-19 02:30:12,2024-06-19 07:30:12,16.9943,75.7879,"Investigation revealed that accused Shivakumar Kulkarni was involved in counterfeit currency circulation totalling Rs.2,829,087 at Bypass Road, Vijayapura. Complaint by Shankar Shankar on 18-06-2024."
3102,100300323202403102,202401514,2024-12-28,1667,323,1,1,7,22,2,,2024-12-26 06:21:31,2024-12-26 07:21:31,2024-12-26 07:21:31,14.3286,76.2481,"On 26-12-2024, during a raid at Bypass Road, Chitradurga, accused Swathi Devi was found in possession of heroin weighing 7 kgs. Seizure effected under NDPS Act. Complaint by Rajeshwari Bagewadi (PSI)."
3103,100030029202303103,202301589,2023-02-12,181,29,1,1,8,23,2,,2023-02-12 03:55:18,2023-02-12 06:55:18,2023-02-12 05:55:18,12.3085,76.4682,"Victim Shilpa Shankar reported that on 12-02-2023, accused Vinay Swamy committed sexual assault at Ring Road, Mysuru. Medical examination conducted at NIMHANS. Case registered under relevant sections."
3104,800070066202403104,202401515,2024-12-29,501,66,3,2,6,16,2,,2024-12-27 18:55:39,2024-12-27 18:55:39,2024-12-27 19:55:39,13.061,74.9247,"Complainant Geetha Murthy reported receiving a call from accused posing as bank official on 27-12-2024. Accused Anil Yadav fraudulently obtained OTP and transferred Rs.859,768 from complainant's account. Cyber cell investigation initiated from Lake View Area, Mangaluru."
3105,100010010202403105,202401516,2024-07-15,1542,10,1,1,1,2,2,,2024-07-12 05:53:20,2024-07-12 05:53:20,2024-07-12 13:53:20,13.1572,77.6413,"The complainant Chetan Lamani reported that on 12-07-2024, the accused Chandrika Bhat stabbed Chetan Lamani during a quarrel at Marathahalli, Bengaluru Urban. Victim succumbed to injuries at K.C. General Hospital."
3106,100040035202303106,202301590,2023-12-11,1261,35,1,1,2,3,4,10,2023-12-09 09:33:43,2023-12-09 12:33:43,2023-12-09 20:33:43,13.5292,77.1719,"On 09-12-2023, at Hospital Road, Tumakuru, accused Mohan Kumar attempted to murder Suma Ganiger by attacking with a lethal weapon. Victim sustained serious injuries and was admitted to Columbia Asia Hospital. Case registered on complaint of Latha Naikar."
3107,800190198202303107,202301591,2023-05-22,1342,198,3,2,6,19,5,,2023-05-22 17:21:02,2023-05-22 17:21:02,2023-05-23 00:21:02,12.8592,76.0709,"On 22-05-2023, complainant Geetha Raju from College Road, Hassan was defrauded via a fake investment scheme online. Accused Lakshmi Bangera siphoned Rs.3,062,648 through multiple UPI transactions."
3108,300290306202403108,202401517,2024-08-25,2326,306,2,1,1,1,1,,2024-08-22 00:16:48,2024-08-22 04:16:48,2024-08-22 03:16:48,17.9841,77.6625,"On 22-08-2024 at Agricultural Land, Bidar, accused Siddaraju Naikar allegedly attacked victim Vasantha Rao with a sharp weapon following a dispute over property. The victim sustained fatal injuries and was declared dead at Government Hospital. FIR registered based on complaint by Vasantha Rao."
3109,400270285202303109,202301592,2023-08-31,240,285,4,2,10,31,1,,2023-08-29 13:09:13,2023-08-29 17:09:13,2023-08-29 14:09:13,16.0968,77.3493,"On 29-08-2023, complainant Nandini Bangera reported that accused Divya Gupta committed atrocities based on caste at Industrial Area, Raichur. Verbal abuse and social boycott reported. FIR registered under SC/ST Act."
3110,300250261202403110,202401518,2024-04-20,2020,261,2,2,4,9,4,73,2024-04-17 10:21:46,2024-04-17 14:21:46,2024-04-17 20:21:46,13.1586,78.0343,"On 17-04-2024, a two-wheeler bearing registration KA-XX-XXXX was stolen from Agricultural Land, Kolar. Complainant Nandini Siddi suspects involvement of Shilpa Lamani and gang based on CCTV footage."
3111,100150147202403111,202401519,2024-03-26,947,147,1,2,6,16,1,,2024-03-25 06:47:11,2024-03-25 08:47:11,2024-03-25 07:47:11,14.5995,75.4519,"Complainant Krishna Desai reported receiving a call from accused posing as bank official on 25-03-2024. Accused Swathi Kulkarni fraudulently obtained OTP and transferred Rs.962,205 from complainant's account. Cyber cell investigation initiated from New Extension, Haveri."
3112,100220224202303112,202301593,2023-05-31,591,224,1,1,8,26,2,,2023-05-31 15:10:18,2023-05-31 16:10:18,2023-05-31 21:10:18,12.0483,77.0674,"Victim Suresh Murthy reported that on 31-05-2023, accused Anil Patil committed sexual assault at Bus Stand Area, Chamarajanagara. Medical examination conducted at Apollo Hospital. Case registered under relevant sections."
3113,300020015202303113,202301594,2023-09-17,1069,15,2,2,4,11,1,,2023-09-17 12:23:39,2023-09-17 13:23:39,2023-09-17 20:23:39,13.0569,77.2093,"On 17-09-2023, a two-wheeler bearing registration KA-XX-XXXX was stolen from Sarjapur Road, Bengaluru Rural. Complainant Mangala Hosamani suspects involvement of Nagesh Bai and gang based on CCTV footage."
3114,100170168202303114,202301595,2023-06-20,1344,168,1,2,4,11,3,,2023-06-20 16:25:26,2023-06-20 19:25:26,2023-06-20 21:25:26,13.1667,74.8932,"On 20-06-2023, a two-wheeler bearing registration KA-XX-XXXX was stolen from Industrial Area, Udupi. Complainant Shilpa Bai suspects involvement of Bharathi Desai and gang based on CCTV footage."
3115,300030023202303115,202301596,2023-12-27,1894,23,2,1,2,4,1,,2023-12-26 17:40:33,2023-12-26 18:40:33,2023-12-26 18:40:33,12.2372,76.6661,"On 26-12-2023, at Industrial Area, Mysuru, accused Prakash Nayak attempted to murder Krishna Savanur by attacking with a lethal weapon. Victim sustained serious injuries and was admitted to District General Hospital. Case registered on complaint of Krishna Savanur."
3116,300050044202303116,202301597,2023-10-13,344,44,2,2,6,19,4,11,2023-10-12 01:18:58,2023-10-12 03:18:58,2023-10-12 02:18:58,15.7659,74.2981,"On 12-10-2023, complainant Mangala Kambli from Temple Road, Belagavi was defrauded via a fake investment scheme online. Accused Gopal Kattimani siphoned Rs.1,667,710 through multiple UPI transactions."
3117,800030027202403117,202401520,2024-08-20,1022,27,3,1,9,29,1,,2024-08-20 06:01:48,2024-08-20 10:01:48,2024-08-20 16:01:48,12.2082,76.4417,"On 20-08-2024, a minor victim (age 16) was sexually assaulted by accused Ganesh Kattimani at Bus Stand Area, Mysuru. Complaint registered by Kiran Hegde (parent/guardian). Victim examined at Victoria Hospital."
3118,300150150202403118,202401521,2024-02-11,1166,150,2,1,2,3,2,,2024-02-08 04:14:11,2024-02-08 06:14:11,2024-02-08 12:14:11,14.941,75.5043,"On 08-02-2024, at College Road, Haveri, accused Lakshmi Savanur attempted to murder Nagesh Kambli by attacking with a lethal weapon. Victim sustained serious injuries and was admitted to Apollo Hospital. Case registered on complaint of Srinivas Hosamani."
3119,100180183202303119,202301598,2023-10-23,1486,183,1,1,2,4,2,,2023-10-21 03:10:59,2023-10-21 04:10:59,2023-10-21 13:10:59,13.135,75.7272,"On 21-10-2023, at Hospital Road, Chikkamagaluru, accused Sagar Meti attempted to murder Chandrika Joshi by attacking with a lethal weapon. Victim sustained serious injuries and was admitted to St. John's Hospital. Case registered on complaint of Chandrika Joshi."
3120,800140141202403120,202401522,2024-09-30,567,141,3,1,8,24,3,,2024-09-29 03:56:14,2024-09-29 03:56:14,2024-09-29 04:56:14,15.2335,75.469,"Complainant Sagar Bhat reported that her husband Mahesh Joshi and in-laws have been subjecting her to cruelty and demanding additional dowry of Rs.746,970 at Railway Station Area, Gadag. Complaint filed on 29-09-2024."
3121,800160156202303121,202301599,2023-11-03,1587,156,3,2,5,15,4,43,2023-11-02 05:13:16,2023-11-02 09:13:16,2023-11-02 09:13:16,14.5325,74.8588,"Complainant Rajeshwari Kambli reported that accused Mangala Desai cheated by posing as a government official and fraudulently obtained Rs.1,092,096 through fake documents at Main Road, Uttara Kannada on 02-11-2023. Total loss: Rs.1,487,869."
3122,100230240202403122,202401523,2024-01-03,1486,240,1,2,5,12,3,,2024-01-03 22:42:30,2024-01-04 02:42:30,2024-01-04 02:42:30,12.789,77.3298,"Complainant Shivakumar Lamani reported that accused Sunitha Savanur cheated by posing as a government official and fraudulently obtained Rs.182,513 through fake documents at Industrial Area, Ramanagara on 03-01-2024. Total loss: Rs.1,711,211."
3123,100150151202303123,202301600,2023-01-05,1172,151,1,1,7,22,1,,2023-01-05 18:21:41,2023-01-05 20:21:41,2023-01-06 04:21:41,14.9196,75.2146,"On 05-01-2023, during a raid at Industrial Area, Haveri, accused Shivakumar Hegde was found in possession of hashish weighing 15 kgs. Seizure effected under NDPS Act. Complaint by Venkatesh Desai (PSI)."
3124,100070064202303124,202301601,2023-03-23,2332,64,1,2,5,15,1,,2023-03-23 05:20:25,2023-03-23 07:20:25,2023-03-23 14:20:25,13.0081,74.9449,"Complainant Sachin Shetty reported that accused Mahesh Patil cheated by posing as a government official and fraudulently obtained Rs.1,441,700 through fake documents at College Road, Mangaluru on 23-03-2023. Total loss: Rs.1,878,990."
3125,100200205202403125,202401524,2024-11-19,1641,205,1,1,7,22,4,54,2024-11-19 04:13:46,2024-11-19 07:13:46,2024-11-19 14:13:46,12.369,75.8802,"On 19-11-2024, during a raid at Bus Stand Area, Kodagu, accused Mohan Angadi was found in possession of MDMA pills weighing 31 kgs. Seizure effected under NDPS Act. Complaint by Rajesh Bhat (PSI)."
3126,300070064202403126,202401525,2024-10-21,1540,64,2,2,6,17,2,,2024-10-18 16:48:04,2024-10-18 17:48:04,2024-10-18 23:48:04,13.1099,75.021,"Complainant Yashodha Nayak reported receiving a call from accused posing as bank official on 18-10-2024. Accused Naveen Patil fraudulently obtained OTP and transferred Rs.930,871 from complainant's account. Cyber cell investigation initiated from Main Road, Mangaluru."
3127,100280298202303127,202301602,2023-10-25,1601,298,1,1,8,25,4,81,2023-10-25 17:31:35,2023-10-25 21:31:35,2023-10-26 05:31:35,16.7965,76.9541,"Complainant Nandini Desai reported that her husband Vinay Kambli and in-laws have been subjecting her to cruelty and demanding additional dowry of Rs.183,917 at Temple Road, Yadgir. Complaint filed on 25-10-2023."
3128,400080074202303128,202301603,2023-03-06,586,74,4,1,2,4,2,,2023-03-04 09:37:07,2023-03-04 11:37:07,2023-03-04 19:37:07,14.0381,75.7308,"On 04-03-2023, at Market Area, Shivamogga, accused Meena Kumari attempted to murder Umesh Bai by attacking with a lethal weapon. Victim sustained serious injuries and was admitted to Apollo Hospital. Case registered on complaint of Umesh Bai."
3129,800140136202403129,202401526,2024-08-06,1129,136,3,2,4,10,1,,2024-08-04 02:05:39,2024-08-04 04:05:39,2024-08-04 09:05:39,15.4598,75.7282,"Complainant Vasantha Kumar reported that on 04-08-2024, accused Shankar Desai committed theft of valuables worth Rs.31,475 from the residence/vehicle at Ring Road, Gadag. Investigation initiated."
3130,100210219202403130,202401527,2024-09-07,1685,219,1,2,5,13,2,,2024-09-05 16:25:00,2024-09-05 18:25:00,2024-09-05 19:25:00,12.6862,76.9881,"Complainant Ravi Desai reported that accused Harish Hegde cheated by posing as a government official and fraudulently obtained Rs.455,145 through fake documents at Market Area, Mandya on 05-09-2024. Total loss: Rs.276,465."
3131,800070064202303131,202301604,2023-02-10,2374,64,3,2,4,11,1,,2023-02-07 12:32:05,2023-02-07 14:32:05,2023-02-07 23:32:05,12.8206,75.0286,"On 07-02-2023, a two-wheeler bearing registration KA-XX-XXXX was stolen from Bypass Road, Mangaluru. Complainant Gopal Shankar suspects involvement of Nagesh Bai and gang based on CCTV footage."
3132,100140141202403132,202401528,2024-09-11,899,141,1,2,4,9,1,,2024-09-11 06:10:08,2024-09-11 08:10:08,2024-09-11 08:10:08,15.4769,75.4624,"On 11-09-2024, a two-wheeler bearing registration KA-XX-XXXX was stolen from Old Town, Gadag. Complainant Ramesh Bagewadi suspects involvement of Sharada Kumar and gang based on CCTV footage."
3133,100120121202403133,202401529,2024-08-04,2157,121,1,1,7,21,1,,2024-08-01 15:18:36,2024-08-01 19:18:36,2024-08-02 00:18:36,16.257,75.7399,"On 01-08-2024, during a raid at Lake View Area, Bagalkote, accused Nagesh Gowda was found in possession of MDMA pills weighing 46 kgs. Seizure effected under NDPS Act. Complaint by Manjunath Shetty (PSI)."
3134,300050048202303134,202301605,2023-11-14,2181,48,2,2,6,18,2,,2023-11-12 09:57:29,2023-11-12 10:57:29,2023-11-12 12:57:29,15.6549,74.5837,"Complainant Yashodha Angadi reported receiving a call from accused posing as bank official on 12-11-2023. Accused Pavan Bangera fraudulently obtained OTP and transferred Rs.972,990 from complainant's account. Cyber cell investigation initiated from Bypass Road, Belagavi."
3135,800250265202303135,202301606,2023-11-05,21,265,3,2,5,15,2,,2023-11-02 14:10:04,2023-11-02 15:10:04,2023-11-02 17:10:04,13.0506,78.0974,"Complainant Madhu Hiremath reported that accused Nagaraj Ganiger cheated by posing as a government official and fraudulently obtained Rs.1,967,841 through fake documents at Old Town, Kolar on 02-11-2023. Total loss: Rs.1,508,716."
3136,100040037202403136,202401530,2024-02-20,2152,37,1,2,4,10,1,,2024-02-17 06:06:36,2024-02-17 06:06:36,2024-02-17 13:06:36,13.2911,77.2566,"On 17-02-2024, a two-wheeler bearing registration KA-XX-XXXX was stolen from New Extension, Tumakuru. Complainant Suma Kumar suspects involvement of Sunitha Salian and gang based on CCTV footage."
3137,400280297202303137,202301607,2023-07-22,2254,297,4,1,2,3,2,,2023-07-20 00:21:33,2023-07-20 03:21:33,2023-07-20 07:21:33,16.6452,77.1519,"On 20-07-2023, at Old Town, Yadgir, accused Shankar Hosamani attempted to murder Shivanand Meti by attacking with a lethal weapon. Victim sustained serious injuries and was admitted to Victoria Hospital. Case registered on complaint of Ashok Desai."
3138,100190198202403138,202401531,2024-02-06,1561,198,1,2,4,10,4,51,2024-02-04 08:22:34,2024-02-04 08:22:34,2024-02-04 16:22:34,12.9503,76.2814,"On 04-02-2024, a two-wheeler bearing registration KA-XX-XXXX was stolen from Old Town, Hassan. Complainant Bharath Prasad suspects involvement of Prakash Desai and gang based on CCTV footage."
3139,100270288202303139,202301608,2023-08-27,762,288,1,1,1,1,2,,2023-08-24 10:01:58,2023-08-24 12:01:58,2023-08-24 17:01:58,16.3685,77.257,"The complainant Saraswathi Devi reported that on 24-08-2023, the accused Deepak Joshi stabbed Saraswathi Devi during a quarrel at Old Town, Raichur. Victim succumbed to injuries at Manipal Hospital."
3140,800150152202303140,202301609,2023-02-02,2199,152,3,2,6,16,3,,2023-02-02 04:20:51,2023-02-02 06:20:51,2023-02-02 13:20:51,14.8629,75.3951,"On 02-02-2023, complainant Nandish Savanur from Old Town, Haveri was defrauded via a fake investment scheme online. Accused Pavan Naikar siphoned Rs.4,567,030 through multiple UPI transactions."
