EmployeeID,DistrictID,UnitID,RankID,DesignationID,KGID,FirstName,EmployeeDOB,GenderID,BloodGroupID,PhysicallyChallenged,AppointmentDate
298,4,38,13,8,KG2016234082,Naveen Kambli,1999-11-09,1,3,0,2018-03-18
299,4,36,9,12,KG2017892084,Chetan Poojary,1995-06-16,1,3,0,2005-09-23
300,4,35,12,2,KG2007249557,Shobha Kulkarni,1985-07-23,2,3,0,2012-03-02
301,4,33,13,11,KG2005278096,Chandrashekar Bagewadi,1979-05-29,1,2,0,2010-08-07
302,4,33,13,1,KG2010927520,Surya Kattimani,1988-07-28,1,7,0,2016-01-23
303,4,38,9,8,KG2010473210,Hanumanthappa Yadav,1973-04-22,1,1,0,2022-12-05
304,4,37,10,2,KG2010767542,Ganesh Hosamani,1973-05-13,1,2,0,2017-04-09
305,4,39,13,7,KG2018164736,Bharathi Bangera,1972-05-27,2,6,0,2007-04-10
306,4,35,11,9,KG2013692688,Surya Siddi,1982-08-18,1,4,0,2011-09-03
307,4,38,12,8,KG2018091885,Nagesh Kumar,1983-03-19,1,8,0,2023-06-25
308,4,32,10,11,KG2008323332,Prakash Naikar,1987-10-31,1,8,0,2015-07-25
309,4,36,9,9,KG2016195647,Nagesh Hosamani,1989-12-30,1,5,0,2006-01-01
310,4,36,10,5,KG2007700597,Ramesh Devi,1985-06-03,1,7,1,2023-02-16
311,4,35,12,7,KG2020600535,Vishwanath Siddi,1980-07-27,1,5,0,2015-09-07
312,4,32,12,9,KG2008995366,Pavan Rao,1990-02-22,1,3,1,2008-11-17
313,4,35,9,7,KG2011862521,Pavan Angadi,1998-02-19,1,5,0,2008-04-26
314,4,33,9,9,KG2021480413,Siddaraju Prasad,1970-07-22,1,7,0,2022-08-23
315,4,34,9,10,KG2008823915,Arun Devi,1982-11-01,1,6,0,2017-01-05
316,4,36,11,8,KG2010288793,Ashok Gowda,1988-01-29,1,7,0,2008-03-24
317,4,37,13,1,KG2005354279,Vinay Desai,1983-08-06,1,5,0,2011-12-23
318,4,33,7,4,KG2015282508,Yogesh Bagewadi,1988-09-11,1,2,0,2018-07-27
319,4,35,8,7,KG2016860900,Bharath Savanur,1972-07-09,1,3,0,2016-07-23
320,4,40,11,9,KG2011917694,Lakshmi Patil,1979-01-02,2,4,0,2006-04-18
321,4,32,8,12,KG2021416225,Nagesh Lamani,1998-07-03,1,1,0,2007-10-12
322,4,39,12,3,KG2022366750,Chandrika Salian,1985-06-11,2,5,0,2008-09-01
323,4,33,10,7,KG2012678828,Hanumanthappa Swamy,1980-02-06,1,4,0,2020-03-14
324,4,38,12,11,KG2005234640,Srinivas Patil,1981-04-28,1,5,0,2018-08-24
325,4,36,11,7,KG2011489369,Latha Raju,1983-07-22,2,7,0,2020-03-10
326,4,32,12,11,KG2014312975,Shilpa Kambli,2000-09-13,2,8,0,2007-06-05
327,4,36,12,5,KG2011157213,Anil Acharya,1993-03-16,1,4,0,2022-03-03
328,4,38,13,11,KG2014272029,Suresh Meti,1988-10-10,1,7,0,2014-01-28
329,4,35,10,12,KG2016531959,Kumaraswamy Naikar,1983-06-20,1,3,0,2008-10-24
330,4,39,9,5,KG2015686225,Nagaraj Patil,1974-01-03,1,6,0,2009-12-26
331,4,36,11,6,KG2019892563,Lakshman Murthy,1975-04-14,1,1,0,2015-07-22
332,4,33,12,4,KG2021312849,Pavan Hosamani,1988-07-13,1,3,0,2006-03-19
333,4,35,10,10,KG2015904286,Latha Rao,1978-02-02,2,2,0,2022-06-22
334,4,34,10,1,KG2010604273,Vinay Swamy,1977-02-08,1,2,0,2015-12-25
335,4,38,12,7,KG2005039558,Ashok Hosamani,1993-12-11,1,6,0,2009-06-22
336,4,37,13,9,KG2012237257,Pavan Kumar,1985-06-12,1,3,0,2012-01-01
337,4,40,12,3,KG2014478074,Venkatesh Acharya,1993-05-04,1,6,0,2018-05-18
338,4,34,10,8,KG2017020054,Kiran Shetty,1980-03-31,1,3,0,2010-01-12
339,4,32,12,3,KG2017919124,Anil Gowda,1998-09-22,1,1,0,2010-09-27
340,4,32,13,11,KG2018465898,Rekha Kumari,1987-01-22,2,5,0,2007-10-10
341,4,34,10,11,KG2008694664,Basavaraj Kattimani,1993-05-04,1,3,0,2011-01-21
342,5,50,13,2,KG2011638585,Arun Meti,1978-12-17,1,5,0,2022-06-14
343,5,45,11,7,KG2020954579,Venkatesh Kambli,1979-04-26,1,8,0,2020-06-08
344,5,42,9,2,KG2009995567,Vasantha Meti,1974-01-15,2,2,0,2022-06-26
345,5,43,8,11,KG2019052513,Anand Raju,1974-06-24,1,3,0,2023-03-29
346,5,46,11,11,KG2008892597,Yogesh Kumari,1972-01-22,1,3,0,2005-03-21
347,5,44,10,8,KG2016854552,Pooja Hegde,1985-05-17,2,2,0,2009-02-07
348,5,49,10,7,KG2010118549,Ashok Kattimani,1975-12-12,1,1,1,2020-08-13
349,5,44,9,10,KG2010641019,Hanumanthappa Bagewadi,1987-01-13,1,6,0,2022-06-23
350,5,44,12,8,KG2006066413,Vishwanath Bagewadi,1981-09-26,1,6,0,2019-09-10
351,5,50,13,10,KG2021548514,Sachin Kulkarni,2000-11-15,1,2,0,2020-09-18
352,5,45,12,11,KG2022935395,Prasad Rao,1997-06-29,1,1,0,2006-03-24
353,5,44,12,8,KG2020336209,Bharathi Shankar,1980-10-21,2,5,0,2012-06-03
354,5,45,12,7,KG2019465766,Deepak Hegde,1995-09-15,1,2,0,2015-01-19
355,5,49,10,8,KG2017432369,Suresh Devi,1971-08-11,1,1,0,2017-07-01
356,5,46,13,9,KG2015380993,Darshan Lamani,1972-06-08,1,4,0,2023-04-26
357,5,47,12,10,KG2019119563,Anil Desai,1974-05-16,1,4,0,2022-01-12
358,5,47,13,5,KG2006940444,Nagesh Devi,1977-05-13,1,3,0,2016-01-17
359,5,48,9,10,KG2011479248,Manoj Hiremath,1978-07-20,1,6,0,2021-01-28
360,5,48,9,11,KG2019479606,Kamala Kumari,1999-07-16,2,3,0,2018-03-21
361,5,42,12,1,KG2020969274,Girish Salian,1992-10-20,1,3,0,2022-07-09
362,5,44,13,3,KG2015528598,Darshan Bangera,1987-04-04,1,4,0,2014-05-23
363,5,47,7,8,KG2021313434,Srinivas Kattimani,1994-07-29,1,4,0,2012-01-16
364,5,46,13,11,KG2021568844,Anil Patil,1998-07-27,1,2,0,2012-03-25
365,5,50,12,10,KG2014920102,Swathi Siddi,1988-12-12,2,1,0,2023-02-17
366,5,42,11,1,KG2010300539,Kiran Prasad,2000-08-27,1,3,0,2010-08-15
367,5,46,10,9,KG2022906853,Umesh Devi,1980-01-24,1,7,0,2021-08-26
368,5,46,13,1,KG2015578945,Vidya Kattimani,1972-05-31,2,5,0,2005-04-17
369,5,49,13,11,KG2022774321,Gopal Desai,1997-01-24,1,4,0,2009-05-29
370,5,44,6,2,KG2008395522,Naveen Ganiger,1971-10-28,1,5,0,2014-08-12
371,5,44,10,5,KG2006161170,Jagadish Rao,1984-06-21,1,1,0,2018-05-22
372,5,46,12,10,KG2021230647,Ravi Bhat,1978-04-01,1,2,0,2016-09-04
373,5,44,11,9,KG2011695557,Shivakumar Yadav,1984-11-20,1,6,0,2012-06-05
374,5,50,12,9,KG2016467316,Savitha Kumari,1980-10-12,2,4,0,2019-05-29
375,5,47,11,2,KG2005955605,Kumaraswamy Murthy,1993-03-09,1,6,0,2023-06-10
376,5,50,11,1,KG2015538858,Gopal Nayak,1973-09-11,1,3,1,2007-02-26
377,5,50,12,11,KG2018876259,Darshan Swamy,1974-08-30,1,7,0,2009-08-12
378,5,43,13,3,KG2006091773,Anil Kulkarni,1973-04-15,1,3,0,2006-03-21
379,5,50,9,4,KG2019660831,Swathi Hosamani,1988-02-22,2,6,0,2014-09-18
380,5,43,12,11,KG2006734929,Ravi Salian,1973-04-04,1,2,0,2013-01-09
381,5,46,12,5,KG2017862058,Umesh Hosamani,1999-08-22,1,8,0,2005-09-10
382,5,45,9,7,KG2009312535,Kumaraswamy Murthy,2000-05-19,1,6,0,2022-10-31
383,5,42,12,9,KG2017563245,Venkatesh Kumar,1994-07-24,1,5,0,2006-11-29
384,5,47,10,11,KG2010231513,Shobha Shetty,1997-09-03,2,4,0,2010-09-02
385,5,42,13,9,KG2014704314,Nagaraj Shankar,1973-01-08,1,2,0,2010-08-16
386,5,49,7,6,KG2008298988,Gopal Gupta,1997-10-16,1,4,0,2006-07-26
387,5,49,10,11,KG2016846935,Lakshman Rao,1984-03-10,1,3,0,2014-08-10
388,5,45,13,12,KG2016140830,Girish Prasad,2000-06-26,1,6,0,2021-06-10
389,5,49,11,5,KG2007882684,Arun Patil,1982-08-03,1,4,0,2008-02-21
390,5,43,13,1,KG2017806565,Lakshmi Salian,1996-06-20,2,1,0,2009-10-09
391,5,50,13,9,KG2016411565,Nandish Rao,1980-01-07,1,5,0,2022-04-27
392,5,50,12,7,KG2010793989,Rajesh Gupta,1993-01-23,1,8,0,2008-02-24
393,5,44,13,8,KG2020243008,Meena Yadav,1972-10-26,2,6,0,2010-12-06
394,5,45,12,6,KG2006680028,Jagadish Gowda,1984-07-15,1,5,0,2007-04-26
395,5,46,12,10,KG2016616226,Gopal Hosamani,1999-04-23,1,5,0,2006-09-30
396,5,45,12,6,KG2020930268,Shivakumar Meti,1997-02-07,1,3,0,2005-02-24
397,5,45,9,11,KG2010379819,Ramesh Patil,1997-01-02,1,2,0,2021-02-02
398,5,48,13,12,KG2020220940,Pavan Naikar,1996-07-02,1,7,0,2008-08-13
399,5,42,9,10,KG2006934070,Krishna Ganiger,1995-09-03,1,1,0,2008-04-18
400,5,44,12,7,KG2014993268,Hanumanthappa Naik,1973-11-05,1,8,0,2009-11-10
401,5,49,13,3,KG2009833216,Vishwanath Bangera,1996-02-20,1,3,0,2023-05-28
402,5,50,10,12,KG2007240978,Jagadish Bangera,1986-12-19,1,3,0,2013-08-24
403,5,45,12,9,KG2008186041,Ramesh Bangera,1991-05-07,1,1,0,2018-10-16
404,5,50,12,2,KG2022867720,Darshan Bai,1970-01-20,1,7,0,2022-05-19
405,5,47,13,12,KG2017367545,Sachin Naikar,1996-06-03,1,2,0,2023-01-18
406,5,46,12,4,KG2022428498,Kavitha Murthy,1981-07-25,2,1,0,2009-03-29
407,5,42,12,2,KG2015428706,Prasad Swamy,1986-04-02,1,3,0,2007-05-24
408,5,46,10,9,KG2017791646,Nagesh Prasad,1979-02-20,1,8,0,2014-04-09
409,5,50,12,5,KG2017771524,Vasantha Joshi,1976-03-12,2,2,0,2019-10-15
410,5,49,13,3,KG2015839757,Madhu Hiremath,1994-09-12,1,1,0,2018-10-10
411,5,42,13,3,KG2007067194,Shankar Angadi,1981-10-20,1,6,0,2009-12-22
412,5,42,13,7,KG2006991655,Sagar Murthy,1977-11-11,1,8,0,2019-05-13
413,5,45,13,9,KG2021540870,Venkatesh Bangera,1980-05-23,1,3,0,2018-10-19
414,5,47,10,1,KG2017370282,Kavitha Prasad,2000-01-15,2,7,0,2013-11-12
415,6,52,13,2,KG2022959457,Indira Murthy,1996-02-24,2,6,0,2012-10-22
416,6,56,10,4,KG2005273792,Santosh Poojary,1977-11-07,1,2,0,2014-02-18
417,6,60,10,2,KG2013727913,Harish Siddi,1989-11-11,1,8,0,2013-06-17
418,6,57,7,8,KG2020121917,Lakshman Naik,1981-07-26,1,7,0,2006-07-08
419,6,55,13,4,KG2021561672,Vishwanath Joshi,1970-06-09,1,5,0,2020-09-20
420,6,53,11,12,KG2010499705,Sunitha Kambli,1984-01-30,2,4,0,2012-12-06
421,6,56,10,12,KG2011246270,Kiran Meti,1980-11-09,1,4,0,2010-12-15
422,6,55,13,6,KG2007708641,Arun Kumari,1999-10-05,1,1,0,2016-01-19
423,6,60,7,8,KG2013514647,Siddaraju Meti,1978-03-16,1,5,0,2022-02-21
424,6,54,9,7,KG2021364159,Kumaraswamy Gowda,1987-08-30,1,3,0,2020-05-24
425,6,53,13,8,KG2011397860,Rajesh Kumar,1996-01-24,1,6,0,2007-04-06
426,6,56,10,5,KG2016192848,Ashok Kulkarni,1992-05-16,1,4,0,2014-07-05
427,6,57,11,7,KG2009603868,Naveen Poojary,2000-10-09,1,2,0,2010-02-16
428,6,55,12,7,KG2020844805,Yogesh Rao,1970-06-09,1,7,0,2008-12-17
429,6,60,12,6,KG2022900205,Basavaraj Raju,1995-06-22,1,7,0,2006-01-26
430,6,54,9,5,KG2019780763,Krishna Devi,1985-01-05,1,6,0,2010-10-30
431,6,60,8,5,KG2016909502,Vishwanath Kumari,2000-06-26,1,4,0,2018-08-01
432,6,60,10,5,KG2020812379,Pavan Ganiger,1990-01-18,1,7,0,2006-10-05
433,6,59,12,3,KG2017890137,Sharada Kattimani,1973-03-14,2,3,0,2006-10-11
434,6,57,10,5,KG2013930813,Shankar Hiremath,1989-12-16,1,6,0,2022-07-08
435,6,60,7,7,KG2012694181,Suresh Bai,1981-04-15,1,2,0,2021-09-07
436,6,58,9,2,KG2006027646,Chandrika Kambli,1987-10-23,2,2,0,2016-10-02
437,6,54,9,7,KG2019656913,Deepak Murthy,1975-09-03,1,3,0,2007-12-12
438,6,57,13,6,KG2013575192,Latha Siddi,1989-12-15,2,3,0,2008-01-12
439,6,59,12,11,KG2022324704,Rashmi Savanur,1985-07-29,2,4,0,2015-10-21
440,6,59,10,7,KG2005548737,Basavaraj Kumar,1976-02-12,1,5,0,2012-09-18
441,6,52,13,8,KG2005803073,Chandrika Acharya,1989-04-23,2,5,0,2022-11-24
442,6,52,12,4,KG2017262036,Nagaraj Angadi,1977-04-29,1,7,0,2021-01-13
443,6,55,10,7,KG2014679957,Sagar Prasad,1993-11-11,1,5,0,2023-02-21
444,6,53,10,5,KG2013734499,Jagadish Bagewadi,1997-12-08,1,4,0,2016-01-14
445,6,54,9,9,KG2013131114,Arun Murthy,1989-09-01,1,1,0,2021-04-23
446,6,54,9,4,KG2016486209,Basavaraj Meti,1971-06-04,1,2,0,2012-05-29
447,6,54,9,7,KG2011939209,Ashok Patil,1981-03-21,1,7,0,2023-05-01
448,6,53,7,12,KG2012773450,Nandish Bagewadi,1971-07-04,1,8,0,2009-06-20
449,6,53,12,4,KG2015166317,Pavan Acharya,1998-03-23,1,1,0,2021-05-02
450,6,60,12,5,KG2016930632,Basavaraj Nayak,1972-05-03,1,4,1,2019-12-15
451,6,55,12,6,KG2008415036,Vinay Salian,1980-11-26,1,1,0,2005-03-15
452,6,59,13,3,KG2010524204,Prakash Gupta,1974-02-06,1,6,0,2020-05-21
453,6,52,9,11,KG2009511541,Kumaraswamy Devi,1980-06-09,1,6,0,2012-02-08
454,6,59,13,1,KG2013942317,Shivakumar Bai,1971-10-09,1,8,0,2015-11-20
455,6,60,13,4,KG2015767980,Kumaraswamy Joshi,1991-01-05,1,3,0,2011-03-06
456,6,54,11,5,KG2021397456,Jagadish Kumar,1978-04-28,1,6,0,2005-06-03
457,6,55,10,2,KG2011549527,Kumaraswamy Hosamani,2000-08-24,1,3,0,2016-02-28
458,6,57,11,6,KG2006875764,Sagar Shankar,1975-10-28,1,1,0,2009-01-03
459,6,59,10,1,KG2021654281,Prasad Meti,1996-06-24,1,1,0,2010-09-28
460,6,53,9,4,KG2006378459,Prakash Lamani,1995-01-12,1,7,0,2021-09-04
461,6,52,13,5,KG2014081722,Surya Shankar,1979-09-08,1,2,0,2016-08-26
462,6,55,12,4,KG2010585550,Darshan Gupta,1995-01-14,1,2,0,2014-04-25
463,6,57,13,12,KG2010576681,Arun Shetty,1988-01-06,1,6,0,2016-04-27
464,6,60,5,8,KG2015885894,Pushpa Kambli,1986-09-04,2,7,0,2014-04-01
465,6,57,12,10,KG2013377497,Prasad Kambli,1990-04-18,1,7,0,2015-01-14
466,6,52,6,10,KG2005314923,Srinivas Acharya,1979-12-15,1,6,0,2009-10-26
467,6,56,8,9,KG2008039570,Hanumanthappa Rao,1990-08-26,1,3,0,2012-12-23
468,6,57,13,4,KG2017596708,Basavaraj Hegde,1979-10-03,1,2,0,2021-06-21
469,6,59,10,12,KG2014039187,Arun Bangera,1995-11-07,1,2,0,2013-07-23
470,6,57,10,7,KG2005664679,Manoj Yadav,1998-05-11,1,1,0,2013-07-31
471,6,52,10,10,KG2009052974,Madhu Yadav,2000-03-20,1,7,1,2021-05-30
472,6,60,9,7,KG2009352498,Santosh Rao,1973-09-14,1,1,0,2015-09-04
473,6,56,9,9,KG2009504284,Chetan Bai,1995-02-02,1,8,0,2009-06-11
474,6,55,12,12,KG2013814505,Deepak Shankar,1989-04-17,1,2,0,2012-04-03
475,6,58,11,6,KG2005807070,Shivakumar Bangera,1983-09-04,1,6,0,2008-10-18
476,6,59,12,8,KG2016163569,Sachin Nayak,1973-11-06,1,1,0,2007-07-10
477,6,54,13,5,KG2014471924,Chetan Kumari,1991-02-19,1,6,0,2005-07-06
478,6,60,10,9,KG2020653307,Harish Kambli,1976-05-04,1,1,0,2020-08-04
479,6,60,9,3,KG2006487547,Kiran Prasad,1999-05-16,1,2,0,2005-03-10
480,6,56,13,11,KG2014909546,Arun Naik,1999-02-17,1,4,1,2013-09-02
481,6,60,7,2,KG2022092297,Radha Bangera,1978-05-13,2,8,0,2009-06-18
482,6,52,9,9,KG2010019265,Shivanand Hiremath,1985-07-22,1,6,0,2020-05-07
483,6,56,10,9,KG2017933655,Manjunath Raju,1971-04-28,1,5,0,2017-06-13
484,6,57,13,11,KG2021710930,Surya Hosamani,1997-06-22,1,4,0,2019-01-12
485,6,54,11,5,KG2022138174,Sharada Bagewadi,1979-04-11,2,3,0,2019-08-21
486,6,55,13,5,KG2018953158,Sagar Bai,1976-07-06,1,3,0,2019-09-20
487,6,60,12,12,KG2005802617,Siddaraju Rao,1984-04-18,1,7,0,2014-04-15
488,6,56,10,4,KG2013635023,Naveen Naik,1995-06-09,1,4,0,2018-09-26
489,6,55,13,6,KG2009526726,Nandish Naikar,1997-02-15,1,6,0,2015-07-08
490,6,58,12,3,KG2018801678,Sachin Gowda,1970-09-03,1,7,0,2011-01-20
491,6,55,13,2,KG2015908880,Umesh Meti,1990-07-11,1,7,0,2010-07-15
492,6,52,12,7,KG2022550745,Santosh Poojary,1998-10-09,1,1,0,2020-10-17
493,6,59,12,1,KG2022414829,Deepa Savanur,1971-10-06,2,7,0,2017-07-05
494,6,52,10,8,KG2019174574,Basavaraj Murthy,1988-12-13,1,1,0,2011-08-09
495,6,54,12,11,KG2008188504,Surya Ganiger,1996-04-05,1,3,0,2020-08-12
496,6,57,12,3,KG2019094561,Anil Nayak,1981-03-21,1,3,0,2012-04-08
497,6,53,9,12,KG2021741636,Nagesh Hegde,1987-03-25,1,3,0,2021-04-21
498,6,58,9,3,KG2010911023,Vasantha Rao,1976-06-27,2,1,0,2009-01-05
499,6,56,13,8,KG2009212706,Naveen Kumari,1970-02-27,1,5,0,2018-12-19
500,6,59,13,9,KG2012227409,Shankar Meti,1996-05-31,1,8,0,2019-10-17
501,7,63,12,1,KG2022859960,Nagaraj Prasad,1979-04-25,1,3,0,2006-02-05
502,7,67,9,1,KG2015965094,Shankar Acharya,1973-12-07,1,2,0,2006-02-06
503,7,64,10,5,KG2022186038,Chetan Bangera,1990-06-05,1,6,0,2021-10-22
504,7,63,13,6,KG2018884275,Prasad Shankar,1994-09-10,1,5,0,2006-06-16
505,7,63,13,5,KG2011729631,Vishwanath Savanur,1979-05-19,1,1,0,2018-09-23
506,7,63,12,12,KG2018638420,Anil Murthy,1984-03-13,1,6,0,2010-10-29
507,7,69,12,11,KG2014202958,Naveen Yadav,1970-01-26,1,1,0,2007-08-27
508,7,63,13,4,KG2006350007,Vishwanath Kattimani,1985-09-07,1,4,0,2017-07-27
509,7,65,13,5,KG2021576711,Basavaraj Acharya,1984-07-13,1,1,0,2022-03-16
510,7,67,10,12,KG2011346570,Suresh Patil,1985-02-27,1,8,0,2020-01-31
511,7,62,12,8,KG2015484936,Jagadish Siddi,1988-07-27,1,1,0,2021-08-28
512,7,66,12,11,KG2011605446,Kumaraswamy Naik,2000-10-01,1,6,0,2012-06-10
513,7,64,10,1,KG2010598718,Prasad Siddi,1997-03-03,1,3,0,2013-09-27
514,7,66,13,6,KG2007521200,Vinay Kattimani,1980-08-29,1,8,0,2013-05-03
515,7,66,10,5,KG2011957721,Nagesh Gowda,1974-02-26,1,1,0,2014-12-15
516,7,64,10,8,KG2015150256,Sagar Acharya,1974-05-29,1,3,0,2023-06-10
517,7,62,12,12,KG2014977627,Geetha Kumar,1971-12-23,2,2,0,2020-05-30
518,7,62,9,11,KG2014669884,Suresh Poojary,1979-06-01,1,4,0,2012-03-13
519,7,66,12,8,KG2010286930,Vinay Rao,1975-02-19,1,2,0,2005-05-05
520,7,67,12,5,KG2012179595,Anil Murthy,1973-03-13,1,6,0,2011-12-26
521,7,62,9,8,KG2017056414,Rekha Devi,1973-11-11,2,7,0,2014-07-26
522,7,69,12,5,KG2007967610,Kiran Siddi,1990-11-21,1,3,0,2017-09-26
523,7,69,9,5,KG2020242949,Anil Lamani,1980-01-15,1,5,0,2008-03-23
524,7,68,10,11,KG2020031735,Siddaraju Lamani,1972-12-06,1,2,0,2015-08-30
525,7,69,13,5,KG2009532624,Shankar Poojary,1974-08-14,1,2,0,2014-02-06
526,7,63,13,9,KG2012651035,Lakshman Kattimani,1980-12-06,1,3,1,2017-04-16
527,7,68,9,4,KG2018594765,Lakshman Angadi,1985-05-08,1,4,0,2017-03-19
528,7,63,13,12,KG2019341184,Shivanand Kumari,1994-11-25,1,8,0,2007-03-11
529,7,68,9,2,KG2015518307,Shankar Hosamani,1998-12-07,1,1,0,2019-10-23
530,7,64,13,11,KG2009474979,Bharath Rao,1993-10-31,1,7,0,2011-07-16
531,7,69,10,11,KG2014963119,Renuka Poojary,1989-07-02,2,6,1,2021-02-06
532,7,62,12,9,KG2006387159,Srinivas Murthy,1994-08-15,1,1,0,2006-03-12
533,7,67,9,5,KG2017655585,Deepa Angadi,1984-04-09,2,7,0,2020-12-18
534,7,68,12,11,KG2022403278,Srinivas Nayak,1986-02-28,1,3,0,2014-05-11
535,7,64,9,2,KG2018142372,Ramesh Meti,1973-10-19,1,7,0,2008-01-30
536,7,68,12,8,KG2017372567,Nagaraj Bagewadi,1980-02-16,1,7,0,2009-03-03
537,7,69,13,4,KG2022604350,Vinay Kattimani,1986-06-18,1,1,0,2005-10-02
538,7,67,9,8,KG2021901095,Kavitha Rao,1982-07-15,2,2,0,2015-06-06
539,7,63,10,11,KG2022836867,Darshan Shankar,1996-01-01,1,1,0,2012-01-04
540,7,62,12,9,KG2018370058,Vasantha Kulkarni,1983-03-21,2,3,0,2011-06-28
541,7,66,13,10,KG2010600688,Krishna Naikar,1972-04-25,1,5,0,2019-09-21
542,7,62,10,2,KG2013138977,Ravi Prasad,1997-08-16,1,5,0,2011-04-21
543,7,62,13,10,KG2019387729,Lakshman Rao,1977-11-13,1,4,0,2010-11-11
544,7,62,10,2,KG2020789328,Parvathi Rao,1988-07-10,2,7,0,2022-04-12
545,7,69,13,3,KG2006673460,Surya Joshi,1981-11-10,1,2,0,2021-12-11
546,7,69,11,5,KG2012398250,Bharath Siddi,2000-08-29,1,7,0,2020-10-29
547,7,64,12,7,KG2015556012,Umesh Hosamani,2000-08-19,1,2,0,2005-12-03
548,7,67,7,7,KG2015283458,Gopal Prasad,1981-12-24,1,2,0,2022-12-30
549,7,68,12,11,KG2011545210,Surya Salian,1985-02-19,1,3,0,2020-03-14
550,7,62,13,2,KG2008718799,Arun Savanur,1990-01-02,1,4,0,2012-11-19
551,7,66,10,1,KG2011996660,Manjunath Bangera,1996-11-20,1,2,0,2019-04-25
552,7,63,9,10,KG2010939526,Darshan Poojary,1974-12-22,1,3,0,2020-08-08
553,7,69,13,2,KG2015269837,Vinay Angadi,1977-04-07,1,2,0,2022-07-06
554,7,62,11,6,KG2010461977,Nandini Raju,1973-02-11,2,4,0,2016-01-12
555,7,64,12,2,KG2011643791,Nandish Angadi,1998-11-10,1,8,0,2007-05-21
556,7,63,9,2,KG2005940062,Harish Bagewadi,1992-04-29,1,1,0,2008-05-04
557,7,68,10,12,KG2005540419,Santosh Poojary,1992-01-05,1,7,0,2015-09-22
558,7,63,12,1,KG2008594799,Chetan Naikar,1994-01-05,1,6,0,2013-01-19
559,7,68,9,11,KG2007882043,Kumaraswamy Kulkarni,1990-08-14,1,5,0,2022-01-21
560,7,64,12,7,KG2008661250,Basavaraj Hosamani,2000-11-24,1,8,0,2013-01-22
561,7,69,13,3,KG2012512998,Suresh Salian,1987-06-10,1,5,0,2006-06-01
562,7,69,7,1,KG2006425206,Manjunath Kulkarni,1975-04-21,1,8,0,2009-10-01
563,7,64,13,4,KG2020685593,Meena Rao,1970-11-09,2,1,0,2015-07-28
564,7,64,9,11,KG2019640917,Basavaraj Devi,1977-08-28,1,2,0,2018-04-04
565,7,63,9,10,KG2011446916,Sachin Shankar,1985-02-18,1,7,0,2023-03-15
566,7,64,10,4,KG2015066293,Lakshman Patil,1975-06-02,1,3,0,2011-02-22
567,7,64,13,9,KG2006139850,Deepak Salian,1974-06-26,1,7,0,2022-09-29
568,7,62,13,2,KG2014436441,Naveen Hegde,1991-05-09,1,3,0,2020-07-12
569,7,66,12,7,KG2010752038,Naveen Gowda,1992-06-04,1,2,0,2018-09-23
570,7,66,10,1,KG2021100332,Kiran Kumari,1997-10-06,1,4,0,2013-02-12
571,7,65,10,4,KG2020184889,Ramesh Naikar,1977-03-02,1,1,0,2020-01-12
572,7,67,10,7,KG2006109494,Mohan Lamani,1972-05-09,1,3,0,2017-01-20
573,7,62,12,2,KG2015439423,Deepak Bagewadi,1978-12-01,1,6,0,2021-10-04
574,7,63,10,2,KG2017934665,Vishwanath Nayak,1979-11-25,1,8,0,2006-08-26
575,7,62,13,3,KG2010406146,Mohan Lamani,1986-10-03,1,8,0,2008-01-23
576,7,67,7,4,KG2006294235,Venkatesh Poojary,1976-02-15,1,8,0,2007-06-30
577,7,64,13,4,KG2010606205,Parvathi Shetty,1994-10-18,2,2,0,2010-02-25
578,7,69,13,4,KG2005765480,Jagadish Prasad,1989-03-16,1,4,0,2021-07-06
579,7,68,12,10,KG2018046373,Vasantha Kumar,1971-10-19,2,1,0,2015-07-23
580,7,68,12,12,KG2012087128,Jyothi Meti,1995-01-20,2,1,0,2021-11-22
581,7,68,8,3,KG2005503089,Deepak Hegde,2000-01-05,1,3,0,2011-11-03
582,7,62,7,8,KG2010828227,Anil Hiremath,1986-08-13,1,8,0,2019-01-22
583,7,62,13,2,KG2021034304,Chetan Kulkarni,1983-04-22,1,5,0,2014-07-21
584,7,65,13,2,KG2021991243,Chandrashekar Reddy,2000-04-06,1,1,0,2013-03-01
585,8,78,12,6,KG2007587998,Gopal Kambli,1979-03-09,1,6,0,2008-02-08
586,8,72,12,12,KG2012336031,Kamala Swamy,1985-10-27,2,7,0,2010-12-31
587,8,72,11,8,KG2020744306,Sagar Kumari,1993-11-10,1,5,0,2020-03-19
588,8,76,13,12,KG2019091550,Ravi Nayak,1973-08-06,1,3,0,2013-10-06
589,8,72,9,5,KG2009917497,Ramesh Meti,1979-03-01,1,1,0,2016-09-05
590,8,81,12,3,KG2005305678,Vishwanath Bagewadi,1978-06-25,1,1,0,2006-05-31
591,8,74,13,9,KG2015687615,Vishwanath Salian,1998-12-24,1,6,0,2022-08-25
592,8,81,13,9,KG2009941917,Basavaraj Poojary,1983-10-01,1,5,0,2008-11-07
593,8,76,7,1,KG2010648681,Anand Lamani,1977-03-19,1,5,0,2020-12-19
594,8,73,13,12,KG2012122597,Shobha Shetty,1971-11-06,2,3,0,2012-02-07
595,8,76,10,9,KG2016155131,Darshan Bhat,1986-09-23,1,3,0,2015-01-22
596,8,72,8,7,KG2015163634,Shobha Lamani,1970-03-12,2,6,0,2021-07-25
