ComplainantID,CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID,GenderID
3090,2388,Renuka Prasad,25,10,1,1,2
3091,2389,Deepak Yadav,34,3,1,2,1
3092,2389,Bharathi Kattimani,32,2,1,2,2
3093,2390,Rajesh Acharya,41,14,1,4,1
3094,2391,Vinay Hiremath,15,4,1,3,1
3095,2392,Padma Joshi,15,7,1,3,2
3096,2393,Shankar Poojary,21,20,4,2,1
3097,2393,Kiran Hosamani,56,15,1,4,1
3098,2394,Sachin Kambli,25,4,1,2,1
3099,2395,Manjunath Reddy,54,8,1,2,1
3100,2396,Shivakumar Meti,29,11,1,1,1
3101,2397,Arun Siddi,44,12,2,5,1
3102,2398,Jyothi Hegde,43,6,4,1,2
3103,2398,Jagadish Hiremath,35,3,1,2,1
3104,2399,Manoj Joshi,48,15,1,2,1
3105,2399,Kiran Bangera,40,10,1,1,1
3106,2400,Sneha Lamani,45,14,1,3,2
3107,2401,Santosh Poojary,44,2,1,1,1
3108,2402,Ramesh Siddi,47,18,1,2,1
3109,2403,Nandini Shetty,15,20,1,2,2
3110,2403,Krishna Shetty,21,19,1,2,1
3111,2404,Vinay Raju,34,19,1,2,1
3112,2405,Madhu Poojary,44,16,2,1,1
3113,2405,Lakshmi Kambli,37,8,2,2,2
3114,2406,Roopa Prasad,61,11,1,2,3
3115,2407,Ramesh Swamy,15,13,1,2,1
3116,2407,Sunitha Bangera,42,15,2,1,2
3117,2408,Vidya Savanur,19,11,1,4,2
3118,2409,Vishwanath Kumar,38,17,1,1,1
3119,2410,Madhu Poojary,44,16,2,1,1
3120,2411,Arun Kulkarni,31,14,1,1,1
3121,2412,Gopal Poojary,36,16,4,5,1
3122,2413,Deepa Naik,39,7,1,2,2
3123,2414,Sunitha Salian,38,12,1,1,2
3124,2414,Harish Kulkarni,34,13,1,3,1
3125,2415,Vishwanath Patil,55,5,1,1,1
3126,2415,Shivanand Siddi,30,9,2,4,1
3127,2416,Shankar Desai,35,3,1,4,1
3128,2417,Bharath Meti,41,11,3,1,1
3129,2417,Mahesh Gowda,26,16,1,3,1
3130,2418,Jyothi Gowda,37,9,4,2,2
3131,2419,Hanumanthappa Desai,39,7,5,2,1
3132,2420,Indira Naik,17,14,3,1,2
3133,2421,Padma Murthy,38,2,1,4,2
3134,2422,Mohan Lamani,43,15,1,2,1
3135,2423,Mahesh Bagewadi,45,16,1,3,1
3136,2424,Madhu Swamy,19,7,1,3,1
3137,2425,Priya Kumari,25,13,1,5,2
3138,2426,Asha Hegde,30,2,1,2,2
3139,2427,Chandrashekar Kumari,27,2,2,2,1
3140,2427,Bharath Naikar,39,15,3,1,1
3141,2428,Gopal Rao,31,16,2,1,1
3142,2428,Prakash Joshi,50,7,3,2,1
3143,2429,Bharath Meti,41,11,3,1,1
3144,2430,Chandrashekar Angadi,48,5,1,5,1
3145,2430,Vishwanath Swamy,39,1,1,5,1
3146,2431,Gopal Rao,31,16,2,1,1
3147,2432,Renuka Gupta,26,10,1,3,2
3148,2432,Radha Angadi,25,16,1,5,2
3149,2433,Latha Kumar,41,4,1,1,2
3150,2433,Pooja Bai,43,10,2,2,2
3151,2434,Ashok Savanur,31,10,1,3,1
3152,2435,Shankar Desai,35,3,1,4,1
3153,2436,Srinivas Reddy,36,4,1,1,1
3154,2436,Bharathi Naikar,15,16,4,5,2
3155,2437,Manjunath Rao,33,16,1,1,1
3156,2438,Suresh Kumar,17,7,1,1,1
3157,2439,Santosh Siddi,23,11,1,2,1
3158,2439,Hanumanthappa Naik,15,15,1,2,1
3159,2440,Rajesh Bhat,22,10,1,2,1
3160,2441,Madhu Meti,61,5,1,3,1
3161,2441,Nagesh Gowda,18,13,1,1,1
3162,2442,Hanumanthappa Bagewadi,24,20,1,1,1
3163,2443,Ravi Kambli,21,19,2,3,1
3164,2443,Saraswathi Raju,22,12,1,2,2
3165,2444,Priya Kumari,25,13,1,5,2
3166,2445,Vasantha Gowda,50,8,2,2,2
3167,2446,Santosh Poojary,44,2,1,1,1
3168,2446,Shobha Prasad,29,7,1,2,3
3169,2447,Jagadish Gowda,15,19,2,1,1
3170,2447,Darshan Hiremath,29,6,1,1,1
3171,2448,Renuka Gupta,26,10,1,3,2
3172,2449,Suresh Bhat,37,15,1,3,1
3173,2449,Shivanand Hegde,39,5,1,1,1
3174,2450,Suresh Meti,28,18,1,4,1
3175,2451,Chandrashekar Naik,15,12,1,1,1
3176,2451,Lakshmi Poojary,27,2,1,2,2
3177,2452,Ramesh Patil,15,17,2,2,1
3178,2452,Sagar Hiremath,18,5,1,3,1
3179,2453,Venkatesh Ganiger,29,19,7,3,1
3180,2454,Venkatesh Ganiger,31,13,2,3,1
3181,2455,Bharath Bai,57,13,4,3,1
3182,2456,Gopal Poojary,36,16,4,5,1
3183,2456,Shilpa Gupta,34,12,1,1,2
3184,2457,Nagaraj Siddi,34,10,2,2,1
3185,2458,Jagadish Gowda,15,19,2,1,1
3186,2459,Shobha Raju,38,7,1,4,2
3187,2460,Nagaraj Raju,17,14,3,1,1
3188,2461,Divya Kumari,15,18,1,2,2
3189,2461,Vasantha Siddi,27,5,3,2,2
3190,2462,Yashodha Kumar,34,14,1,3,2
3191,2462,Deepak Hegde,21,14,1,1,1
3192,2463,Gopal Kulkarni,24,13,1,2,1
3193,2464,Santosh Meti,49,4,1,2,1
3194,2465,Latha Yadav,38,5,1,2,2
3195,2465,Mohan Murthy,31,18,1,5,1
3196,2466,Ganesh Murthy,48,15,2,3,1
3197,2467,Prakash Swamy,33,4,1,2,1
3198,2467,Ramesh Siddi,32,1,4,1,1
3199,2468,Chandrashekar Murthy,34,12,1,4,1
3200,2469,Ganesh Murthy,48,15,2,3,1
3201,2470,Saraswathi Hosamani,31,8,3,5,2
3202,2471,Shivanand Siddi,17,4,4,2,1
3203,2472,Krishna Nayak,15,10,1,2,1
3204,2472,Shivakumar Bangera,62,9,1,2,1
3205,2473,Srinivas Shankar,56,14,1,2,1
3206,2474,Ashok Prasad,22,16,1,3,3
3207,2475,Bharath Yadav,27,6,1,1,1
3208,2476,Indira Yadav,15,12,2,1,2
3209,2476,Santosh Salian,31,5,1,1,1
3210,2477,Parvathi Acharya,39,7,1,2,2
3211,2478,Lakshman Bagewadi,28,19,2,2,1
3212,2478,Mangala Salian,28,8,6,2,2
3213,2479,Meena Hosamani,54,7,1,2,3
3214,2480,Bharathi Siddi,15,6,1,3,2
3215,2481,Roopa Prasad,49,3,1,3,2
3216,2481,Padma Gupta,15,13,2,3,2
3217,2482,Anitha Shetty,28,1,1,1,2
3218,2483,Siddaraju Angadi,33,19,1,1,1
3219,2484,Renuka Kumar,42,6,1,3,2
3220,2484,Lakshmi Kulkarni,31,16,1,1,2
3221,2485,Pavan Acharya,44,1,1,1,1
3222,2486,Suresh Meti,28,18,1,4,1
3223,2486,Surya Savanur,37,9,4,3,1
3224,2487,Yashodha Kumar,34,14,1,3,2
3225,2488,Nandini Hosamani,37,3,1,1,2
3226,2489,Sunitha Bangera,17,20,1,4,2
3227,2490,Bharathi Murthy,21,15,1,4,2
3228,2490,Ganesh Kattimani,44,7,1,1,1
3229,2491,Manjunath Bangera,31,5,1,3,1
3230,2491,Saraswathi Bangera,27,11,1,4,2
3231,2492,Gopal Gupta,27,15,6,4,1
3232,2492,Basavaraj Gowda,20,5,1,4,1
3233,2493,Shilpa Bangera,34,14,2,2,2
3234,2493,Indira Yadav,15,12,2,1,2
3235,2494,Pooja Savanur,34,1,5,1,2
3236,2494,Darshan Angadi,37,8,1,1,1
3237,2495,Priya Shankar,48,15,1,2,2
3238,2496,Vinay Nayak,25,16,1,3,1
3239,2497,Bharathi Kattimani,46,10,5,2,2
3240,2498,Sachin Kulkarni,57,16,1,5,1
3241,2499,Chetan Shankar,28,10,1,1,1
3242,2500,Shankar Reddy,28,2,1,3,1
3243,2501,Siddaraju Prasad,21,20,1,4,1
3244,2502,Venkatesh Bagewadi,48,6,1,4,1
3245,2502,Ambika Gupta,29,16,4,3,2
3246,2503,Deepa Kattimani,38,11,3,5,2
3247,2504,Chandrika Bai,45,13,1,2,2
3248,2505,Rekha Poojary,28,8,1,2,2
3249,2505,Suresh Hegde,32,16,1,2,1
3250,2506,Pavan Hegde,32,6,1,1,1
3251,2507,Shankar Naikar,37,13,3,4,1
3252,2508,Manjunath Rao,33,16,1,1,1
3253,2508,Kumaraswamy Angadi,43,16,1,1,1
3254,2509,Gopal Poojary,36,16,4,5,1
3255,2510,Chandrashekar Naik,17,12,1,1,1
3256,2510,Shivakumar Salian,22,20,4,2,1
3257,2511,Ashok Raju,35,6,2,1,1
3258,2511,Jagadish Prasad,45,12,1,2,1
3259,2512,Rajesh Bhat,22,10,1,2,1
3260,2513,Latha Yadav,42,16,3,2,2
3261,2513,Manjunath Desai,32,7,1,1,1
3262,2514,Manoj Hiremath,24,5,4,2,1
3263,2515,Suresh Raju,16,3,1,3,1
3264,2516,Basavaraj Patil,15,10,7,4,1
3265,2517,Rashmi Bagewadi,30,19,1,2,2
3266,2518,Bharath Bhat,25,9,1,1,1
3267,2519,Santosh Meti,49,4,1,2,1
3268,2520,Shivanand Siddi,17,4,4,2,1
3269,2521,Sagar Shetty,33,14,3,2,1
3270,2522,Mohan Lamani,43,15,1,2,1
3271,2523,Prasad Gupta,29,17,1,1,1
3272,2523,Nagaraj Acharya,24,17,1,2,1
3273,2524,Chandrika Gowda,25,18,7,3,3
3274,2524,Divya Kumari,15,18,1,2,2
3275,2525,Ganesh Kulkarni,19,18,2,1,1
3276,2526,Chandrashekar Angadi,48,5,1,5,1
3277,2527,Shankar Reddy,30,6,1,2,1
3278,2528,Chandrashekar Poojary,38,11,1,2,1
3279,2529,Chandrashekar Naik,17,12,1,1,1
3280,2530,Mohan Lamani,43,15,1,2,1
3281,2530,Arun Yadav,15,9,2,2,1
3282,2531,Bharath Yadav,27,6,1,1,1
3283,2532,Sagar Bangera,34,11,1,2,1
3284,2533,Vidya Rao,31,3,1,3,2
3285,2534,Indira Devi,15,3,2,1,2
3286,2534,Shankar Bangera,25,13,1,4,1
3287,2535,Kamala Kumar,45,13,1,1,2
3288,2535,Rajeshwari Bagewadi,35,11,1,3,2
3289,2536,Prasad Devi,36,7,3,3,1
3290,2537,Anand Patil,30,4,1,5,1
3291,2538,Jagadish Gowda,15,19,2,1,1
3292,2539,Rajesh Naikar,42,16,2,1,1
3293,2540,Deepa Lamani,32,3,1,1,2
3294,2541,Suma Devi,20,18,1,1,2
3295,2541,Ravi Devi,17,9,7,4,1
3296,2542,Arun Kulkarni,31,14,1,1,1
3297,2543,Ravi Desai,26,19,1,2,1
3298,2544,Kamala Gowda,20,10,1,2,2
3299,2545,Chetan Shankar,28,10,1,1,1
3300,2546,Padma Shankar,20,14,1,4,2
3301,2547,Bharathi Siddi,15,6,1,3,2
3302,2548,Surya Hiremath,45,18,2,1,1
3303,2549,Venkatesh Hosamani,38,9,4,1,1
3304,2550,Siddaraju Hegde,53,9,1,2,1
3305,2551,Santosh Meti,49,4,1,2,1
3306,2552,Rashmi Ganiger,41,15,1,1,2
3307,2553,Madhu Meti,61,5,1,3,1
3308,2553,Ramesh Lamani,42,6,1,3,1
3309,2554,Shivakumar Meti,26,12,3,2,1
3310,2555,Padma Angadi,33,2,3,1,2
3311,2556,Vasantha Gowda,50,8,2,2,2
3312,2557,Vinay Raju,34,19,1,2,1
3313,2557,Srinivas Bangera,20,11,1,1,1
3314,2558,Lakshmi Bhat,19,12,3,2,2
3315,2558,Lakshmi Siddi,26,16,1,1,2
3316,2559,Padma Hosamani,15,15,1,1,2
3317,2560,Kamala Patil,36,8,1,2,2
3318,2560,Meena Bangera,48,1,4,2,2
3319,2561,Shivakumar Hiremath,44,12,1,1,1
3320,2561,Pavan Acharya,44,1,1,1,1
3321,2562,Shivanand Siddi,17,4,4,2,1
3322,2563,Suresh Raju,16,3,1,3,1
3323,2563,Yogesh Rao,53,18,1,2,1
3324,2564,Manoj Patil,34,8,1,3,1
3325,2564,Harish Joshi,24,9,1,3,1
3326,2565,Rekha Naikar,37,6,1,2,2
3327,2566,Renuka Kambli,56,19,2,3,2
3328,2567,Rashmi Prasad,52,8,1,1,2
3329,2568,Rajesh Nayak,52,16,1,2,1
3330,2569,Vishwanath Patil,26,10,3,2,1
3331,2570,Basavaraj Nayak,19,10,1,2,1
3332,2571,Venkatesh Ganiger,31,13,2,3,1
3333,2572,Manoj Joshi,48,15,1,2,1
3334,2573,Bharath Bhat,25,9,1,1,1
3335,2573,Arun Bangera,26,18,1,3,1
3336,2574,Suma Gowda,46,2,1,2,2
3337,2574,Chetan Angadi,33,18,1,1,1
3338,2575,Srinivas Kumar,15,14,3,1,1
3339,2576,Jagadish Swamy,15,14,5,4,1
3340,2577,Siddaraju Angadi,33,19,1,1,1
3341,2578,Ganesh Siddi,42,7,1,2,1
3342,2579,Shivakumar Kattimani,15,5,3,2,1
3343,2579,Jagadish Prasad,15,15,1,2,1
3344,2580,Lakshmi Yadav,40,19,1,1,2
3345,2581,Arun Kulkarni,31,14,1,1,1
3346,2581,Ramesh Bagewadi,39,6,1,2,1
3347,2582,Ganesh Hosamani,26,16,1,1,1
3348,2582,Gopal Siddi,20,8,1,2,1
3349,2583,Siddaraju Shetty,28,8,1,2,1
3350,2583,Meena Angadi,45,9,4,1,2
3351,2584,Vishwanath Raju,43,14,2,3,1
3352,2585,Chetan Kumari,29,13,1,3,1
3353,2586,Hanumanthappa Naikar,15,12,1,3,1
3354,2586,Surya Ganiger,22,15,1,1,1
3355,2587,Manjunath Bhat,24,19,5,1,1
3356,2587,Manjunath Murthy,15,18,3,3,1
3357,2588,Anitha Naikar,41,10,2,1,2
3358,2588,Anitha Ganiger,29,18,5,2,2
3359,2589,Hanumanthappa Desai,39,7,5,2,1
3360,2590,Manjunath Reddy,54,8,1,2,1
3361,2591,Shivakumar Meti,29,11,1,1,1
3362,2592,Madhu Savanur,23,4,1,5,1
3363,2592,Vinay Nayak,45,9,1,2,1
3364,2593,Harish Raju,53,8,1,2,1
3365,2593,Nagesh Kambli,35,12,1,2,1
3366,2594,Nandini Kambli,31,6,1,2,2
3367,2595,Deepa Angadi,28,10,1,3,2
3368,2596,Nagaraj Swamy,24,3,1,1,1
3369,2596,Deepa Naikar,40,9,2,1,2
3370,2597,Suresh Siddi,32,11,1,3,1
3371,2598,Anand Ganiger,32,1,1,1,1
3372,2599,Prasad Gupta,29,17,1,1,1
3373,2599,Shilpa Bangera,19,14,1,1,2
3374,2600,Mangala Kattimani,37,4,1,1,2
3375,2601,Srinivas Bangera,20,11,1,1,1
3376,2602,Shivanand Salian,28,20,1,2,1
3377,2602,Deepa Prasad,27,2,1,2,2
3378,2603,Rajesh Nayak,52,16,1,2,1
3379,2604,Rajesh Lamani,30,11,1,1,1
3380,2605,Nandini Angadi,26,11,1,2,2
3381,2606,Chandrashekar Angadi,48,5,1,5,1
3382,2607,Shivakumar Meti,29,11,1,1,1
3383,2608,Lakshman Bai,36,3,1,2,1
3384,2609,Sneha Acharya,38,6,1,2,2
3385,2609,Indira Shetty,15,9,3,1,2
3386,2610,Vinay Patil,28,16,1,2,1
3387,2610,Lakshman Shetty,31,1,1,4,1
3388,2611,Vishwanath Patil,26,10,3,2,1
3389,2612,Lakshmi Kattimani,59,13,1,1,2
3390,2613,Shivanand Salian,28,20,1,2,1
3391,2614,Vidya Bangera,15,16,1,2,2
3392,2615,Shobha Naikar,25,3,1,1,2
3393,2616,Arun Kumari,23,4,4,1,1
3394,2616,Shankar Hosamani,18,11,1,2,1
3395,2617,Girish Joshi,18,12,2,1,1
3396,2617,Kiran Yadav,15,20,6,5,1
3397,2618,Bharath Bai,57,13,4,3,1
3398,2619,Srinivas Bai,52,6,1,1,1
3399,2620,Nandish Yadav,46,19,2,2,1
3400,2621,Deepa Kambli,35,8,1,2,2
3401,2622,Nandini Shetty,36,7,1,2,2
3402,2623,Arun Kulkarni,31,14,1,1,1
3403,2624,Shivanand Bangera,39,10,1,4,3
3404,2625,Ashok Prasad,22,16,1,3,3
3405,2626,Savitha Hosamani,30,19,4,3,2
3406,2627,Arun Kumari,21,19,2,3,1
3407,2628,Darshan Angadi,29,20,3,1,1
3408,2629,Manjunath Rao,33,16,1,1,1
3409,2629,Sneha Reddy,27,4,2,1,2
3410,2630,Shivanand Salian,28,20,1,2,1
3411,2630,Pavan Prasad,23,16,1,2,1
3412,2631,Geetha Lamani,24,4,1,1,3
3413,2631,Chetan Shankar,68,5,1,1,1
3414,2632,Gopal Lamani,39,11,1,3,1
3415,2633,Girish Desai,15,16,1,1,1
3416,2634,Rajesh Nayak,52,16,1,2,1
3417,2635,Surya Bhat,15,19,1,2,1
3418,2636,Shankar Desai,35,3,1,4,1
3419,2637,Prakash Joshi,50,7,3,2,1
3420,2637,Kavitha Reddy,61,9,3,3,2
3421,2638,Umesh Joshi,32,16,1,1,1
3422,2639,Savitha Shankar,35,8,1,5,2
3423,2639,Vidya Prasad,15,8,1,4,2
3424,2640,Surya Bagewadi,21,14,1,4,1
3425,2641,Rajesh Gupta,56,3,1,3,1
3426,2642,Kamala Patil,36,8,1,2,2
3427,2643,Siddaraju Shetty,28,8,1,2,1
3428,2643,Arun Bhat,27,13,1,3,1
3429,2644,Indira Naik,17,14,3,1,2
3430,2645,Sunitha Salian,38,12,1,1,2
3431,2646,Rajesh Gupta,56,3,1,3,1
3432,2646,Savitha Kumar,20,19,2,3,2
3433,2647,Ravi Savanur,62,18,1,5,1
3434,2648,Shankar Reddy,28,2,1,3,1
3435,2649,Sharada Rao,26,6,2,3,2
3436,2650,Saraswathi Bagewadi,68,8,1,5,2
3437,2650,Nandini Devi,23,6,1,2,2
3438,2651,Sagar Yadav,29,2,1,2,1
3439,2651,Parvathi Prasad,24,4,1,2,2
3440,2652,Kumaraswamy Raju,33,14,2,2,1
3441,2653,Shivanand Bangera,64,5,1,1,1
3442,2654,Basavaraj Nayak,19,10,1,2,1
3443,2655,Roopa Prasad,49,3,1,3,2
3444,2656,Priya Kumari,25,13,1,5,2
3445,2657,Nagaraj Siddi,34,10,2,2,1
3446,2658,Vishwanath Kumar,38,17,1,1,1
3447,2658,Chandrashekar Kumar,33,12,1,1,1
3448,2659,Vishwanath Naik,16,7,1,2,1
3449,2659,Shivakumar Hegde,20,6,1,3,1
3450,2660,Rajesh Kulkarni,34,2,1,4,1
3451,2661,Prakash Joshi,50,7,3,2,1
3452,2662,Saraswathi Raju,27,7,1,1,2
3453,2663,Nandini Shetty,15,20,1,2,2
3454,2664,Pavan Acharya,44,1,1,1,1
3455,2665,Nandini Shetty,36,7,1,2,2
3456,2666,Prakash Prasad,34,2,4,2,1
3457,2667,Siddaraju Bagewadi,23,18,1,2,1
3458,2668,Surya Hiremath,45,18,2,1,1
3459,2669,Darshan Reddy,26,6,2,4,1
3460,2669,Indira Kumar,43,1,1,4,2
3461,2670,Pooja Murthy,40,18,2,1,2
3462,2670,Sachin Yadav,36,7,3,5,1
3463,2671,Chandrashekar Murthy,44,8,2,3,1
3464,2672,Suma Gowda,46,2,1,2,2
3465,2672,Bharathi Hegde,35,14,2,3,2
3466,2673,Priya Kulkarni,48,16,1,2,2
3467,2674,Rashmi Poojary,38,6,1,5,2
3468,2674,Pooja Ganiger,33,20,1,1,2
3469,2675,Shivakumar Bhat,22,19,1,2,1
3470,2675,Madhu Naikar,29,9,2,2,1
3471,2676,Manjunath Reddy,54,8,1,2,1
3472,2677,Vasantha Bai,18,17,1,2,2
3473,2678,Gopal Siddi,60,15,1,2,1
3474,2679,Rajesh Acharya,41,14,1,4,1
3475,2680,Mangala Yadav,30,3,5,5,2
3476,2681,Nandish Gupta,32,7,1,1,1
3477,2682,Shivanand Bangera,39,10,1,4,3
3478,2682,Kiran Prasad,39,17,4,3,1
3479,2683,Basavaraj Hosamani,26,7,1,1,1
3480,2683,Bharath Shankar,52,15,1,1,1
3481,2684,Ravi Desai,15,8,1,1,1
3482,2685,Suresh Meti,28,18,1,4,1
3483,2686,Anitha Shetty,28,1,1,1,2
3484,2687,Srinivas Shankar,56,14,1,2,1
3485,2688,Santosh Gowda,38,8,1,2,1
3486,2689,Surya Hiremath,45,18,2,1,1
3487,2690,Shilpa Kulkarni,36,18,3,5,2
3488,2691,Divya Bhat,15,3,1,2,2
3489,2692,Rajesh Kumar,22,8,1,2,1
3490,2693,Bharath Bhat,25,9,1,1,1
3491,2693,Chandrika Shetty,36,10,2,4,2
3492,2694,Padma Joshi,15,7,1,3,2
3493,2695,Prakash Joshi,50,7,3,2,1
3494,2696,Naveen Gupta,22,5,1,3,1
3495,2697,Nagesh Hiremath,34,19,4,3,1
3496,2698,Savitha Hegde,29,3,1,5,2
3497,2699,Madhu Devi,15,5,1,2,1
3498,2699,Kumaraswamy Acharya,15,15,1,1,1
3499,2700,Ashok Savanur,31,10,1,3,1
3500,2701,Pavan Kambli,30,7,3,2,1
3501,2702,Nagesh Swamy,39,3,1,1,1
3502,2702,Nagaraj Bangera,48,8,3,3,1
3503,2703,Latha Kumar,41,4,1,1,2
3504,2704,Pooja Reddy,30,10,1,3,2
3505,2704,Arun Nayak,22,7,1,3,1
3506,2705,Anil Kattimani,21,16,1,4,1
3507,2706,Anand Hegde,15,11,4,3,1
3508,2707,Arun Kulkarni,15,4,3,4,1
3509,2708,Prasad Devi,36,7,3,3,1
3510,2709,Meena Gupta,35,4,1,3,3
3511,2710,Padma Angadi,33,2,3,1,2
3512,2711,Arun Siddi,44,12,2,5,1
3513,2712,Sagar Hiremath,22,19,1,3,1
3514,2713,Venkatesh Ganiger,29,19,7,3,1
3515,2714,Vasantha Bai,18,17,1,2,2
3516,2715,Vishwanath Patil,55,5,1,1,1
3517,2716,Rajesh Kumari,46,5,3,4,1
3518,2717,Ganesh Devi,23,5,1,1,1
3519,2718,Anil Ganiger,32,7,1,1,1
3520,2718,Sagar Murthy,20,1,1,2,1
3521,2719,Rekha Kumar,25,5,1,1,2
3522,2720,Rashmi Poojary,38,6,1,5,2
3523,2721,Gopal Kulkarni,24,13,1,2,1
3524,2721,Shobha Meti,40,10,1,3,2
3525,2722,Savitha Hiremath,18,13,1,2,2
3526,2722,Venkatesh Bagewadi,48,6,1,4,1
3527,2723,Deepa Kattimani,38,11,3,5,2
3528,2724,Kamala Gowda,20,10,1,2,2
3529,2724,Darshan Siddi,31,20,2,2,1
3530,2725,Chandrashekar Savanur,21,10,6,1,1
3531,2725,Ambika Swamy,38,17,1,1,2
3532,2726,Anitha Siddi,42,16,1,4,2
3533,2727,Santosh Acharya,32,2,1,2,1
3534,2727,Deepak Kumar,33,20,1,2,1
3535,2728,Manjunath Bangera,31,5,1,3,1
3536,2729,Jagadish Swamy,15,14,5,4,1
3537,2729,Basavaraj Meti,29,15,1,1,1
3538,2730,Srinivas Reddy,36,4,1,1,1
3539,2730,Umesh Kulkarni,44,7,1,2,1
3540,2731,Manoj Patil,34,8,1,3,1
3541,2731,Bharath Hegde,24,10,1,2,1
3542,2732,Rajesh Acharya,41,14,1,4,1
3543,2733,Hanumanthappa Siddi,17,11,5,2,1
3544,2734,Sunitha Hosamani,31,16,1,1,2
3545,2735,Rajesh Lamani,30,11,1,1,1
3546,2736,Rajesh Acharya,41,14,1,4,1
3547,2737,Rashmi Siddi,26,10,5,1,2
3548,2737,Divya Naik,43,16,1,2,2
3549,2738,Kumaraswamy Angadi,54,5,3,3,1
3550,2738,Rajesh Naikar,42,16,2,1,1
3551,2739,Ravi Kambli,21,19,2,3,1
3552,2740,Ashok Raju,47,15,1,3,1
3553,2741,Saraswathi Raju,27,7,1,1,2
3554,2742,Kumaraswamy Bangera,23,11,1,1,1
3555,2742,Shankar Prasad,41,13,1,2,1
3556,2743,Anitha Gupta,15,3,1,1,2
3557,2744,Gopal Kulkarni,24,13,1,2,1
3558,2745,Ravi Desai,26,19,1,2,1
3559,2746,Harish Bangera,33,2,1,2,1
3560,2747,Bharath Meti,41,11,3,1,1
3561,2748,Manoj Hiremath,24,5,4,2,1
3562,2749,Deepak Joshi,17,3,1,4,1
3563,2750,Swathi Rao,21,15,1,4,2
3564,2750,Divya Patil,38,13,3,1,2
3565,2751,Lakshmi Gupta,40,8,3,2,2
3566,2752,Renuka Naikar,35,4,1,1,2
3567,2752,Manjunath Siddi,29,10,1,2,1
3568,2753,Swathi Bangera,35,10,1,4,2
3569,2754,Surya Hiremath,45,18,2,1,1
3570,2754,Vidya Salian,50,17,3,3,2
3571,2755,Arun Kumari,21,19,2,3,1
3572,2756,Nandini Shetty,15,20,1,2,2
3573,2756,Chandrika Gowda,15,15,3,4,2
3574,2757,Prakash Murthy,36,4,2,2,1
3575,2758,Shivakumar Kattimani,44,6,2,3,1
3576,2759,Shankar Reddy,30,6,1,2,1
3577,2760,Surya Hiremath,45,18,2,1,1
3578,2761,Prasad Kumar,15,19,3,5,1
3579,2762,Rajesh Bhat,22,10,1,2,1
3580,2763,Basavaraj Nayak,19,10,1,2,1
3581,2764,Ramesh Siddi,47,18,1,2,1
3582,2764,Umesh Hiremath,39,18,1,5,1
3583,2765,Suresh Lamani,17,10,1,4,1
3584,2766,Vinay Patil,28,16,1,2,1
3585,2766,Ganesh Ganiger,15,1,1,2,1
3586,2767,Gopal Siddi,60,15,1,2,1
3587,2767,Rekha Kumar,45,5,1,2,2
3588,2768,Rashmi Siddi,26,10,5,1,2
3589,2769,Sagar Meti,18,3,1,3,1
3590,2770,Vasantha Bai,18,17,1,2,2
3591,2771,Sagar Shetty,33,14,3,2,1
3592,2771,Jagadish Angadi,17,11,1,1,1
3593,2772,Anil Rao,38,19,1,3,1
3594,2773,Rekha Naikar,37,6,1,2,2
3595,2774,Krishna Acharya,35,13,5,1,1
3596,2775,Suma Gowda,46,2,1,2,2
3597,2776,Prasad Kumar,15,19,3,5,1
3598,2777,Umesh Meti,29,3,1,5,1
3599,2777,Ambika Hegde,30,15,1,4,2
3600,2778,Sachin Bhat,27,4,1,1,1
3601,2779,Gopal Poojary,36,16,4,5,1
3602,2780,Nandini Kattimani,28,20,1,4,2
3603,2781,Sagar Meti,18,3,1,3,1
3604,2782,Bharath Bhat,25,9,1,1,1
3605,2782,Rashmi Devi,54,8,2,2,2
3606,2783,Srinivas Gupta,36,3,2,2,1
3607,2783,Jyothi Murthy,47,8,1,3,2
3608,2784,Bharath Meti,41,11,3,1,1
3609,2785,Lakshmi Yadav,40,19,1,1,2
3610,2786,Vasantha Kumari,42,11,2,2,2
3611,2787,Bharathi Kattimani,46,10,5,2,2
3612,2788,Prakash Raju,24,5,1,5,1
3613,2789,Krishna Rao,27,2,2,2,1
3614,2789,Deepak Naik,22,7,6,3,1
3615,2790,Sachin Bhat,27,4,1,1,1
3616,2791,Girish Joshi,18,12,2,1,1
3617,2791,Yashodha Savanur,34,3,1,2,3
3618,2792,Savitha Salian,30,8,3,2,2
3619,2793,Ravi Desai,15,8,1,1,1
3620,2794,Indira Yadav,15,12,2,1,2
3621,2795,Hanumanthappa Bagewadi,24,20,1,1,1
3622,2796,Shivanand Kambli,16,12,1,2,1
3623,2797,Swathi Gupta,42,3,1,1,2
3624,2798,Geetha Siddi,36,13,1,1,2
3625,2799,Rajesh Kumar,22,8,1,2,1
3626,2800,Yashodha Naikar,25,8,1,5,3
3627,2801,Umesh Joshi,32,16,1,1,1
3628,2802,Sneha Acharya,33,11,3,1,2
3629,2803,Sachin Shetty,25,11,1,1,1
3630,2803,Shivanand Hegde,39,5,1,1,1
3631,2804,Sharada Desai,40,4,4,1,2
3632,2805,Venkatesh Ganiger,29,19,7,3,1
3633,2806,Mohan Lamani,43,15,1,2,1
3634,2807,Arun Siddi,44,12,2,5,1
3635,2808,Kiran Kattimani,25,13,1,1,1
3636,2809,Arun Siddi,48,11,1,3,1
